序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000017,深中华A,2026-09-04,1家机构卖出，成功率31.67%,9.52,-10.0189,-45587543.84,58851222.29,104438766.13,163289988.42,1016791284,-4.48347114667,16.059341871778,24.1064,4576620335.98,日跌幅偏离值达到7%的前5只证券,,,,
2,000560,我爱我家,2026-09-04,普通席位买入，成功率46.14%,3.15,10.1399,194039801.55,363514176.18,169474374.63,532988550.81,2428572955,7.989869159603,21.946573592227,33.3264,7379467574.85,日涨幅偏离值达到7%的前5只证券,,,,
3,000592,平潭发展,2026-09-04,1家机构买入，成功率45.46%,7.49,9.9853,483874296.85,707366286.93,223491990.08,930858277.01,2471567689,19.577626742878,37.662665730455,17.8043,14344042443.01,日涨幅偏离值达到7%的前5只证券,,,,
4,000876,新希望,2026-09-04,4家机构买入，成功率39.54%,7.7,10.0,35136531.38,267118671.27,231982139.89,499100811.16,1360256301,2.583081684986,36.691674267054,4.0186,34650063671.3,日涨幅偏离值达到7%的前5只证券,,,,
5,000892,欢瑞世纪,2026-09-04,买一主买，成功率41.08%,5.59,10.0394,66403629.95,193572214.0,127168584.05,320740798.05,1660285770,3.999530150162,19.318409146517,43.8501,3973365314.36,日振幅值达到15%的前5只证券,,,,
6,000892,欢瑞世纪,2026-09-04,买一主买，成功率41.08%,5.59,10.0394,66403629.95,193572214.0,127168584.05,320740798.05,1660285770,3.999530150162,19.318409146517,43.8501,3973365314.36,日换手率达到20%的前5只证券,,,,
7,000892,欢瑞世纪,2026-09-04,主力做T，成功率47.52%,5.59,10.0394,-18447512.73,285312654.33,303760167.06,589072821.39,3338067481,-0.552640497384,17.647121418095,43.8501,3973365314.36,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
8,000892,欢瑞世纪,2026-09-04,买一主买，成功率41.08%,5.59,10.0394,66403629.95,193572214.0,127168584.05,320740798.05,1660285770,3.999530150162,19.318409146517,43.8501,3973365314.36,日涨幅偏离值达到7%的前5只证券,,,,
9,000977,浪潮信息,2026-09-04,4家机构卖出，成功率24.54%,77.72,-9.9942,-484045011.22,1709339805.75,2193384816.97,3902724622.72,13708426672,-3.531003395223,28.469529845401,11.6496,114008685406.08,日跌幅偏离值达到7%的前5只证券,,,,
10,002059,云南旅游,2026-09-04,主力做T，成功率21.07%,5.67,-1.9031,-76573787.33,111523418.08,188097205.41,299620623.49,1224732737,-6.252285500065,24.464163848835,20.9404,5615529704.82,日振幅值达到15%的前5只证券,,,,
11,002104,恒宝股份,2026-09-04,主力做T，成功率29.30%,14.05,7.6628,210178447.24,507047773.44,296869326.2,803917099.64,2906303643,7.231813088293,27.661153079317,33.7016,8537084126.3,日换手率达到20%的前5只证券,,,,
12,002354,天娱数科,2026-09-04,2家机构买入，成功率40.79%,8.45,8.7516,450528371.26,860865658.91,410337287.65,1271202946.56,5219316867,8.631941358237,24.355734264716,38.0881,13748097432.55,日换手率达到20%的前5只证券,,,,
13,002403,爱仕达,2026-09-04,普通席位买入，成功率44.83%,11.28,10.0488,54001717.26,80941313.0,26939595.74,107880908.74,213404953,25.30480970608,50.552204727882,4.0868,3351981201.12,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
14,002639,雪人集团,2026-09-04,2家机构买入，成功率18.78%,14.32,1.7768,-9457440.59000003,603779171.76,613236612.35,1217015784.11,5712507618,-0.16555672609,21.304405446659,24.1908,9452704401.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
