序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000002,万科A,2026-09-18,2家机构买入，成功率43.55%,3.32,9.9338,525251979.39,670668278.79,145416299.4,816084578.19,1419831684,36.993960996154,57.477557895517,4.5375,32254175671.28,日涨幅偏离值达到7%的前5只证券,9.93975904,,,
2,000978,桂林旅游,2026-09-18,3家机构买入，成功率37.22%,8.36,4.8934,93004893.08,184337017.16,91332124.08,275669141.24,1252680714,7.424469143699,22.006337142347,32.658,3913496266.68,日振幅值达到15%的前5只证券,0.35885167,,,
3,001365,天海电子,2026-09-18,1家机构买入，成功率35.25%,38.32,2.1594,-24070383.3,94003426.52,118073809.82,212077236.34,744756095,-3.231982049103,28.476065891075,33.9626,2203616354.72,日换手率达到20%的前5只证券,-2.50521921,,,
4,001399,惠科股份,2026-09-18,普通席位买入，成功率49.18%,23.17,10.019,418680650.77,490092910.67,71412259.9,561505170.57,1466416529,28.551277381981,38.290973912638,15.016,9976231157.27,日涨幅偏离值达到7%的前5只证券,4.53172205,,,
5,002185,华天科技,2026-09-18,1家机构买入，成功率42.33%,18.03,10.0061,818051479.04,1232232280.46,414180801.42,1646413081.88,6386880067,12.808311264004,25.778049135238,10.9172,59968258371.96,日涨幅偏离值达到7%的前5只证券,2.88408209,,,
6,002360,ST同德,2026-09-18,主力做T，成功率42.22%,5.33,-8.5763,-7743367.6,12190996.0,19934363.6,32125359.6,101549274,-7.625231865272,31.635243005282,6.1141,1644306620.32,日跌幅偏离值达到7%的前5只证券,3.37711069,,,
7,002453,华软科技,2026-09-18,1家机构买入，成功率16.55%,5.34,10.1031,-24977635.02,115931001.18,140908636.2,256839637.38,564644167,-4.423606313461,45.486990283564,13.4404,3434161892.52,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.92509363,,,
8,002528,*ST英飞,2026-09-18,主力做T，成功率29.03%,6.46,-10.0279,-71469477.8,30538681.2,102008159.0,132546840.2,448056591,-15.950993520816,29.582611407227,6.4826,6784418467.42,日跌幅偏离值达到7%的前5只证券,-10.0619195,,,
9,002531,天顺风能,2026-09-18,3家机构卖出，成功率24.39%,7.71,-5.6304,-93580294.54,122640120.6,216220415.14,338860535.74,1533211505,-6.103547634154,22.101356181775,11.0481,13776756898.29,日跌幅偏离值达到7%的前5只证券,0.12970169,,,
10,002584,西陇科学,2026-09-18,3家机构买入，成功率35.68%,9.75,2.416,26753901.07,251251535.57,224497634.5,475749170.07,2133692279,1.25387814041,22.296990749433,45.2463,4691108545.5,日换手率达到20%的前5只证券,0.1025641,,,
11,002631,德尔未来,2026-09-18,2家机构买入，成功率40.12%,13.23,9.9751,58867255.29,231519731.44,172652476.15,404172207.59,1262099126,4.664233900278,32.02380853166,12.3574,10500516741.96,日涨幅偏离值达到7%的前5只证券,6.87830688,,,
12,002836,新宏泽,2026-09-18,2家机构买入，成功率16.03%,11.92,9.9631,-4738947.16,72718960.12,77457907.28,150176867.4,271027272,-1.74851302787,55.410242036455,5.4957,2746368000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.5033557,,,
13,002902,铭普光磁,2026-09-18,主力做T，成功率44.82%,31.2,6.9959,268717212.19,394082915.69,125365703.5,519448619.19,2058407385,13.054617572216,25.235462279009,35.2082,5817890395.2,日换手率达到20%的前5只证券,-3.20512821,,,
14,002980,华盛昌,2026-09-18,2家机构买入，成功率34.47%,128.03,10.0009,185218846.2,586239446.2,401020600.0,987260046.2,1982778922,9.341376597507,49.79173599466,16.0147,12967751436.57,日涨幅偏离值达到7%的前5只证券,-7.48262126,,,
15,003001,中岩大地,2026-09-18,2家机构卖出，成功率38.41%,20.0,-1.5748,-5843424.59,114204868.24,120048292.83,234253161.07,774694509,-0.754287596222,30.238133657664,33.2472,2287020040.0,日换手率达到20%的前5只证券,4.4,,,
16,003026,中晶科技,2026-09-18,4家机构买入，成功率18.18%,37.2,0.5405,-86404090.19,190973560.41,277377650.6,468351211.01,2225844622,-3.881856322584,21.041505160822,39.6543,5362784736.0,日换手率达到20%的前5只证券,1.85483871,,,
17,300464,星徽股份,2026-09-18,5家机构买入，成功率38.16%,11.61,17.3913,87600895.5,193509059.0,105908163.5,299417222.5,704053684,12.442360219224,42.527612496663,18.0303,4123206456.75,日涨幅达到15%的前5只证券,2.3255814,,,
18,300464,星徽股份,2026-09-18,3家机构买入，成功率39.01%,11.61,17.3913,140324929.44,453113575.1,312788645.66,765902220.76,1949269134,7.198848378215,39.29176363596,18.0303,4123206456.75,连续三个交易日内，涨幅偏离值累计达到30%的证券,2.3255814,,,
19,300836,佰奥智能,2026-09-18,2家机构买入，成功率38.96%,62.6,19.4201,42397634.35,164243831.85,121846197.5,286090029.35,499243050,8.492383489365,57.304759545476,13.1513,3971973881.2,日涨幅达到15%的前5只证券,-0.79872204,,,
20,301390,经纬股份,2026-09-18,1家机构买入，成功率28.64%,54.0,20.0,-18582588.0,52590600.0,71173188.0,123763788.0,238877748,-7.779120556679,51.810513551894,9.0175,2649033720.0,日涨幅达到15%的前5只证券,-6.68518519,,,
21,301390,经纬股份,2026-09-18,1家机构买入，成功率22.54%,54.0,20.0,-16193988.0,54979200.0,71173188.0,126152388.0,265560363,-6.098044081978,47.504223361828,9.0175,2649033720.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,-6.68518519,,,
