序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000004,国华退,2026-07-09,普通席位买入，成功率48.61%,0.42,10.5263,700169.84,1648980.84,948811.0,2597791.84,2241679,31.234170458839,115.885987244382,4.2566,53041408.56,退市整理期,,,,
2,000078,ST海王,2026-07-09,西藏自治区资金卖出，成功率30.68%,1.86,-6.0606,6815895.18,56325357.0,49509461.82,105834818.82,693299343,0.983110001303,15.265385708003,13.1476,4882901209.44,日振幅值达到15%的前5只证券,,,,
3,000566,海南海药,2026-07-09,西藏自治区资金卖出，成功率28.91%,4.73,-9.2131,55795332.62,299069236.26,243273903.64,542343139.9,3057626649,1.824792200783,17.73738922891,21.0245,6133559544.09,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
4,000628,高新发展,2026-07-09,1家机构卖出，成功率27.25%,44.28,-10.0,-71053907.55,45044078.26,116097985.81,161142064.07,431822138,-16.454438366474,37.316767689664,4.9017,8512324543.8,日跌幅偏离值达到7%的前5只证券,,,,
5,000977,浪潮信息,2026-07-09,1家机构买入，成功率46.58%,85.99,10.0038,2353897989.43,4303785629.18,1949887639.75,6253673268.93,18533723777,12.700620866872,33.742130530135,14.8742,126132866825.96,日涨幅偏离值达到7%的前5只证券,,,,
6,001229,魅视科技,2026-07-09,5家机构买入，成功率25.85%,45.47,6.4871,-20311804.74,123348362.26,143660167.0,267008529.26,650107832,-3.124374717578,41.071421711468,20.0998,3353467291.35,日振幅值达到15%的前5只证券,,,,
7,001248,华润新能源,2026-07-09,西藏自治区资金卖出，成功率28.44%,14.78,-8.483,198152059.23,506596970.28,308444911.05,815041881.33,5080715471,3.900081796767,16.041872172967,31.9734,15702328030.98,日换手率达到20%的前5只证券,,,,
8,001365,天海电子,2026-07-09,2家机构卖出，成功率26.25%,47.34,-0.9831,-39724292.01,96284582.38,136008874.39,232293456.77,1392213841,-2.853318279142,16.685185129545,49.6949,2722317281.64,日换手率达到20%的前5只证券,,,,
9,001399,惠科股份,2026-07-09,4家机构买入，成功率33.05%,38.56,8.528,57782775.56,540894553.47,483111777.91,1024006331.38,4108273881,1.406497649225,24.925464101014,25.7891,16602653147.36,日换手率达到20%的前5只证券,,,,
10,002057,中钢天源,2026-07-09,3家机构卖出，成功率26.77%,9.7,-10.0186,-56476749.64,110313610.14,166790359.78,277103969.92,618353499,-9.133408273962,44.81319671808,8.2238,7307144917.3,日跌幅偏离值达到7%的前5只证券,,,,
11,002137,实益达,2026-07-09,2家机构买入，成功率15.57%,12.25,4.5222,15745618.56,158426905.0,142681286.44,301108191.44,1666130343,0.945041222384,18.072307049989,35.3191,4856611492.25,日换手率达到20%的前5只证券,,,,
12,002156,通富微电,2026-07-09,4家机构买入，成功率43.64%,72.17,9.9985,1555580964.31,2680800247.81,1125219283.5,3806019531.31,11338611114,13.719325485899,33.566893626069,10.7579,109514526861.74,日涨幅偏离值达到7%的前5只证券,,,,
13,002175,*ST东智,2026-07-09,主力做T，成功率18.98%,2.84,-0.6993,-37096448.68,44988474.0,82084922.68,127073396.68,769286968,-4.822186027204,16.518334765291,5.0957,3626057264.68,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,,,,
14,002185,华天科技,2026-07-09,1家机构买入，成功率47.57%,23.73,10.0139,1366271425.57,2353222723.75,986951298.18,3340174021.93,10507678114,13.002600676829,31.787936266145,13.9076,78846526193.61,日涨幅偏离值达到7%的前5只证券,,,,
15,002185,华天科技,2026-07-09,2家机构买入，成功率45.83%,23.73,10.0139,1872752194.79,5830282005.36,3957529810.57,9787811815.93,37319210061,5.018198916132,26.227274907297,13.9076,78846526193.61,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
16,002192,融捷股份,2026-07-09,主力做T，成功率28.48%,79.06,-9.9954,1987030.12,134692410.28,132705380.16,267397790.44,1043428635,0.190432776459,25.62684034831,4.998,20485843622.68,日跌幅偏离值达到7%的前5只证券,,,,
17,002281,光迅科技,2026-07-09,3家机构买入，成功率42.30%,238.49,9.9995,350684555.18,1801224056.42,1450539501.24,3251763557.66,10865104922,3.227622353374,29.928505808312,6.1129,186141051968.48,日涨幅偏离值达到7%的前5只证券,,,,
