序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000017,深中华A,2026-08-25,1家机构买入，成功率32.47%,8.6,9.9744,-416771.400000006,112254739.0,112671510.4,224926249.4,566604911.0,-0.073555910284,39.697193764704,13.1245,4185965919.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
2,000506,招金黄金,2026-08-25,1家机构卖出，成功率32.41%,20.61,-7.744,15959371.8,247536647.28,231577275.48,479113922.76,2121703577.0,0.752196111323,22.581567376035,10.8348,19140650466.21,日跌幅偏离值达到7%的前5只证券,,,,
3,000603,盛达资源,2026-08-25,3家机构卖出，成功率27.30%,36.27,-9.0065,129853272.68,616176074.54,486322801.86,1102498876.4,3512665059.0,3.696716609723,31.386393461433,14.2644,24181802340.93,日跌幅偏离值达到7%的前5只证券,,,,
4,000688,国城矿业,2026-08-25,3家机构卖出，成功率40.13%,30.97,-8.6431,48103856.9,201142164.09,153038307.19,354180471.28,991615461.0,4.85105958831,35.717522084904,2.6494,36701413064.42,日跌幅偏离值达到7%的前5只证券,,,,
5,002041,登海种业,2026-08-25,主力做T，成功率43.80%,11.21,10.0098,167260145.73,277075608.9,109815463.17,386891072.07,1381569450.0,12.106531867073,28.003736769802,9.6397,9864800000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
6,002081,金螳螂,2026-08-25,普通席位买入，成功率46.20%,5.5,10.0,267802870.64,395307284.18,127504413.54,522811697.72,1145819008.0,23.372179093751,45.627773153507,8.2804,14589028146.0,日涨幅偏离值达到7%的前5只证券,,,,
7,002084,海鸥住工,2026-08-25,普通席位买入，成功率51.42%,4.35,10.1266,14104835.0,19907670.0,5802835.0,25710505.0,30411805.0,46.379473365688,84.541200366108,0.3964,2804159822.7,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
8,002132,恒星科技,2026-08-25,2家机构卖出，成功率20.55%,4.81,-7.5,-127150787.42,124737248.48,251888035.9,376625284.38,1091336186.0,-11.650927464069,34.510473418866,16.0966,6730086636.91,日跌幅偏离值达到7%的前5只证券,,,,
9,002172,澳洋健康,2026-08-25,4家机构买入，成功率16.12%,4.62,4.0541,-138260461.83,93883439.0,232143900.83,326027339.83,1121455557.0,-12.32866170817,29.071802069638,31.1906,3534950172.6,日换手率达到20%的前5只证券,,,,
10,002412,汉森制药,2026-08-25,3家机构买入，成功率37.62%,12.33,9.9911,-102295843.37,98383197.86,200679041.23,299062239.09,1236227036.0,-8.274842758737,24.191530388921,21.2659,6138428850.0,日涨幅偏离值达到7%的前5只证券,,,,
11,002437,誉衡药业,2026-08-25,2家机构买入，成功率45.79%,4.3,9.1371,55695778.41,410360113.99,354664335.58,765024449.57,3342669553.0,1.666206531244,22.886631102479,37.6362,9030661559.3,日换手率达到20%的前5只证券,,,,
12,002445,中南文化,2026-08-25,普通席位买入，成功率43.33%,3.71,10.089,2398216.9,17410862.0,15012645.1,32423507.1,37105790.0,6.463187820553,87.381260714298,0.2385,8778803167.33,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
13,002491,通鼎互联,2026-08-25,2家机构买入，成功率5.87%,21.4,2.8352,-455416165.97,592448684.34,1047864850.31,1640313534.65,6021230751.0,-7.563506279748,27.242163645324,24.2818,25176432234.4,日换手率达到20%的前5只证券,,,,
14,002536,飞龙股份,2026-08-25,2家机构买入，成功率21.55%,51.56,5.6557,-112707584.06,1706735705.63,1819443289.69,3526178995.32,9557498771.0,-1.17925815907,36.894370376687,13.9166,28116836813.64,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
15,002580,圣阳股份,2026-08-25,2家机构买入，成功率37.77%,21.23,0.8551,-249652050.92,238958666.26,488610717.18,727569383.44,2338854258.0,-10.674117468674,31.10794017846,24.5924,9603152724.0,日换手率达到20%的前5只证券,,,,
16,002636,金安国纪,2026-08-25,3家机构买入，成功率21.25%,64.06,5.9368,55712501.5,565719204.23,510006702.73,1075725906.96,3462995761.0,1.6087949667,31.063448563084,7.5621,46399645613.02,日振幅值达到15%的前5只证券,,,,
17,002703,浙江世宝,2026-08-25,2家机构买入，成功率40.83%,15.87,9.9792,80055329.32,213933223.04,133877893.72,347811116.76,1159846924.0,6.902232325962,29.9876741976,12.8892,9300582934.38,日涨幅偏离值达到7%的前5只证券,,,,
18,002731,*ST萃华,2026-08-25,西藏自治区资金卖出，成功率18.10%,1.15,-10.1563,-1112039.91,6226909.0,7338948.91,13565857.91,73957383.0,-1.503622579506,18.342804138973,26.5108,264104860.0,日跌幅偏离值达到7%的前5只证券,,,,
19,002731,*ST萃华,2026-08-25,西藏自治区资金卖出，成功率18.10%,1.15,-10.1563,-1112039.91,6226909.0,7338948.91,13565857.91,73957383.0,-1.503622579506,18.342804138973,26.5108,264104860.0,日换手率达到20%的前5只证券,,,,
20,002821,凯莱英,2026-08-25,3家机构买入，成功率21.36%,172.23,10.0019,-45603661.85,450271996.86,495875658.71,946147655.57,2807272408.0,-1.624482957908,33.703450113132,5.3689,54604463663.34,日涨幅偏离值达到7%的前5只证券,,,,
21,002837,英维克,2026-08-25,1家机构买入，成功率29.81%,60.23,10.0091,368664164.52,1011305223.46,642641058.94,1653946282.4,5646530144.0,6.529039164198,29.291374352397,8.5133,68255050801.39,日涨幅偏离值达到7%的前5只证券,,,,
22,111026,N派克转,2026-08-25,,155.721,55.721,36554610.0,72052570.0,35497960.0,107550530.0,257450680.0,14.19868457912,41.775197486369,,,向不特定对象发行的可转债上市首日交易公开信息,,,,
23,123112,万讯转债,2026-08-25,,177.8,19.8937,5189006.51999998,959312849.76,954123843.24,1913436693.0,3442489186.0,0.150734141478,55.582939832654,,,日涨幅达到15%的前5只可转债,,,,
24,300097,智云股份,2026-08-25,2家机构买入，成功率43.09%,10.54,20.0456,72210337.0,142662279.0,70451942.0,213114221.0,453799962.0,15.912371759961,46.962150472811,17.7012,2780772584.64,日涨幅达到15%的前5只证券,,,,
25,300189,神农种业,2026-08-25,西藏自治区资金买入，成功率24.14%,6.23,6.6781,45732334.79,188859867.41,143127532.62,331987400.03,2044769213.0,2.236552394238,16.235934985686,36.7696,5521340141.52,日换手率达到30%的前5只证券,,,,
26,300313,天山生物,2026-08-25,主力做T，成功率8.55%,16.63,8.2682,0.0,4506723012.29,4506723012.29,9013446024.58,4506723012.29,0.0,200.0,30.4491,3281976881.07,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券,,,,
27,300313,天山生物,2026-08-25,4家机构买入，成功率21.11%,16.63,8.2682,3105271.72,151174404.35,148069132.63,299243536.98,1634372365.0,0.189997811178,18.309385510199,30.4491,3281976881.07,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
28,300542,新晨科技,2026-08-25,主力做T，成功率34.53%,13.95,16.7364,42787874.1,129228806.08,86440931.98,215669738.06,654005633.0,6.542432043548,32.976740134592,19.0946,3453768676.8,日涨幅达到15%的前5只证券,,,,
29,300642,透景生命,2026-08-25,2家机构买入，成功率33.76%,16.2,20.0,25761568.0,54072241.0,28310673.0,82382914.0,178732721.0,14.413459301613,46.092799090772,8.1832,2230830250.2,日涨幅达到15%的前5只证券,,,,
30,300922,天秦装备,2026-08-25,3家机构买入，成功率37.11%,20.53,19.9883,30277695.27,81844424.59,51566729.32,133411153.91,331482028.0,9.134038262249,40.24687393007,13.6829,2591422017.77,日涨幅达到15%的前5只证券,,,,
31,301117,ST佳缘,2026-08-25,普通席位卖出，成功率42.20%,14.18,-19.9774,8320455.32,13191654.0,4871198.68,18062852.68,28188422.0,29.517279541224,64.078977815786,1.7159,1642823687.3,日跌幅达到15%的前5只证券,,,,
32,301130,西点药业,2026-08-25,1家机构买入，成功率30.27%,38.72,17.0142,43938282.99,112841473.71,68903190.72,181744664.43,803862250.0,5.46589704766,22.608931372259,36.6851,2285152179.2,日涨幅达到15%的前5只证券,,,,
33,301130,西点药业,2026-08-25,1家机构买入，成功率30.27%,38.72,17.0142,43938282.99,112841473.71,68903190.72,181744664.43,803862250.0,5.46589704766,22.608931372259,36.6851,2285152179.2,日换手率达到30%的前5只证券,,,,
34,301152,天力锂能,2026-08-25,4家机构买入，成功率30.89%,23.98,2.8302,-25291123.7,70980541.72,96271665.42,167252207.14,641165159.0,-3.94455677215,26.085666819585,36.8344,1702081383.86,日换手率达到30%的前5只证券,,,,
35,301520,万邦医药,2026-08-25,西藏自治区资金买入，成功率31.70%,82.33,6.7834,-50280360.11,45029624.13,95309984.24,140339608.37,1017688522.0,-4.940643332715,13.79003549084,39.0724,2692062812.19,日换手率达到30%的前5只证券,,,,
36,301591,肯特股份,2026-08-25,2家机构买入，成功率16.67%,39.82,6.0735,-22672839.42,59109484.29,81782323.71,140891808.0,580159255.0,-3.90803718541,24.285022911511,33.2227,1779744865.36,日换手率达到30%的前5只证券,,,,
37,600053,*ST九鼎,2026-08-25,普通席位买入，成功率30.97%,7.76,10.0709,908574.0,7302019.0,6393445.0,13695464.0,31431482.0,2.890649572298,43.572441159472,0.9705,3364276608.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
38,600103,青山纸业,2026-08-25,普通席位买入，成功率49.29%,3.15,10.1399,56991752.4,112966820.2,55975067.8,168941888.0,513461546.0,11.099517158389,32.902539501955,7.5094,6968836498.05,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
39,600127,金健米业,2026-08-25,普通席位买入，成功率45.81%,9.31,10.0473,103631801.02,296596396.93,192964595.91,489560992.84,2715416625.0,3.816423603873,18.028945846938,46.1672,5975001759.58,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
40,600127,金健米业,2026-08-25,普通席位买入，成功率45.81%,9.31,10.0473,103631801.02,296596396.93,192964595.91,489560992.84,2715416625.0,3.816423603873,18.028945846938,46.1672,5975001759.58,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
41,600272,开开实业,2026-08-25,买一主买，成功率33.25%,19.18,5.6749,-19629409.04,70317264.96,89946674.0,160263938.96,1060646325.0,-1.850702593063,15.110026328522,35.277,3103920000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
42,600272,开开实业,2026-08-25,买一主买，成功率33.25%,19.18,5.6749,-19629409.04,70317264.96,89946674.0,160263938.96,1060646325.0,-1.850702593063,15.110026328522,35.277,3103920000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
43,600367,红星发展,2026-08-25,上海资金买入，成功率43.15%,38.27,0.3145,-11673863.03,486617411.02,498291274.05,984908685.07,3381717669.0,-0.345205134569,29.12450953841,27.2756,12321913675.14,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
