# 886060.TI 短剧游戏
time,close,amount
2025-06-13,1168.132,28264888000.0
2025-06-16,1196.103,25245549000.0
2025-06-17,1176.114,25593769000.0
2025-06-18,1160.517,17770771000.0
2025-06-19,1166.637,22500194000.0
2025-06-20,1130.799,20052754000.0
2025-06-23,1148.987,16038357000.0
2025-06-24,1171.121,19228489000.0
2025-06-25,1175.762,19199248000.0
2025-06-26,1179.655,20523884000.0
2025-06-27,1176.493,18082412000.0
2025-06-30,1194.203,20908418000.0
2025-07-01,1183.147,17145834000.0
2025-07-02,1170.329,14226078000.0
2025-07-03,1177.39,12286200500.0
2025-07-04,1169.27,15567111000.0
2025-07-07,1171.598,14943529000.0
2025-07-08,1179.333,16206856000.0
2025-07-09,1194.126,25902339000.0
2025-07-10,1198.075,20884456000.0
2025-07-11,1194.642,20633075000.0
2025-07-14,1172.122,19616194000.0
2025-07-15,1164.782,22648928000.0
2025-07-16,1180.136,27160253000.0
2025-07-17,1186.204,23268383000.0
2025-07-18,1182.176,22935377000.0
2025-07-21,1185.056,18936966000.0
2025-07-22,1178.234,18316886000.0
2025-07-23,1169.721,17571447000.0
2025-07-24,1192.494,18049436000.0
2025-07-25,1212.07,30642921000.0
2025-07-28,1225.209,26058557000.0
2025-07-29,1227.941,26564176000.0
2025-07-30,1242.516,32321734000.0
2025-07-31,1229.946,38940824000.0
2025-08-01,1235.74,35473111000.0
2025-08-04,1231.814,28520663000.0
2025-08-05,1234.35,27625342000.0
2025-08-06,1238.389,26968770000.0
2025-08-07,1238.834,25544162000.0
2025-08-08,1221.167,30775309000.0
2025-08-11,1237.54,25971907000.0
2025-08-12,1235.627,25999766000.0
2025-08-13,1245.128,27528071000.0
2025-08-14,1226.462,32934744000.0
2025-08-15,1240.813,28182056000.0
2025-08-18,1297.965,52652955000.0
2025-08-19,1301.264,46197561000.0
2025-08-20,1298.608,38611036000.0
2025-08-21,1298.072,38138127000.0
2025-08-22,1315.934,45358508000.0
2025-08-25,1329.934,53945501000.0
2025-08-26,1338.145,48189567000.0
2025-08-27,1312.195,59760547000.0
2025-08-28,1318.17,54635284000.0
2025-08-29,1309.494,49682506000.0
2025-09-01,1328.194,50217067000.0
2025-09-02,1291.118,55880879000.0
2025-09-03,1276.898,53256440000.0
2025-09-04,1270.121,49094706000.0
2025-09-05,1302.714,50057489000.0
2025-09-08,1327.55,48351585000.0
2025-09-09,1329.871,51649849000.0
2025-09-10,1364.561,59307492000.0
2025-09-11,1369.856,55188951000.0
2025-09-12,1380.219,55186718000.0
2025-09-15,1384.892,57359243000.0
2025-09-16,1392.946,57865383000.0
2025-09-17,1382.529,49197354000.0
2025-09-18,1352.799,55270289000.0
2025-09-19,1359.795,47014794000.0
2025-09-22,1342.86,38156541000.0
2025-09-23,1314.502,41596058000.0
2025-09-24,1337.078,34761935000.0
2025-09-25,1351.932,52602630000.0
2025-09-26,1326.747,41328254000.0
2025-09-29,1332.894,34419856000.0
2025-09-30,1344.311,38076911000.0
2025-10-09,1326.127,42602569000.0
