# 885570.TI 期货概念
time,close,amount
2025-06-13,1688.094,35706167000.0
2025-06-16,1713.454,29982915000.0
2025-06-17,1720.532,27373007000.0
2025-06-18,1697.842,25915216000.0
2025-06-19,1658.095,27920498000.0
2025-06-20,1643.06,18718611000.0
2025-06-23,1665.412,22087171000.0
2025-06-24,1705.918,46948379000.0
2025-06-25,1776.13,102368460000.0
2025-06-26,1773.947,77828445000.0
2025-06-27,1788.366,84336913000.0
2025-06-30,1780.521,52695556000.0
2025-07-01,1772.833,40649156000.0
2025-07-02,1761.177,33327622000.0
2025-07-03,1763.0,30640092000.0
2025-07-04,1762.527,51067933000.0
2025-07-07,1779.884,32221325000.0
2025-07-08,1804.11,46483918000.0
2025-07-09,1813.397,50892617000.0
2025-07-10,1843.601,61522726000.0
2025-07-11,1891.03,115234723000.0
2025-07-14,1856.512,65274519000.0
2025-07-15,1845.285,51212658000.0
2025-07-16,1851.515,39645715000.0
2025-07-17,1857.823,39128988000.0
2025-07-18,1858.662,40649577000.0
2025-07-21,1879.772,54758009000.0
2025-07-22,1879.845,50966813000.0
2025-07-23,1880.473,85034453000.0
2025-07-24,1924.765,83099468000.0
2025-07-25,1922.119,68531677000.0
2025-07-28,1931.697,63758001000.0
2025-07-29,1935.801,61477405000.0
2025-07-30,1904.996,56826057000.0
2025-07-31,1868.0,59300145000.0
2025-08-01,1861.034,40363859000.0
2025-08-04,1865.31,29945402000.0
2025-08-05,1884.366,40753928000.0
2025-08-06,1898.954,36270349000.0
2025-08-07,1902.36,41232873000.0
2025-08-08,1895.903,34775203000.0
2025-08-11,1918.642,49974907000.0
2025-08-12,1934.063,45829198000.0
2025-08-13,1963.812,88511241000.0
2025-08-14,1959.983,91335538000.0
2025-08-15,2023.602,146441000000.0
2025-08-18,2044.577,152066100000.0
2025-08-19,2037.576,97942285000.0
2025-08-20,2050.875,82205446000.0
2025-08-21,2032.979,72717700000.0
2025-08-22,2076.629,105884608000.0
2025-08-25,2093.528,119184843000.0
2025-08-26,2084.808,73218862000.0
2025-08-27,2035.168,96357868000.0
2025-08-28,2062.42,84400934000.0
2025-08-29,2054.039,98788295000.0
2025-09-01,2046.964,73222653000.0
2025-09-02,2015.968,80250770000.0
2025-09-03,1957.266,75087301000.0
2025-09-04,1955.352,68223980000.0
2025-09-05,1975.727,51178702000.0
2025-09-08,1978.952,46487927000.0
2025-09-09,1974.109,46142467000.0
2025-09-10,1973.369,36027491000.0
2025-09-11,2018.768,70856610000.0
2025-09-12,2008.215,59951447000.0
2025-09-15,1998.327,50752870000.0
2025-09-16,2012.199,62176939000.0
2025-09-17,2036.571,80090581000.0
2025-09-18,1974.373,95192712000.0
2025-09-19,1951.911,46125145000.0
2025-09-22,1963.755,39751557000.0
2025-09-23,1927.974,51314617000.0
2025-09-24,1949.203,44404820000.0
2025-09-25,1940.938,41969565000.0
2025-09-26,1934.857,38549275000.0
2025-09-29,1999.002,113985404000.0
2025-09-30,1994.51,74722407000.0
2025-10-09,2009.213,79207480000.0
2025-10-10,2018.135,77438435000.0
2025-10-13,1997.786,58914913000.0
2025-10-14,1987.401,59673536000.0
2025-10-15,2007.983,53859982000.0
2025-10-16,1992.327,45121343000.0
2025-10-17,1955.079,50862002000.0
2025-10-20,1967.676,38129721000.0
2025-10-21,1996.996,55659998000.0
2025-10-22,1981.785,34661425000.0
2025-10-23,2000.755,39448025000.0
2025-10-24,2006.948,51589336000.0
2025-10-27,2025.398,76128344000.0
2025-10-28,2015.461,53368872000.0
2025-10-29,2051.924,79742172000.0
2025-10-30,2019.634,69792673000.0
2025-10-31,2009.166,55108526000.0
2025-11-03,2007.182,43056074000.0
2025-11-04,1996.518,36105018000.0
2025-11-05,1996.512,31049627000.0
2025-11-06,2014.419,44904420000.0
2025-11-07,1999.248,33578933000.0
2025-11-10,2021.493,42620366000.0
2025-11-11,2006.237,40259293000.0
2025-11-12,1992.353,34279106000.0
2025-11-13,2014.529,36921677000.0
2025-11-14,1999.021,33591813000.0
2025-11-17,1987.121,31451292000.0
2025-11-18,1978.6,32681343000.0
2025-11-19,1959.943,29088526000.0
2025-11-20,1950.254,39301337000.0
2025-11-21,1877.07,44108919000.0
2025-11-24,1884.659,26373444000.0
2025-11-25,1892.798,26251876000.0
2025-11-26,1884.915,21257341000.0
2025-11-27,1886.35,21020873000.0
2025-11-28,1906.717,21614946000.0
2025-12-01,1916.973,30530005000.0
2025-12-02,1910.693,23096652000.0
2025-12-03,1901.115,25505774000.0
2025-12-04,1898.373,23053121000.0
2025-12-05,1940.204,49882576000.0
2025-12-08,1964.483,68034115000.0
2025-12-09,1939.775,35907079000.0
2025-12-10,1944.524,30659238000.0
2025-12-11,1904.907,26511025000.0
2025-12-12,1915.428,32188979000.0
2025-12-15,1913.522,30452559000.0
2025-12-16,1899.932,27857350000.0
2025-12-17,1914.754,42437844000.0
2025-12-18,1903.909,34436222000.0
2025-12-19,1919.938,33339762000.0
2025-12-22,1925.359,27379486000.0
2025-12-23,1914.966,30059422000.0
2025-12-24,1943.552,31118914000.0
2025-12-25,1960.428,35540200000.0
2025-12-26,1972.469,52839241000.0
2025-12-29,1964.498,37762620000.0
2025-12-30,1956.885,37913883000.0
2025-12-31,1948.129,36152526000.0
2026-01-05,1970.325,50764942000.0
2026-01-06,2025.155,95508028000.0
2026-01-07,2004.189,63396627000.0
2026-01-08,1985.354,62070580000.0
2026-01-09,2009.437,55766861000.0
2026-01-12,2043.314,78034539000.0
2026-01-13,2024.349,71742854000.0
2026-01-14,2029.891,99086460000.0
2026-01-15,2001.975,62754872000.0
2026-01-16,1990.394,52239934000.0
2026-01-19,2001.756,40277793000.0
2026-01-20,2002.531,42581459000.0
2026-01-21,1998.316,39838642000.0
2026-01-22,2009.947,37355439000.0
2026-01-23,2023.572,47042002000.0
2026-01-26,2028.635,67658979000.0
2026-01-27,2011.531,50131618000.0
2026-01-28,2013.139,53405463000.0
2026-01-29,2028.939,70874666000.0
2026-01-30,1995.888,52981715000.0
2026-02-02,1952.702,46211799000.0
2026-02-03,1965.534,42553660000.0
2026-02-04,1983.519,39928003000.0
2026-02-05,1979.275,37174965000.0
2026-02-06,1969.17,31116040000.0
2026-02-09,1988.679,29991644000.0
2026-02-10,1982.956,23082345000.0
2026-02-11,1986.32,25229207000.0
2026-02-12,1979.718,27599918000.0
2026-02-13,1960.87,29878579000.0
2026-02-24,1974.293,27109513000.0
2026-02-25,1999.132,41948552000.0
2026-02-26,1984.455,33477176000.0
2026-02-27,2008.138,33308643000.0
2026-03-02,1986.996,46438104000.0
2026-03-03,1954.493,49194891000.0
2026-03-04,1923.613,41868031000.0
2026-03-05,1932.528,30230616000.0
2026-03-06,1966.407,30726178000.0
2026-03-09,1943.176,34069653000.0
2026-03-10,1957.91,26339706000.0
2026-03-11,1957.654,27062045000.0
2026-03-12,1966.98,29933944000.0
2026-03-13,1938.742,29218416000.0
2026-03-16,1937.059,32143913000.0
2026-03-17,1937.404,50566317000.0
2026-03-18,1936.892,29809285000.0
2026-03-19,1917.883,38174862000.0
2026-03-20,1884.478,41289376000.0
2026-03-23,1799.59,46887917000.0
2026-03-24,1840.938,37509544000.0
2026-03-25,1867.085,34649609000.0
2026-03-26,1830.458,31973458000.0
2026-03-27,1841.948,26391831000.0
2026-03-30,1834.622,26678624000.0
2026-03-31,1816.432,27471101000.0
2026-04-01,1835.601,26355446000.0
2026-04-02,1805.244,25235411000.0
2026-04-03,1780.752,27941559000.0
2026-04-07,1791.654,26387169000.0
2026-04-08,1855.03,47347770000.0
2026-04-09,1819.532,29402678000.0
2026-04-10,1854.785,62759780000.0
2026-04-13,1864.04,39089126000.0
2026-04-14,1875.855,33820836000.0
2026-04-15,1863.734,27060954000.0
2026-04-16,1874.821,30935996000.0
2026-04-17,1872.102,28079455000.0
2026-04-20,1873.62,27423568000.0
2026-04-21,1863.198,25049713000.0
2026-04-22,1876.662,38538867000.0
2026-04-23,1867.983,33787351000.0
2026-04-24,1854.605,28625033000.0
2026-04-27,1853.238,33997432000.0
2026-04-28,1853.251,45006810000.0
2026-04-29,1871.453,35454807000.0
2026-04-30,1878.029,45172467000.0
2026-05-06,1899.984,50480435000.0
2026-05-07,1906.275,51322740000.0
2026-05-08,1904.884,37666886000.0
2026-05-11,1928.542,63338506000.0
2026-05-12,1921.087,58508905000.0
2026-05-13,1924.878,47274030000.0
2026-05-14,1883.06,47720672000.0
2026-05-15,1841.713,44143256000.0
2026-05-18,1838.849,31479448000.0
2026-05-19,1849.718,34789744000.0
2026-05-20,1829.431,30153695000.0
2026-05-21,1805.112,62335993000.0
2026-05-22,1797.204,41287705000.0
2026-05-25,1804.537,34543130000.0
2026-05-26,1807.234,43268184000.0
2026-05-27,1779.903,37493371000.0
2026-05-28,1766.949,35224891000.0
2026-05-29,1776.037,48030917000.0
2026-06-01,1794.617,41913786000.0
2026-06-02,1781.967,40302069000.0
2026-06-03,1768.852,45058806000.0
2026-06-04,1735.358,37482441000.0
2026-06-05,1719.127,35545160000.0
2026-06-08,1673.817,38622197000.0
2026-06-09,1672.753,27013989000.0
2026-06-10,1682.465,35562085000.0
2026-06-11,1662.129,32989226000.0
2026-06-12,1722.387,58050052000.0
2026-06-15,1772.215,70054716000.0
2026-06-16,1777.207,52194939000.0
2026-06-17,1765.388,40171923000.0
2026-06-18,1727.483,44407985000.0
2026-06-22,1809.763,93490723000.0
2026-06-23,1815.434,99308369000.0
2026-06-24,1778.484,71244492000.0
2026-06-25,1799.901,88629554000.0
2026-06-26,1730.53,69690063000.0
2026-06-29,1741.014,58079056000.0
2026-06-30,1737.237,49596741000.0
2026-07-01,1813.894,87562801000.0
2026-07-02,1779.856,65681232000.0
2026-07-03,1793.414,51836726000.0
2026-07-06,1790.615,53249753000.0
2026-07-07,1749.18,46233226000.0
2026-07-08,1734.012,36944931000.0
2026-07-09,1749.904,44693644000.0
2026-07-10,1739.798,43794397000.0
2026-07-13,1710.747,38746840000.0
2026-07-14,1732.285,38623955000.0
2026-07-15,1756.092,47823439000.0
2026-07-16,1737.003,34912391000.0
2026-07-17,1702.863,44370100000.0
2026-07-20,1719.665,46201958000.0
