# 886030.TI 成飞概念
time,close,amount
2025-06-13,1437.618,24172411000.0
2025-06-16,1441.76,18963154000.0
2025-06-17,1443.456,14831921000.0
2025-06-18,1460.392,19095216000.0
2025-06-19,1416.24,16165057000.0
2025-06-20,1391.934,10783173900.0
2025-06-23,1426.469,11225259200.0
2025-06-24,1430.315,14060164000.0
2025-06-25,1460.954,16360016000.0
2025-06-26,1468.357,18817071000.0
2025-06-27,1472.215,14882773000.0
2025-06-30,1528.432,21705487000.0
2025-07-01,1527.417,20546479000.0
2025-07-02,1506.519,15007093000.0
2025-07-03,1516.255,12543563300.0
2025-07-04,1487.55,11574998000.0
2025-07-07,1484.797,8978650800.0
2025-07-08,1504.392,10593404000.0
2025-07-09,1504.164,15080352000.0
2025-07-10,1508.334,13181478000.0
2025-07-11,1516.886,12004612300.0
2025-07-14,1521.052,10945792900.0
2025-07-15,1506.31,11172127400.0
2025-07-16,1511.828,10024080300.0
2025-07-17,1539.524,14192410000.0
2025-07-18,1544.382,14214690000.0
2025-07-21,1556.754,13223174600.0
2025-07-22,1576.78,14934789000.0
2025-07-23,1537.379,13666080000.0
2025-07-24,1554.861,13919265000.0
2025-07-25,1548.862,11436822400.0
2025-07-28,1574.293,13965607000.0
2025-07-29,1581.57,14245060000.0
2025-07-30,1561.077,15092666000.0
2025-07-31,1564.269,15690888000.0
2025-08-01,1553.257,14396488000.0
2025-08-04,1607.991,17626143000.0
2025-08-05,1636.026,21745639000.0
2025-08-06,1679.086,26279133000.0
2025-08-07,1668.177,22815153000.0
2025-08-08,1663.159,19080933000.0
2025-08-11,1686.165,19231621000.0
2025-08-12,1670.528,19471743000.0
2025-08-13,1692.449,19307338000.0
2025-08-14,1641.942,22568568000.0
2025-08-15,1671.318,17718731000.0
2025-08-18,1705.591,21848760000.0
2025-08-19,1700.279,22098941000.0
2025-08-20,1710.521,22525328000.0
2025-08-21,1705.803,21025651000.0
2025-08-22,1725.211,24309845000.0
2025-08-25,1750.195,29477353000.0
2025-08-26,1739.49,27293574000.0
2025-08-27,1703.297,28411839000.0
2025-08-28,1728.648,28644345000.0
2025-08-29,1740.953,28367530000.0
2025-09-01,1730.282,23951138000.0
2025-09-02,1694.876,23043434000.0
2025-09-03,1614.276,20080506000.0
2025-09-04,1579.784,17241292000.0
2025-09-05,1612.445,13029521400.0
2025-09-08,1631.411,14306853000.0
2025-09-09,1610.154,12259926700.0
2025-09-10,1622.591,14630731000.0
2025-09-11,1648.001,14990425000.0
2025-09-12,1643.975,15366222000.0
2025-09-15,1631.228,12037547100.0
2025-09-16,1651.021,12267269400.0
2025-09-17,1650.702,12355118700.0
2025-09-18,1636.118,17792223000.0
2025-09-19,1630.632,15286072000.0
2025-09-22,1627.754,10886207200.0
2025-09-23,1597.503,13091013300.0
2025-09-24,1619.347,9961939200.0
2025-09-25,1602.204,10452990800.0
2025-09-26,1591.605,13580594000.0
2025-09-29,1600.004,10661895000.0
2025-09-30,1625.814,14133517000.0
2025-10-09,1632.621,14311644000.0
2025-10-10,1629.601,15084733000.0
2025-10-13,1633.361,14452786000.0
2025-10-14,1615.779,13917416000.0
2025-10-15,1633.438,10175682000.0
2025-10-16,1629.506,12453947500.0
2025-10-17,1574.722,13013400000.0
2025-10-20,1598.96,10012535800.0
2025-10-21,1612.792,9554927900.0
2025-10-22,1609.688,8503992900.0
2025-10-23,1624.616,9117073300.0
2025-10-24,1648.378,13876572000.0
2025-10-27,1669.335,13344992900.0
2025-10-28,1683.726,14268141000.0
2025-10-29,1681.561,11705582500.0
2025-10-30,1642.416,13975977000.0
2025-10-31,1647.646,9570431000.0
2025-11-03,1654.432,9132421500.0
2025-11-04,1635.48,9139799100.0
2025-11-05,1645.219,8311733600.0
2025-11-06,1652.05,9837597000.0
2025-11-07,1648.385,9373369800.0
2025-11-10,1635.56,9192450700.0
2025-11-11,1633.818,7996805300.0
2025-11-12,1614.949,7895257800.0
2025-11-13,1631.465,7830153300.0
2025-11-14,1639.186,8890535800.0
2025-11-17,1662.469,11602256900.0
2025-11-18,1622.282,8394278500.0
2025-11-19,1616.233,8685355700.0
2025-11-20,1600.93,7429724300.0
2025-11-21,1563.016,10153966900.0
2025-11-24,1623.644,13763046000.0
2025-11-25,1633.534,10762853500.0
2025-11-26,1604.145,12148661100.0
2025-11-27,1615.841,12368350600.0
2025-11-28,1634.191,12997246900.0
2025-12-01,1653.957,15633635000.0
2025-12-02,1644.218,14519341000.0
2025-12-03,1627.86,14354994000.0
2025-12-04,1641.794,15067731000.0
2025-12-05,1682.091,17735425000.0
2025-12-08,1707.358,23884371000.0
2025-12-09,1695.39,19068692000.0
2025-12-10,1697.357,16189732000.0
2025-12-11,1688.952,19220948000.0
2025-12-12,1726.529,22790695000.0
2025-12-15,1724.054,20034896000.0
2025-12-16,1688.008,19174261000.0
2025-12-17,1682.375,19098845000.0
2025-12-18,1709.17,22563405000.0
2025-12-19,1735.351,20071894000.0
2025-12-22,1737.269,18648380000.0
2025-12-23,1711.249,20545742000.0
2025-12-24,1763.472,20226519000.0
2025-12-25,1831.794,27262402000.0
2025-12-26,1825.476,32038849000.0
2025-12-29,1841.783,29400519000.0
2025-12-30,1826.552,33411762000.0
2025-12-31,1846.258,30797411000.0
2026-01-05,1857.99,32858761000.0
2026-01-06,1883.103,35673143000.0
2026-01-07,1882.311,39206585000.0
2026-01-08,1943.787,43673627000.0
2026-01-09,1970.01,51555317000.0
2026-01-12,2058.628,50638277000.0
2026-01-13,1953.138,43928371000.0
2026-01-14,1971.131,51074145000.0
2026-01-15,1946.965,24703013000.0
2026-01-16,1947.662,21248687000.0
2026-01-19,1984.532,22947810000.0
2026-01-20,1927.527,34504572000.0
2026-01-21,1925.515,20874254000.0
2026-01-22,1991.686,25855554000.0
2026-01-23,2023.334,32210856000.0
2026-01-26,1955.649,29597163000.0
2026-01-27,1957.22,22614390000.0
2026-01-28,1916.911,20407285000.0
2026-01-29,1885.437,21276702000.0
2026-01-30,1887.635,20982877000.0
2026-02-02,1880.899,19238075000.0
2026-02-03,1933.9,21468140000.0
2026-02-04,1962.058,22950912000.0
2026-02-05,1945.862,20463332000.0
2026-02-06,1936.447,19518908000.0
2026-02-09,1971.754,19597091000.0
2026-02-10,1966.665,15988675000.0
2026-02-11,1949.995,12996623700.0
2026-02-12,1977.849,19879223000.0
2026-02-13,1992.644,21956112000.0
2026-02-24,2027.568,23049024000.0
2026-02-25,2033.434,19371276000.0
2026-02-26,2065.625,22686128000.0
2026-02-27,2068.521,20691175000.0
2026-03-02,2068.401,31447457000.0
2026-03-03,1955.343,29019602000.0
2026-03-04,1988.131,20647433000.0
2026-03-05,2003.504,21475453000.0
2026-03-06,2011.183,18172261000.0
2026-03-09,1978.423,20032868000.0
2026-03-10,2027.346,20597635000.0
2026-03-11,2009.864,22799478000.0
2026-03-12,1967.943,20278727000.0
2026-03-13,1931.312,16948960000.0
2026-03-16,1939.705,12319305100.0
2026-03-17,1887.543,12161511900.0
2026-03-18,1916.488,12355819600.0
2026-03-19,1863.306,11946694300.0
2026-03-20,1803.558,11709222500.0
2026-03-23,1707.8,13351876100.0
2026-03-24,1760.203,12513436200.0
2026-03-25,1800.181,12120933100.0
2026-03-26,1770.382,11457996000.0
2026-03-27,1786.752,8547505600.0
2026-03-30,1814.635,12353225700.0
2026-03-31,1811.289,15078682000.0
2026-04-01,1829.127,14792205000.0
2026-04-02,1812.394,15988566000.0
2026-04-03,1771.735,13936787000.0
2026-04-07,1782.343,13753227000.0
2026-04-08,1866.39,18118187000.0
2026-04-09,1861.224,19617259000.0
2026-04-10,1865.261,19205239000.0
2026-04-13,1885.433,17411597000.0
2026-04-14,1915.532,18763067000.0
2026-04-15,1913.5,19463840000.0
2026-04-16,1945.53,20136151000.0
2026-04-17,1966.957,20234562000.0
2026-04-20,2019.578,27106668000.0
2026-04-21,2006.804,25234257000.0
2026-04-22,2010.063,24365962000.0
2026-04-23,1978.458,23568931000.0
2026-04-24,1950.794,20047155000.0
2026-04-27,1965.204,19169621000.0
2026-04-28,1930.363,18598111000.0
2026-04-29,1954.928,18824654000.0
2026-04-30,1980.644,21435486000.0
2026-05-06,2005.746,23408797000.0
2026-05-07,2042.868,23292502000.0
2026-05-08,2093.154,26435608000.0
2026-05-11,2106.419,28858620000.0
2026-05-12,2109.091,30535340000.0
2026-05-13,2150.493,33367355000.0
2026-05-14,2097.11,28352720000.0
2026-05-15,2074.244,24221208000.0
2026-05-18,2069.088,23284053000.0
2026-05-19,2067.639,20363498000.0
2026-05-20,2056.307,21782812000.0
2026-05-21,1987.594,25590755000.0
2026-05-22,2024.808,18961622000.0
2026-05-25,2010.59,20739842000.0
2026-05-26,1959.087,16622859000.0
2026-05-27,1909.832,15483170000.0
2026-05-28,1950.81,19836372000.0
2026-05-29,1881.286,20524657000.0
2026-06-01,1875.355,15502100000.0
2026-06-02,1872.738,14718142000.0
2026-06-03,1865.093,16779647000.0
2026-06-04,1859.808,15329434000.0
2026-06-05,1888.452,21098063000.0
2026-06-08,1837.782,18186015000.0
2026-06-09,1877.127,16271971000.0
2026-06-10,1838.898,15495087000.0
2026-06-11,1829.931,14568911000.0
2026-06-12,1873.172,19408875000.0
2026-06-15,1908.474,19177234000.0
2026-06-16,1923.157,18791166000.0
2026-06-17,1929.731,19801861000.0
2026-06-18,1928.761,20478819000.0
2026-06-22,1917.747,19763963000.0
2026-06-23,1923.736,27079341000.0
2026-06-24,1911.988,23767622000.0
2026-06-25,1881.634,21897349000.0
2026-06-26,1851.437,21053048000.0
2026-06-29,1800.241,20836986000.0
2026-06-30,1841.116,19121148000.0
2026-07-01,1851.623,19638441000.0
2026-07-02,1830.945,18578313000.0
2026-07-03,1895.566,20260966000.0
2026-07-06,1855.875,20802573000.0
2026-07-07,1797.027,15556612000.0
2026-07-08,1749.807,13440758000.0
2026-07-09,1761.085,15934252000.0
2026-07-10,1798.972,22490062000.0
2026-07-13,1676.075,16613828000.0
2026-07-14,1679.571,14070217000.0
2026-07-15,1671.096,11267174500.0
2026-07-16,1654.157,9947446600.0
2026-07-17,1565.2,10931665500.0
2026-07-20,1498.115,11204325800.0
