序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000020,深华发A,2026-08-19,主力做T，成功率27.90%,13.74,10.008,-4353707.0,55691673.0,60045380.0,115737053.0,341669053,-1.27424680748,33.87402282524,10.565,2745222020.7,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
2,000505,京粮控股,2026-08-19,1家机构买入，成功率40.90%,7.47,10.0147,24555197.62,129697185.46,105141987.84,234839173.3,1006727140,2.439111517347,23.326993379755,10.7362,4853181359.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
3,000505,京粮控股,2026-08-19,普通席位买入，成功率39.38%,7.47,10.0147,47792367.54,106639067.38,58846699.84,165485767.22,498300327,9.591076896885,33.210045880624,10.7362,4853181359.92,日涨幅偏离值达到7%的前5只证券,,,,
4,000526,学大教育,2026-08-19,2家机构买入，成功率28.16%,39.09,9.9887,-377709.409999996,114522406.59,114900116.0,229422522.59,472999395,-0.079854100025,48.503766604184,7.6951,4748399466.81,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
5,000560,我爱我家,2026-08-19,普通席位买入，成功率48.17%,2.38,10.1852,-44307333.27,158828569.42,203135902.69,361964472.11,1011651400,-4.379703647917,35.779565185201,18.3295,5565478141.72,日涨幅偏离值达到7%的前5只证券,,,,
6,000620,盈新发展,2026-08-19,2家机构买入，成功率28.47%,3.54,3.8123,-128041483.78,312085618.68,440127102.46,752212721.14,3054811071,-4.191469809558,24.623870467176,19.2305,16537990805.1,日振幅值达到15%的前5只证券,,,,
7,000723,美锦能源,2026-08-19,主力做T，成功率37.79%,3.89,9.887,48442589.52,126260782.8,77818193.28,204078976.08,713626179,6.788230441305,28.597462100672,4.2342,17097234803.38,日涨幅偏离值达到7%的前5只证券,,,,
8,001260,坤泰股份,2026-08-19,主力做T，成功率34.73%,17.74,-9.9949,-24806003.51,55918935.0,80724938.51,136643873.51,626858530,-3.957193261772,21.798199588989,5.8136,2040100000.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
9,001270,铖昌科技,2026-08-19,3家机构卖出，成功率13.90%,109.48,-8.4233,-185370899.87,168556611.12,353927510.99,522484122.11,2140728279,-8.659244692026,24.406839823411,9.1027,22421860466.88,日振幅值达到15%的前5只证券,,,,
10,001301,尚太科技,2026-08-19,1家机构买入，成功率43.25%,62.33,10.0071,15713564.1,250725504.74,235011940.64,485737445.38,1006984586,1.560457262054,48.23683024876,6.2421,16211346497.38,日涨幅偏离值达到7%的前5只证券,,,,
