序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000560,我爱我家,2026-09-03,2家机构卖出，成功率20.70%,2.86,-10.0629,-71738376.07,170067707.92,241806083.99,411873791.91,1662197378,-4.315875901352,24.778873878719,24.016,6700088020.34,日跌幅偏离值达到7%的前5只证券,,,,
2,000635,英力特,2026-09-03,2家机构卖出，成功率51.83%,7.43,-6.4232,-18991429.0,57070570.37,76061999.37,133132569.74,506586842,-3.748898989366,26.280305507817,17.7102,2725471232.88,日振幅值达到15%的前5只证券,,,,
3,000892,欢瑞世纪,2026-09-03,1家机构卖出，成功率31.11%,5.08,-2.3077,-39996875.39,133828665.33,173825540.72,307654206.05,1564525456,-2.556486072925,19.664378413923,40.4683,3610857924.32,日换手率达到20%的前5只证券,,,,
4,001278,一彬科技,2026-09-03,3家机构卖出，成功率24.03%,17.56,-3.6224,-4912431.43,46228194.0,51140625.43,97368819.43,328901621,-1.493586871072,29.604238232076,21.4336,1498717482.56,日振幅值达到15%的前5只证券,,,,
5,002059,云南旅游,2026-09-03,普通席位买入，成功率44.59%,5.78,10.0952,63100378.82,158969221.82,95868843.0,254838064.82,513589436,12.286152011117,49.619023865592,2.5278,5724472961.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
6,002104,恒宝股份,2026-09-03,主力做T，成功率37.71%,13.05,-3.4049,-206453.879999995,289693518.72,289899972.6,579593491.32,2636373728,-0.007830979265,21.984496551621,31.8782,7929462480.3,日换手率达到20%的前5只证券,,,,
7,002201,九鼎新材,2026-09-03,2家机构买入，成功率16.90%,9.89,7.2668,-50291269.46,174102339.18,224393608.64,398495947.82,1503409194,-3.3451484573,26.506153441815,18.1014,5954011623.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
8,002297,博云新材,2026-09-03,3家机构买入，成功率25.58%,22.0,10.0,172916834.44,658151586.12,485234751.68,1143386337.8,5126162065,3.373222154263,22.304919807486,31.3812,12608306018.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
9,002297,博云新材,2026-09-03,3家机构买入，成功率15.86%,22.0,10.0,124743078.81,480933198.82,356190120.01,837123318.83,3809865787,3.274211895748,21.972514666696,31.3812,12608306018.0,日换手率达到20%的前5只证券,,,,
10,002297,博云新材,2026-09-03,3家机构买入，成功率15.86%,22.0,10.0,124743078.81,480933198.82,356190120.01,837123318.83,3809865787,3.274211895748,21.972514666696,31.3812,12608306018.0,日涨幅偏离值达到7%的前5只证券,,,,
11,002300,太阳电缆,2026-09-03,主力做T，成功率29.95%,8.39,9.9607,71542642.76,174394471.4,102851828.64,277246300.04,910787361,7.855032450324,30.440288470362,8.2905,6060028285.9,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
