日,代码,名称,席位,买入金额,买占比,卖出金额,净额,类型
20260921,000002,万科A,深股通专用,104781437.95,0.035738262762,116536469.58,-11755031.63,日涨幅偏离值达到7%的前5只证券
20260921,000002,万科A,国盛证券股份有限公司宁波桑田路证券营业部,51240062.0,0.01747667178,308653.0,50931409.0,日涨幅偏离值达到7%的前5只证券
20260921,000002,万科A,华福证券股份有限公司南京胜太路证券营业部,160216165.76,0.054645627534,23530.0,160192635.76,日涨幅偏离值达到7%的前5只证券
20260921,000002,万科A,国泰海通证券股份有限公司常州健身路证券营业部,51447832.0,0.017547536802,372088.0,51075744.0,日涨幅偏离值达到7%的前5只证券
20260921,000002,万科A,国泰海通证券股份有限公司成都顺城大街证券营业部,45453831.0,0.015503136697,343570.0,45110261.0,日涨幅偏离值达到7%的前5只证券
20260921,000504,南华生物,平安证券股份有限公司台州东海大道证券营业部,9894885.0,0.027595774934,0.0,9894885.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,000504,南华生物,开源证券股份有限公司浙江分公司,13755872.0,0.038363654326,20020.0,13735852.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,000504,南华生物,平安证券股份有限公司嘉兴中环南路证券营业部,13803972.0,0.038497800077,0.0,13803972.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,000504,南华生物,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,12472225.29,0.034783701077,675312.0,11796913.29,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,000504,南华生物,机构专用,9329280.0,0.026018363142,8770045.0,559235.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,000560,我爱我家,国泰海通证券股份有限公司北京知春路证券营业部,80839069.0,0.061973953358,936003.0,79903066.0,日振幅值达到15%的前5只证券
20260921,000560,我爱我家,机构专用,40539129.0,0.031078661851,0.0,40539129.0,日振幅值达到15%的前5只证券
20260921,000560,我爱我家,国泰海通证券股份有限公司上海长宁区天山路证券营业部,29912888.0,0.022932227556,49226.0,29863662.0,日振幅值达到15%的前5只证券
20260921,000560,我爱我家,深股通专用,109881008.7,0.08423848261,40930793.0,68950215.7,日振幅值达到15%的前5只证券
20260921,000668,荣丰控股,机构专用,4533040.0,0.02820686655,4959395.0,-426355.0,日跌幅偏离值达到7%的前5只证券
20260921,000668,荣丰控股,中国中金财富证券有限公司北京分公司,4374303.0,0.027219124687,40680.0,4333623.0,日跌幅偏离值达到7%的前5只证券
20260921,000668,荣丰控股,中国国际金融股份有限公司上海分公司,7018806.0,0.043674559276,2024540.0,4994266.0,日跌幅偏离值达到7%的前5只证券
20260921,000823,超声电子,深股通专用,279792988.52,0.063849137463,392787275.06,-112994286.54,日换手率达到20%的前5只证券
20260921,000823,超声电子,国泰海通证券股份有限公司无锡湖滨路证券营业部,51859280.2,0.011834357708,370848.0,51488432.2,日换手率达到20%的前5只证券
20260921,000823,超声电子,机构专用,60773913.52,0.013868689058,154202586.52,-93428673.0,日换手率达到20%的前5只证券
20260921,000823,超声电子,国泰海通证券股份有限公司武汉紫阳东路证券营业部,80904796.55,0.018462583725,142941173.0,-62036376.45,日换手率达到20%的前5只证券
20260921,000978,桂林旅游,机构专用,11635516.0,0.011442676442,28812898.0,-17177382.0,日换手率达到20%的前5只证券
20260921,000978,桂林旅游,国信证券股份有限公司浙江互联网分公司,13346786.0,0.013125584953,17423231.0,-4076445.0,日换手率达到20%的前5只证券
20260921,001216,华瓷股份,国联民生证券股份有限公司上海虹口区杨树浦路证券营业部,20566488.0,0.018697069474,0.0,20566488.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,001216,华瓷股份,国新证券股份有限公司北京分公司,21657861.0,0.01968924066,0.0,21657861.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,001216,华瓷股份,国泰海通证券股份有限公司南京胜利路证券营业部,22427179.0,0.020388630468,17203818.0,5223361.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,001216,华瓷股份,国新证券股份有限公司北京中关村大街证券营业部,19827137.0,0.018024922775,0.0,19827137.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,001216,华瓷股份,中国银河证券股份有限公司绍兴鲁迅中路证券营业部,20947512.78,0.019043460495,72565.0,20874947.78,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,001317,三羊马,机构专用,54364798.48,0.050840625747,40026977.0,14337821.48,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260921,001389,广合科技,国新证券股份有限公司北京分公司,90248699.0,0.035129257508,0.0,90248699.0,日涨幅偏离值达到7%的前5只证券
20260921,001389,广合科技,开源证券股份有限公司西安西大街证券营业部,117916418.0,0.045898902236,18461.0,117897957.0,日涨幅偏离值达到7%的前5只证券
20260921,001389,广合科技,机构专用,65446396.76,0.025474974711,0.0,65446396.76,日涨幅偏离值达到7%的前5只证券
20260921,001389,广合科技,深股通专用,235980323.65,0.091855213961,213235758.3,22744565.35,日涨幅偏离值达到7%的前5只证券
20260921,001389,广合科技,国泰海通证券股份有限公司武汉紫阳东路证券营业部,107572368.0,0.041872486342,385248.0,107187120.0,日涨幅偏离值达到7%的前5只证券
20260921,002080,中材科技,国盛证券股份有限公司宁波桑田路证券营业部,226561228.01,0.026522975431,7934803.98,218626424.03,日涨幅偏离值达到7%的前5只证券
20260921,002080,中材科技,国泰海通证券股份有限公司成都天府大道证券营业部,205255190.46,0.024028729106,2660112.3,202595078.16,日涨幅偏离值达到7%的前5只证券
20260921,002080,中材科技,联储证券股份有限公司杭州环城北路证券营业部,142778556.0,0.016714740497,0.0,142778556.0,日涨幅偏离值达到7%的前5只证券
20260921,002080,中材科技,深股通专用,393686382.59,0.046087913385,180190624.49,213495758.1,日涨幅偏离值达到7%的前5只证券
