序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000504,南华生物,2026-09-23,2家机构买入，成功率36.48%,12.76,5.3675,-70665776.9,82846987.35,153512764.25,236359751.6,1347971788,-5.242378032618,17.534473176971,31.7909,4199601798.48,日换手率达到20%的前5只证券,,,,
2,000560,我爱我家,2026-09-23,1家机构买入，成功率51.55%,3.86,9.9715,-26436815.84,196819979.66,223256795.5,420076775.16,1210342786,-2.184242030092,34.70725649122,13.4532,9042776139.34,日涨幅偏离值达到7%的前5只证券,,,,
3,000607,华媒控股,2026-09-23,1家机构卖出，成功率20.31%,4.48,-10.0402,-42093013.34,52584147.8,94677161.14,147261308.94,619572569,-6.793879433355,23.768209941522,15.2437,3965078512.64,日跌幅偏离值达到7%的前5只证券,,,,
4,000756,新华制药,2026-09-23,主力做T，成功率36.65%,14.53,-9.9752,-98859583.09,103705945.4,202565528.49,306271473.89,1333044248,-7.416076640991,22.975341917533,17.4458,7248623396.83,日跌幅偏离值达到7%的前5只证券,,,,
5,000823,超声电子,2026-09-23,2家机构买入，成功率12.41%,27.2,7.8509,-131355128.61,641546892.52,772902021.13,1414448913.65,5853080479,-2.244205065713,24.165888692712,37.5984,16182154942.4,日换手率达到20%的前5只证券,,,,
6,000978,桂林旅游,2026-09-23,4家机构买入，成功率20.97%,8.79,4.6429,-42687014.92,104951415.96,147638430.88,252589846.84,1235059404,-3.456272206968,20.451635445383,30.483,4114788538.77,日换手率达到20%的前5只证券,,,,
7,000993,闽东电力,2026-09-23,主力做T，成功率39.51%,18.82,-9.9952,63486348.0,168342406.0,104856058.0,273198464.0,764107467,8.308562701168,35.753931979309,8.8655,8618646383.1,日跌幅偏离值达到7%的前5只证券,,,,
8,001317,三羊马,2026-09-23,5家机构卖出，成功率25.67%,59.36,-10.0061,-28522837.1,100007497.0,128530334.1,228537831.1,718069029,-3.972158100137,31.826721647955,13.848,5075429409.12,日跌幅偏离值达到7%的前5只证券,,,,
9,002119,康强电子,2026-09-23,1家机构买入，成功率40.01%,26.92,10.0123,278157179.77,500687789.22,222530609.45,723218398.67,1478905678,18.808311030773,48.902266684651,15.2749,10102645280.0,日涨幅偏离值达到7%的前5只证券,,,,
10,002238,天威视讯,2026-09-23,买一主买，成功率39.59%,7.66,10.0575,3689213.96,50848166.96,47158953.0,98007119.96,161295819,2.287234711273,60.762343728203,1.4255,6147603165.6,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
11,002426,胜利精密,2026-09-23,买一主买，成功率41.11%,2.96,10.0372,174203878.47,204981626.47,30777748.0,235759374.47,687815195,25.327134343114,34.276558032423,7.3796,9455118409.6,日涨幅偏离值达到7%的前5只证券,,,,
12,002614,奥佳华,2026-09-23,2家机构买入，成功率33.21%,7.57,10.0291,107283645.53,203447728.33,96164082.8,299611811.13,991041805,10.825340060201,30.232005311824,29.7995,3340454104.27,日涨幅偏离值达到7%的前5只证券,,,,
13,002614,奥佳华,2026-09-23,2家机构买入，成功率33.21%,7.57,10.0291,107283645.53,203447728.33,96164082.8,299611811.13,991041805,10.825340060201,30.232005311824,29.7995,3340454104.27,日换手率达到20%的前5只证券,,,,
14,002937,兴瑞科技,2026-09-23,2家机构买入，成功率38.17%,30.13,10.0037,-45635302.99,222412101.02,268047404.01,490459505.03,817647792,-5.581291044445,59.98420222359,9.1209,9496515282.17,日涨幅偏离值达到7%的前5只证券,,,,
15,003032,传智教育,2026-09-23,3家机构卖出，成功率27.10%,9.26,-7.0281,-19766668.0,87031008.0,106797676.0,193828684.0,777909299,-2.540999063183,24.916617432028,28.397,2634299690.08,日振幅值达到15%的前5只证券,,,,
16,003032,传智教育,2026-09-23,3家机构卖出，成功率27.10%,9.26,-7.0281,-19766668.0,87031008.0,106797676.0,193828684.0,777909299,-2.540999063183,24.916617432028,28.397,2634299690.08,日换手率达到20%的前5只证券,,,,
17,003040,楚天龙,2026-09-23,2家机构卖出，成功率22.88%,15.91,-10.0113,-68581629.64,87260527.82,155842157.46,243102685.28,1102452673,-6.220823017588,22.05107677035,14.8425,7268487604.78,日跌幅偏离值达到7%的前5只证券,,,,
18,113710,N四方转,2026-09-23,,148.651,48.651,8472370.0,56215980.0,47743610.0,103959590.0,257930560,3.284748422211,40.305262780804,,,向不特定对象发行的可转债上市首日交易公开信息,,,,
19,300192,科德教育,2026-09-23,3家机构买入，成功率30.63%,22.95,16.9725,97478425.36,302425263.16,204946837.8,507372100.96,1196977625,8.14371324276,42.387768189067,11.8642,10452342951.0,日涨幅达到15%的前5只证券,,,,
20,300642,透景生命,2026-09-23,3家机构买入，成功率19.14%,21.44,1.9981,-17531342.0,86546020.0,104077362.0,190623382.0,887965789,-1.974326287924,21.467424123927,30.0884,2952407442.24,日换手率达到30%的前5只证券,,,,
21,300691,联合光电,2026-09-23,3家机构买入，成功率15.40%,20.96,8.601,87508879.8,455530600.51,368021720.71,823552321.22,2171388279,4.030088982533,37.927455406514,17.375,4626670995.2,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
22,300931,通用电梯,2026-09-23,2家机构买入，成功率43.21%,19.21,19.9875,-15648139.4,176409407.0,192057546.4,368466953.4,873672621,-1.791075858837,42.174487850867,24.0062,3754141201.63,日涨幅达到15%的前5只证券,,,,
23,301008,宏昌科技,2026-09-23,5家机构买入，成功率23.10%,60.23,12.2228,78193973.38,608660700.0,530466726.62,1139127426.62,3339997513,2.341138670782,34.105636970874,16.2857,6965041408.82,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
24,301047,义翘神州,2026-09-23,3家机构买入，成功率35.76%,150.0,10.116,150558412.57,776110544.57,625552132.0,1401662676.57,5971937875,2.521098104524,23.470818114798,12.3569,17937093150.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
