日,代码,名称,席位,买入金额,买占比,卖出金额,净额,类型
20260909,000020,深华发A,机构专用,11732543.0,0.030734052672,12770103.0,-1037560.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000020,深华发A,开源证券股份有限公司西安西大街证券营业部,16730440.0,0.043826323431,18403484.0,-1673044.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000020,深华发A,平安证券股份有限公司绍兴解放大道证券营业部,14840936.0,0.03887666201,0.0,14840936.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000523,红棉股份,中航证券有限公司南昌九洲大街证券营业部,25034684.0,0.041364079689,0.0,25034684.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000523,红棉股份,中信证券股份有限公司嘉兴分公司,19916028.0,0.032906673369,3960.0,19912068.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000523,红棉股份,国泰海通证券股份有限公司上海松江区中山东路证券营业部,70890732.0,0.117130693068,0.0,70890732.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000523,红棉股份,国新证券股份有限公司江苏分公司,18804456.0,0.031070055308,1980.0,18802476.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000523,红棉股份,浙商证券股份有限公司乐清千帆东路证券营业部,42143508.0,0.069632491598,31284.0,42112224.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000759,中百集团,深股通专用,85470421.98,0.05543147024,95783212.0,-10312790.02,日涨幅偏离值达到7%的前5只证券
20260909,000759,中百集团,机构专用,18284198.23,0.011858137196,19053360.82,-769162.59,日涨幅偏离值达到7%的前5只证券
20260909,000759,中百集团,国泰海通证券股份有限公司无锡湖滨路证券营业部,28679215.0,0.018599780087,95081.0,28584134.0,日涨幅偏离值达到7%的前5只证券
20260909,000759,中百集团,国信证券股份有限公司浙江互联网分公司,24180091.0,0.015681892796,6826039.0,17354052.0,日涨幅偏离值达到7%的前5只证券
20260909,000759,中百集团,深股通专用,102863107.98,0.051517158275,108682731.0,-5819623.02,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000759,中百集团,平安证券股份有限公司绍兴解放大道证券营业部,27487387.0,0.013766568933,10283790.58,17203596.42,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000759,中百集团,国信证券股份有限公司浙江互联网分公司,26725501.0,0.013384991879,8796422.0,17929079.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000759,中百集团,机构专用,23338781.23,0.011688813513,19381864.82,3956916.41,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000759,中百集团,国泰海通证券股份有限公司无锡湖滨路证券营业部,28714550.0,0.014381171697,99695.0,28614855.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000798,中水渔业,平安证券股份有限公司嘉兴中环南路证券营业部,15349541.0,0.013346322798,0.0,15349541.0,日涨幅偏离值达到7%的前5只证券
20260909,000798,中水渔业,中国银河证券股份有限公司北京中关村大街证券营业部,11163172.0,0.009706303072,342758.0,10820414.0,日涨幅偏离值达到7%的前5只证券
20260909,000798,中水渔业,国盛证券股份有限公司南昌北京西路证券营业部,16972732.0,0.014757676469,671715.0,16301017.0,日涨幅偏离值达到7%的前5只证券
20260909,000798,中水渔业,平安证券股份有限公司绍兴解放大道证券营业部,19667641.0,0.017100881743,7494.0,19660147.0,日涨幅偏离值达到7%的前5只证券
20260909,000798,中水渔业,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,12115431.0,0.010534285876,2788872.0,9326559.0,日涨幅偏离值达到7%的前5只证券
20260909,000892,欢瑞世纪,机构专用,17380819.0,0.018200414363,5601565.0,11779254.0,日跌幅偏离值达到7%的前5只证券
20260909,000892,欢瑞世纪,深股通专用,43227534.0,0.045265935436,54747876.0,-11520342.0,日跌幅偏离值达到7%的前5只证券
20260909,000892,欢瑞世纪,国信证券股份有限公司浙江互联网分公司,13342256.0,0.013971412264,14203964.0,-861708.0,日跌幅偏离值达到7%的前5只证券
20260909,000911,*ST广糖,中信建投证券股份有限公司上海营口路证券营业部,13381759.0,0.023778128587,19541583.0,-6159824.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000911,*ST广糖,华泰证券股份有限公司嘉兴纺工路证券营业部,6327534.0,0.011243433475,6805033.13,-477499.13,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260909,000911,*ST广糖,机构专用,9724659.0,0.017279805455,9292303.0,432356.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
