日,代码,名称,席位,买入金额,买占比,卖出金额,净额,类型
20260923,000504,南华生物,机构专用,28781036.8,0.021351364365,15343381.0,13437655.8,日换手率达到20%的前5只证券
20260923,000504,南华生物,国信证券股份有限公司浙江互联网分公司,10467132.31,0.007765097462,1349951.0,9117181.31,日换手率达到20%的前5只证券
20260923,000504,南华生物,东方财富证券股份有限公司拉萨东环路第二证券营业部,14363753.44,0.010655826456,4544399.99,9819353.45,日换手率达到20%的前5只证券
20260923,000504,南华生物,东方财富证券股份有限公司拉萨团结路第一证券营业部,10813833.0,0.008022299203,2969441.0,7844392.0,日换手率达到20%的前5只证券
20260923,000560,我爱我家,国泰海通证券股份有限公司上海长宁区天山路证券营业部,24925178.0,0.020593486646,11604492.0,13320686.0,日涨幅偏离值达到7%的前5只证券
20260923,000560,我爱我家,机构专用,21676207.0,0.017909147103,8648921.0,13027286.0,日涨幅偏离值达到7%的前5只证券
20260923,000560,我爱我家,国泰海通证券股份有限公司成都龙腾东路营业部,43993955.0,0.036348343221,120864.0,43873091.0,日涨幅偏离值达到7%的前5只证券
20260923,000560,我爱我家,深股通专用,75807075.66,0.062632732261,26803123.54,49003952.12,日涨幅偏离值达到7%的前5只证券
20260923,000560,我爱我家,国泰海通证券股份有限公司昆明人民中路证券营业部,30229200.0,0.024975734436,266244.0,29962956.0,日涨幅偏离值达到7%的前5只证券
20260923,000607,华媒控股,中信证券股份有限公司杭州凤起路证券营业部,12719532.0,0.020529527349,34360.0,12685172.0,日跌幅偏离值达到7%的前5只证券
20260923,000607,华媒控股,国信证券股份有限公司浙江互联网分公司,8219161.0,0.013265856836,656698.0,7562463.0,日跌幅偏离值达到7%的前5只证券
20260923,000607,华媒控股,东吴证券股份有限公司苏州西北街证券营业部,8149556.0,0.013153513257,679590.0,7469966.0,日跌幅偏离值达到7%的前5只证券
20260923,000607,华媒控股,国信证券股份有限公司佛山南海桂城证券营业部,11266603.0,0.018184476789,5928.0,11260675.0,日跌幅偏离值达到7%的前5只证券
20260923,000607,华媒控股,机构专用,10273827.8,0.016582121795,4006312.0,6267515.8,日跌幅偏离值达到7%的前5只证券
20260923,000756,新华制药,中国银河证券股份有限公司北京中关村大街证券营业部,24110073.0,0.018086476151,206899.0,23903174.0,日跌幅偏离值达到7%的前5只证券
20260923,000756,新华制药,深股通专用,34626566.96,0.025975557084,19478632.0,15147934.96,日跌幅偏离值达到7%的前5只证券
20260923,000756,新华制药,国泰海通证券股份有限公司成都龙腾东路营业部,13497845.84,0.010125579747,4677591.0,8820254.84,日跌幅偏离值达到7%的前5只证券
20260923,000756,新华制药,国信证券股份有限公司浙江互联网分公司,12263572.0,0.009199673618,4827301.99,7436270.01,日跌幅偏离值达到7%的前5只证券
20260923,000756,新华制药,机构专用,18283095.6,0.013715295368,7587909.24,10695186.36,日跌幅偏离值达到7%的前5只证券
20260923,000823,超声电子,深股通专用,328226119.9,0.056077499887,388630753.55,-60404633.65,日换手率达到20%的前5只证券
20260923,000823,超声电子,机构专用,55778623.7,0.009529789296,76630872.09,-20852248.39,日换手率达到20%的前5只证券
20260923,000823,超声电子,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,57187203.85,0.009770445504,14590564.0,42596639.85,日换手率达到20%的前5只证券
20260923,000823,超声电子,中航证券有限公司南昌九洲大街证券营业部,94908226.28,0.016215089921,135992.0,94772234.28,日换手率达到20%的前5只证券
20260923,000978,桂林旅游,机构专用,17400898.66,0.014089118794,15568947.92,1831950.74,日换手率达到20%的前5只证券
20260923,000978,桂林旅游,国信证券股份有限公司浙江互联网分公司,23725060.3,0.01920965115,9195456.0,14529604.3,日换手率达到20%的前5只证券
20260923,000993,闽东电力,江海证券有限公司哈尔滨松花江街证券营业部,10049880.0,0.013152443124,0.0,10049880.0,日跌幅偏离值达到7%的前5只证券
20260923,000993,闽东电力,东亚前海证券有限责任公司苏州分公司,25398441.0,0.033239357154,3764.0,25394677.0,日跌幅偏离值达到7%的前5只证券
20260923,000993,闽东电力,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,110847918.0,0.145068492048,327468.0,110520450.0,日跌幅偏离值达到7%的前5只证券
20260923,000993,闽东电力,国信证券股份有限公司浙江互联网分公司,8521878.0,0.011152721794,6150484.0,2371394.0,日跌幅偏离值达到7%的前5只证券
20260923,000993,闽东电力,湘财证券股份有限公司上海陆家嘴证券营业部,7208065.0,0.009433313128,167498.0,7040567.0,日跌幅偏离值达到7%的前5只证券
20260923,001317,三羊马,机构专用,17322032.0,0.024123073549,15563377.0,1758655.0,日跌幅偏离值达到7%的前5只证券
20260923,002119,康强电子,机构专用,76841575.2,0.051958401636,50646799.3,26194775.9,日涨幅偏离值达到7%的前5只证券
20260923,002119,康强电子,开源证券股份有限公司西安西大街证券营业部,110110854.0,0.074454277672,59124.0,110051730.0,日涨幅偏离值达到7%的前5只证券
20260923,002119,康强电子,国泰海通证券股份有限公司上海自贸试验区第二分公司,44963479.0,0.030403209393,0.0,44963479.0,日涨幅偏离值达到7%的前5只证券
20260923,002119,康强电子,东方证券股份有限公司拉萨金珠西路证券营业部,40958780.0,0.027695329465,0.0,40958780.0,日涨幅偏离值达到7%的前5只证券
20260923,002119,康强电子,深股通专用,165841879.54,0.112138239786,118418901.15,47422978.39,日涨幅偏离值达到7%的前5只证券
20260923,002238,天威视讯,开源证券股份有限公司西安西大街证券营业部,21332754.96,0.132258573671,0.0,21332754.96,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260923,002238,天威视讯,国信证券股份有限公司汕头金砂路证券营业部,4022136.0,0.024936393423,696.0,4021440.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260923,002238,天威视讯,国泰海通证券股份有限公司广州临江大道证券营业部,11444040.0,0.070950630159,1286.0,11442754.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260923,002238,天威视讯,深股通专用,4965884.0,0.030787431632,10860761.0,-5894877.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260923,002238,天威视讯,国信证券股份有限公司厦门湖滨北路证券营业部,9003692.0,0.055820988144,8562.0,8995130.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260923,002426,胜利精密,开源证券股份有限公司西安西大街证券营业部,106728404.0,0.155170174744,5427.0,106722977.0,日涨幅偏离值达到7%的前5只证券
20260923,002426,胜利精密,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,20815417.0,0.030263095598,46846.0,20768571.0,日涨幅偏离值达到7%的前5只证券
20260923,002426,胜利精密,中信证券股份有限公司东阳吴宁西路证券营业部,21074662.0,0.030640006434,106176.0,20968486.0,日涨幅偏离值达到7%的前5只证券
20260923,002426,胜利精密,深股通专用,36056091.47,0.052421190651,7176788.0,28879303.47,日涨幅偏离值达到7%的前5只证券
20260923,002426,胜利精密,华鑫证券有限责任公司上海徐汇区云锦路证券营业部,19919912.0,0.028961139772,0.0,19919912.0,日涨幅偏离值达到7%的前5只证券
20260923,002614,奥佳华,招商证券股份有限公司深圳深南大道车公庙证券营业部,24012936.0,0.024229993002,495702.0,23517234.0,日换手率达到20%的前5只证券
20260923,002614,奥佳华,国泰海通证券股份有限公司无锡湖滨路证券营业部,28529687.96,0.028787572649,43006.0,28486681.96,日换手率达到20%的前5只证券
20260923,002614,奥佳华,机构专用,52803682.55,0.053280983994,19183873.63,33619808.92,日换手率达到20%的前5只证券
20260923,002614,奥佳华,开源证券股份有限公司西安西大街证券营业部,31648656.0,0.031934733571,11350.0,31637306.0,日换手率达到20%的前5只证券
20260923,002614,奥佳华,机构专用,52803682.55,0.053280983994,19183873.63,33619808.92,日涨幅偏离值达到7%的前5只证券
20260923,002614,奥佳华,招商证券股份有限公司深圳深南大道车公庙证券营业部,24012936.0,0.024229993002,495702.0,23517234.0,日涨幅偏离值达到7%的前5只证券
20260923,002614,奥佳华,国泰海通证券股份有限公司无锡湖滨路证券营业部,28529687.96,0.028787572649,43006.0,28486681.96,日涨幅偏离值达到7%的前5只证券
20260923,002614,奥佳华,开源证券股份有限公司西安西大街证券营业部,31648656.0,0.031934733571,11350.0,31637306.0,日涨幅偏离值达到7%的前5只证券
20260923,002937,兴瑞科技,华创证券有限责任公司北京西直门证券营业部,25253570.0,0.030885633456,264618.0,24988952.0,日涨幅偏离值达到7%的前5只证券
20260923,002937,兴瑞科技,机构专用,20184986.0,0.024686651389,10540538.94,9644447.06,日涨幅偏离值达到7%的前5只证券
20260923,002937,兴瑞科技,深股通专用,121807548.02,0.148973126586,79786744.76,42020803.26,日涨幅偏离值达到7%的前5只证券
20260923,002937,兴瑞科技,开源证券股份有限公司西安西大街证券营业部,31557416.0,0.038595366255,0.0,31557416.0,日涨幅偏离值达到7%的前5只证券
20260923,003032,传智教育,机构专用,27066536.0,0.034793948388,30125571.0,-3059035.0,日换手率达到20%的前5只证券
20260923,003032,传智教育,德邦证券股份有限公司宜昌沿江大道证券营业部,8735176.0,0.011229041755,0.0,8735176.0,日换手率达到20%的前5只证券
20260923,003032,传智教育,德邦证券股份有限公司宜昌沿江大道证券营业部,8735176.0,0.011229041755,0.0,8735176.0,日振幅值达到15%的前5只证券
20260923,003032,传智教育,机构专用,26024969.0,0.033455017228,15295755.0,10729214.0,日振幅值达到15%的前5只证券
20260923,003040,楚天龙,东方财富证券股份有限公司拉萨东环路第一证券营业部,12140472.3,0.011012238981,7158783.22,4981689.08,日跌幅偏离值达到7%的前5只证券
20260923,003040,楚天龙,国信证券股份有限公司浙江互联网分公司,14453004.94,0.0131098643,11509616.79,2943388.15,日跌幅偏离值达到7%的前5只证券
20260923,003040,楚天龙,深股通专用,24086012.0,0.021847660757,52247582.12,-28161570.12,日跌幅偏离值达到7%的前5只证券
20260923,003040,楚天龙,东方财富证券股份有限公司山南香曲东路证券营业部,12968041.0,0.011762900411,7912135.0,5055906.0,日跌幅偏离值达到7%的前5只证券
20260923,003040,楚天龙,东方财富证券股份有限公司拉萨金融城南环路证券营业部,11739108.58,0.010648174627,9999266.33,1739842.25,日跌幅偏离值达到7%的前5只证券
20260923,113710,N四方转,光大证券股份有限公司河源永和东路证券营业部,8542090.0,0.033117789532,0.0,8542090.0,向不特定对象发行的可转债上市首日交易公开信息
20260923,113710,N四方转,天风证券股份有限公司深圳分公司,16843590.0,0.065302808632,0.0,16843590.0,向不特定对象发行的可转债上市首日交易公开信息
20260923,113710,N四方转,国泰海通证券股份有限公司成都天府大道证券营业部,7029610.0,0.027253885697,0.0,7029610.0,向不特定对象发行的可转债上市首日交易公开信息
20260923,113710,N四方转,华宝证券股份有限公司上海东大名路证券营业部,11177630.0,0.043335811003,0.0,11177630.0,向不特定对象发行的可转债上市首日交易公开信息
20260923,113710,N四方转,开源证券股份有限公司西安西大街证券营业部,12623060.0,0.048939761151,0.0,12623060.0,向不特定对象发行的可转债上市首日交易公开信息
20260923,300192,科德教育,机构专用,35350917.6,0.029533482382,18044010.4,17306907.2,日涨幅达到15%的前5只证券
20260923,300192,科德教育,中银国际证券股份有限公司苏州分公司,39532645.0,0.033027054286,0.0,39532645.0,日涨幅达到15%的前5只证券
20260923,300192,科德教育,深股通专用,141996706.22,0.118629373895,102624356.2,39372350.02,日涨幅达到15%的前5只证券
20260923,300642,透景生命,机构专用,28738577.0,0.032364509259,34718107.0,-5979530.0,日换手率达到30%的前5只证券
20260923,300642,透景生命,东方财富证券股份有限公司拉萨东环路第二证券营业部,8457558.0,0.009524643973,4914508.0,3543050.0,日换手率达到30%的前5只证券
20260923,300642,透景生命,东方财富证券股份有限公司拉萨金融城南环路证券营业部,19358670.0,0.021801143963,9071175.0,10287495.0,日换手率达到30%的前5只证券
20260923,300691,联合光电,机构专用,43009642.37,0.019807439685,30571623.0,12438019.37,连续三个交易日内，涨幅偏离值累计达到30%的证券
20260923,300691,联合光电,东莞证券股份有限公司东莞凤岗证券营业部,124670792.57,0.05741524617,1791791.0,122879001.57,连续三个交易日内，涨幅偏离值累计达到30%的证券
20260923,300691,联合光电,深股通专用,175027218.68,0.080606135887,193150058.31,-18122839.63,连续三个交易日内，涨幅偏离值累计达到30%的证券
20260923,300931,通用电梯,机构专用,46084008.0,0.052747455846,20217186.12,25866821.88,日涨幅达到15%的前5只证券
20260923,300931,通用电梯,中国银河证券股份有限公司宜昌新世纪证券营业部,32390145.0,0.037073549315,0.0,32390145.0,日涨幅达到15%的前5只证券
20260923,300931,通用电梯,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,25850389.0,0.029588187129,563790.0,25286599.0,日涨幅达到15%的前5只证券
20260923,300931,通用电梯,国泰海通证券股份有限公司南京胜利路证券营业部,22657335.0,0.025933438287,0.0,22657335.0,日涨幅达到15%的前5只证券
20260923,301008,宏昌科技,机构专用,124068672.26,0.037146336719,104700138.75,19368533.51,连续三个交易日内，涨幅偏离值累计达到30%的证券
20260923,301047,义翘神州,机构专用,92092444.84,0.015420864511,79004605.62,13087839.22,连续三个交易日内，涨幅偏离值累计达到30%的证券
20260923,301047,义翘神州,国泰海通证券股份有限公司北京知春路证券营业部,86397544.0,0.014467254317,88777805.3,-2380261.3,连续三个交易日内，涨幅偏离值累计达到30%的证券
20260923,301047,义翘神州,深股通专用,399065853.08,0.066823510464,334646676.64,64419176.44,连续三个交易日内，涨幅偏离值累计达到30%的证券
20260923,301150,中一科技,机构专用,59451928.33,0.029383471421,49569628.78,9882299.55,日涨幅达到15%的前5只证券
20260923,301150,中一科技,深股通专用,162986079.34,0.080554103775,58644150.78,104341928.56,日涨幅达到15%的前5只证券
20260923,301150,中一科技,开源证券股份有限公司西安西大街证券营业部,50182791.2,0.024802300825,228707.0,49954084.2,日涨幅达到15%的前5只证券
20260923,301150,中一科技,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,67067897.8,0.033147581813,5074002.7,61993895.1,日涨幅达到15%的前5只证券
20260923,301520,万邦医药,机构专用,31525904.37,0.028115859802,24119621.0,7406283.37,日换手率达到30%的前5只证券
20260923,301520,万邦医药,招商证券股份有限公司深圳益田路免税商务大厦证券营业部,15502007.0,0.013825210226,5577899.0,9924108.0,日换手率达到30%的前5只证券
20260923,301655,绿控传动,东方财富证券股份有限公司拉萨团结路第一证券营业部,4256584.0,0.012825599817,2230474.0,2026110.0,日换手率达到30%的前5只证券
20260923,301655,绿控传动,东方财富证券股份有限公司山南香曲东路证券营业部,3254463.48,0.009806090098,1256118.08,1998345.4,日换手率达到30%的前5只证券
20260923,301655,绿控传动,西南证券股份有限公司重庆第四分公司,9320811.18,0.028084725726,2334.0,9318477.18,日换手率达到30%的前5只证券
20260923,301655,绿控传动,东方财富证券股份有限公司拉萨金融城南环路证券营业部,4004083.0,0.012064783919,3049193.0,954890.0,日换手率达到30%的前5只证券
20260923,301655,绿控传动,方正证券股份有限公司重庆金开大道证券营业部,19182100.32,0.057797976585,0.0,19182100.32,日换手率达到30%的前5只证券
20260923,301688,格林生物,机构专用,4535561.0,0.014329200795,5958126.09,-1422565.09,日换手率达到30%的前5只证券
20260923,301688,格林生物,浙商证券股份有限公司德清余英坊证券营业部,4174777.3,0.013189376619,807000.0,3367777.3,日换手率达到30%的前5只证券
20260923,301689,电科思仪,财通证券股份有限公司杭州上塘路证券营业部,27240748.75,0.014256283902,826557.0,26414191.75,日换手率达到30%的前5只证券
20260923,301689,电科思仪,机构专用,32638270.67,0.017081044909,2704740.0,29933530.67,日换手率达到30%的前5只证券
20260923,600088,中视传媒,中国中金财富证券有限公司广州分公司,12305469.04,0.025865031932,0.0,12305469.04,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
20260923,600088,中视传媒,财信证券股份有限公司温州车站大道证券营业部,7412353.0,0.015580125098,0.0,7412353.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
20260923,600088,中视传媒,东方财富证券股份有限公司拉萨团结路第一证券营业部,9183124.92,0.019302134565,0.0,9183124.92,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
20260923,600088,中视传媒,中国银河证券股份有限公司龙泉华楼街证券营业部,7253706.0,0.015246662822,0.0,7253706.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
20260923,600088,中视传媒,国信证券股份有限公司深圳互联网分公司,7567744.0,0.015906743545,0.0,7567744.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
20260923,600127,金健米业,中国银河证券股份有限公司桂林中山中路证券营业部,41656534.83,0.012121342797,0.0,41656534.83,有价格涨跌幅限制的日换手率达到20%的前五只证券
20260923,600127,金健米业,中信证券股份有限公司上海分公司,41919902.44,0.01219797829,0.0,41919902.44,有价格涨跌幅限制的日换手率达到20%的前五只证券
20260923,600127,金健米业,沪股通专用,175207001.13,0.050982255961,0.0,175207001.13,有价格涨跌幅限制的日换手率达到20%的前五只证券
20260923,600127,金健米业,华源证券股份有限公司江苏分公司,103576301.63,0.030138941293,0.0,103576301.63,有价格涨跌幅限制的日换手率达到20%的前五只证券
20260923,600127,金健米业,国泰海通证券股份有限公司总部,81838480.55,0.023813605255,0.0,81838480.55,有价格涨跌幅限制的日换手率达到20%的前五只证券
20260923,600293,三峡新材,中泰证券股份有限公司常州惠国路证券营业部,11059300.0,0.047620068524,0.0,11059300.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
20260923,600293,三峡新材,开源证券股份有限公司西安西大街证券营业部,62732390.0,0.270118426163,0.0,62732390.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
20260923,600293,三峡新材,华鑫证券有限责任公司深圳分公司,19723220.0,0.084925907418,0.0,19723220.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
20260923,600293,三峡新材,汇丰前海证券有限责任公司深圳前海证券营业部,5112303.0,0.022012986281,0.0,5112303.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
20260923,600293,三峡新材,东北证券股份有限公司武汉香港路证券营业部,8918850.0,0.038403538032,0.0,8918850.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
20260923,600371,万向德农,国泰海通证券股份有限公司总部,71508507.14,0.05398559284,0.0,71508507.14,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
20260923,600371,万向德农,华鑫证券有限责任公司上海分公司,19307474.0,0.014576243748,0.0,19307474.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
20260923,600371,万向德农,国泰海通证券股份有限公司上海长宁区江苏路证券营业部,31492605.0,0.023775450209,0.0,31492605.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
20260923,600371,万向德农,瑞银证券有限责任公司上海花园石桥路证券营业部,17485063.2,0.013200408461,0.0,17485063.2,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
20260923,600371,万向德农,国泰海通证券股份有限公司上海分公司,30964179.9,0.023376513866,0.0,30964179.9,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
20260923,600418,江淮汽车,国泰海通证券股份有限公司成都天府大道证券营业部,150542453.68,0.019177908695,0.0,150542453.68,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
20260923,600418,江淮汽车,沪股通专用,585569649.53,0.074596906049,0.0,585569649.53,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
20260923,600418,江淮汽车,东方财富证券股份有限公司山南香曲东路证券营业部,139263521.65,0.017741062654,0.0,139263521.65,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
20260923,600418,江淮汽车,国盛证券股份有限公司宁波桑田路证券营业部,203639251.77,0.025942017562,0.0,203639251.77,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
