序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000551,创元科技,2026-08-18,2家机构卖出，成功率23.90%,14.0,-9.7357,-45919463.19,76565606.77,122485069.96,199050676.73,869926694.0,-5.278543986144,22.88131610432,12.6101,6781067678.0,日跌幅偏离值达到7%的前5只证券,,,,
2,000620,盈新发展,2026-08-18,1家机构买入，成功率41.17%,3.41,10.0,190727581.75,674922744.29,484195162.54,1159117906.83,4873770762.0,3.913347407249,23.782774435504,7.651,15930663459.15,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
3,000620,盈新发展,2026-08-18,普通席位买入，成功率37.65%,3.41,10.0,252986879.78,350907729.78,97920850.0,448828579.78,1213375828.0,20.849836789398,36.990070959284,7.651,15930663459.15,日涨幅偏离值达到7%的前5只证券,,,,
4,000802,北京文化,2026-08-18,3家机构卖出，成功率23.47%,4.84,-9.1932,-127162138.92,301658630.58,428820769.5,730479400.08,3762783325.0,-3.379470140498,19.413273021242,46.8625,3463232984.2,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
5,000802,北京文化,2026-08-18,3家机构卖出，成功率16.60%,4.84,-9.1932,-77425661.9,156053869.0,233479530.9,389533399.9,1671735856.0,-4.63145308645,23.301133280233,46.8625,3463232984.2,日换手率达到20%的前5只证券,,,,
6,001260,坤泰股份,2026-08-18,1家机构卖出，成功率39.71%,19.71,-10.0,-24052099.83,12576527.0,36628626.83,49205153.83,187521027.0,-12.82634817801,26.239806072521,8.1024,2266650000.0,日跌幅偏离值达到7%的前5只证券,,,,
7,002025,航天电器,2026-08-18,2家机构买入，成功率39.10%,71.68,10.0061,139035657.75,435104565.55,296068907.8,731173473.35,1964882072.0,7.076030655035,37.212079227012,6.4211,32533494712.32,日涨幅偏离值达到7%的前5只证券,,,,
8,002047,宝鹰股份,2026-08-18,主力做T，成功率33.64%,3.41,-6.3187,-44169455.28,122562985.2,166732440.48,289295425.68,1183947414.0,-3.730694012057,24.434820521514,6.9988,5170101975.17,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
9,002081,金螳螂,2026-08-18,2家机构买入，成功率38.47%,6.27,7.732,109911613.01,1094092963.26,984181350.25,2078274313.51,10001064933.0,1.09899909406,20.780530147869,27.9429,16579405892.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
10,002172,澳洋健康,2026-08-18,2家机构卖出，成功率41.01%,4.49,-10.02,62258836.48,168042909.22,105784072.74,273826981.96,858458199.0,7.252401637322,31.897532375947,24.0635,3435481877.7,日跌幅偏离值达到7%的前5只证券,,,,
11,002248,华东数控,2026-08-18,3家机构买入，成功率19.63%,12.44,5.4237,4299778.2,118111736.0,113811957.8,231923693.8,1190147253.0,0.361281193496,19.486974676066,31.6062,3825245264.0,日换手率达到20%的前5只证券,,,,
12,002329,皇氏集团,2026-08-18,5家机构卖出，成功率6.67%,4.23,-2.9817,-22246444.28,107220099.0,129466543.28,236686642.28,826365792.0,-2.692081944263,28.641873196029,29.4885,2756238068.52,日换手率达到20%的前5只证券,,,,
13,002385,大北农,2026-08-18,1家机构买入，成功率36.76%,3.38,10.0977,39558888.74,148373337.4,108814448.66,257187786.06,1049420951.0,3.769592050007,24.507590191993,8.991,12051770489.98,日涨幅偏离值达到7%的前5只证券,,,,
14,002437,誉衡药业,2026-08-18,2家机构卖出，成功率24.24%,4.76,-4.4177,-86256685.03,446664378.63,532921063.66,979585442.29,3925831406.0,-2.197157139712,24.952305409572,38.739,9996732330.76,日换手率达到20%的前5只证券,,,,
15,002515,金字火腿,2026-08-18,3家机构买入，成功率38.02%,8.71,9.9747,144456286.34,571251868.95,426795582.61,998047451.56,2921476820.0,4.944632295251,34.162429245631,13.0919,9597130258.04,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
16,002515,金字火腿,2026-08-18,1家机构买入，成功率44.26%,8.71,9.9747,124415787.95,315724393.91,191308605.96,507032999.87,1235081869.0,10.073485092185,41.052582229268,13.0919,9597130258.04,日涨幅偏离值达到7%的前5只证券,,,,
17,002724,海洋王,2026-08-18,3家机构卖出，成功率26.40%,6.47,-9.8886,-15768480.2,41588547.0,57357027.2,98945574.2,481205105.0,-3.276873008236,20.56203751205,12.7483,3673504909.94,日跌幅偏离值达到7%的前5只证券,,,,
18,002747,埃斯顿,2026-08-18,2家机构买入，成功率13.38%,40.04,10.0,-162514228.33,557613727.14,720127955.47,1277741682.61,4528055935.0,-3.589050812598,28.21832815124,15.5303,31328703526.12,日涨幅偏离值达到7%的前5只证券,,,,
19,002820,桂发祥,2026-08-18,1家机构买入，成功率40.99%,12.27,10.0448,28799383.9,61534775.9,32735392.0,94270167.9,238459312.0,12.077273753101,39.533020165721,2.0495,2464653979.65,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
20,002907,华森制药,2026-08-18,主力做T，成功率25.80%,15.82,-5.7772,-41341524.99,79118507.66,120460032.65,199578540.31,907505767.0,-4.555510994345,21.991985898862,15.9323,5312620019.98,日振幅值达到15%的前5只证券,,,,
21,002951,金时科技,2026-08-18,广东资金卖出，成功率34.42%,16.79,-10.0214,-23298711.76,48529525.0,71828236.76,120357761.76,323345188.0,-7.205522959569,37.222685299402,4.6109,6734836600.26,日跌幅偏离值达到7%的前5只证券,,,,
22,003032,传智教育,2026-08-18,西藏自治区资金买入，成功率35.19%,13.14,5.036,4170062.37000001,73834981.0,69664918.63,143499899.63,1160691623.0,0.359273926628,12.363309666964,31.7268,3738088329.12,日换手率达到20%的前5只证券,,,,
23,123278,合金转债,2026-08-18,,157.3,57.3,34004500.4,39712021.7,5707521.3,45419543.0,39876095.0,85.275402217795,113.90168219832,,,上市首日可转债,,,,
24,123279,天脉转债,2026-08-18,,157.3,57.3,37481415.4,43999670.0,6518254.6,50517924.6,48648613.0,77.045188112557,103.842476660126,,,上市首日可转债,,,,
25,300189,神农种业,2026-08-18,2家机构买入，成功率42.25%,6.23,20.0385,159863348.3,494291716.5,334428368.2,828720084.7,3819859205.0,4.185058655846,21.695042676318,44.116,5521340141.52,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
26,300189,神农种业,2026-08-18,1家机构买入，成功率29.85%,6.23,20.0385,57229222.29,271644453.32,214415231.03,486059684.35,2291043063.0,2.497954892871,21.215650294828,44.116,5521340141.52,日涨幅达到15%的前5只证券,,,,
27,300189,神农种业,2026-08-18,1家机构买入，成功率29.85%,6.23,20.0385,57229222.29,271644453.32,214415231.03,486059684.35,2291043063.0,2.497954892871,21.215650294828,44.116,5521340141.52,日换手率达到30%的前5只证券,,,,
28,300243,瑞丰高材,2026-08-18,5家机构买入，成功率40.40%,19.38,15.3571,101600768.54,366300997.05,264700228.51,631001225.56,2683220744.0,3.786522922767,23.516560349013,36.9594,4334314848.66,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
29,300243,瑞丰高材,2026-08-18,3家机构买入，成功率42.39%,19.38,15.3571,119931169.87,264677188.05,144746018.18,409423206.23,1630138965.0,7.357113255065,25.115846870761,36.9594,4334314848.66,日换手率达到30%的前5只证券,,,,
30,300313,天山生物,2026-08-18,1家机构买入，成功率47.08%,12.88,20.0373,29836757.44,99199811.96,69363054.52,168562866.48,440817980.0,6.768498290383,38.238654984082,7.6372,2541903922.32,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
31,300345,华民股份,2026-08-18,4家机构买入，成功率29.25%,9.37,5.2809,10943506.46,420274285.06,409330778.6,829605063.66,2723789191.0,0.401775089503,30.4577559233,26.8836,4501814869.62,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
32,300558,贝达药业,2026-08-18,4家机构卖出，成功率29.98%,55.72,-20.0,-181701012.45,165543763.85,347244776.3,512788540.15,1781121820.0,-10.201492700258,28.790200332844,7.5053,23513310771.44,日跌幅达到15%的前5只证券,,,,
33,300570,太辰光,2026-08-18,4家机构买入，成功率35.46%,199.27,2.8225,89069180.6899998,1929842035.07,1840772854.38,3770614889.45,13663623921.0,0.651870844843,27.596009018185,14.8494,38298258857.46,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
34,300598,诚迈科技,2026-08-18,买一主买，成功率44.97%,34.6,20.0139,182658636.24,264112726.44,81454090.2,345566816.64,768504946.0,23.768049534453,44.966114849182,10.8544,7505465735.0,日涨幅达到15%的前5只证券,,,,
35,300684,中石科技,2026-08-18,主力做T，成功率6.09%,97.0,20.0049,0.0,10913048451.79,10913048451.79,21826096903.58,10913048451.79,0.0,200.0,24.5495,19843792169.0,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券,,,,
36,300684,中石科技,2026-08-18,买一主买，成功率45.06%,97.0,20.0049,510801655.62,892926993.75,382125338.13,1275052331.88,4847927868.0,10.536494550418,26.300975728131,24.5495,19843792169.0,日涨幅达到15%的前5只证券,,,,
