序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000890,法尔胜,2026-08-27,4家机构买入，成功率36.33%,8.78,10.0251,38303756.0,86415997.0,48112241.0,134528238.0,347281306,11.02960491631,38.737540914454,3.612,3683131383.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
2,000931,中关村,2026-08-27,3家机构买入，成功率46.03%,5.7,4.9724,-31259121.49,84082357.7,115341479.19,199423836.89,863551616,-3.619832435123,23.093447246818,20.4684,4280868332.4,日振幅值达到15%的前5只证券,,,,
3,000962,东方钽业,2026-08-27,3家机构买入，成功率41.58%,57.55,9.9962,287619931.59,495060186.85,207440255.26,702500442.11,1944087381,14.794598967154,36.135229772884,6.9283,28948863038.9,日涨幅偏离值达到7%的前5只证券,,,,
4,001268,联合精密,2026-08-27,3家机构买入，成功率38.22%,25.95,5.7026,18302797.6,76445128.2,58142330.6,134587458.8,405264841,4.516255975929,33.209754507177,16.9511,2448061161.15,日振幅值达到15%的前5只证券,,,,
5,001299,美能能源,2026-08-27,5家机构卖出，成功率15.60%,9.48,-6.601,-15706457.78,13293973.63,29000431.41,42294405.04,92955914,-16.896674029799,45.499423565455,3.4643,2676561187.44,日跌幅偏离值达到7%的前5只证券,,,,
6,001309,德明利,2026-08-27,3家机构买入，成功率34.83%,429.76,10.0003,736479252.77,1588850962.32,852371709.55,2441222671.87,8762050141,8.405330269954,27.86131821418,12.7162,70922886247.04,日涨幅偏离值达到7%的前5只证券,,,,
7,002028,思源电气,2026-08-27,3家机构卖出，成功率55.57%,153.44,-10.0006,-73913367.04,142712003.76,216625370.8,359337374.56,1015802575,-7.276351611926,35.374725700021,1.0803,93717340703.84,日跌幅偏离值达到7%的前5只证券,,,,
8,002172,澳洋健康,2026-08-27,2家机构卖出，成功率41.73%,4.72,-0.4219,-932682.969999999,126173713.04,127106396.01,253280109.05,1098624308,-0.084895533733,23.054296833381,30.578,3611464245.6,日换手率达到20%的前5只证券,,,,
9,002396,星网锐捷,2026-08-27,2家机构买入，成功率29.54%,33.35,9.9934,225552503.94,610532251.86,384979747.92,995511999.78,3237273230,6.967360735875,30.751559385057,13.5146,25259793785.1,日涨幅偏离值达到7%的前5只证券,,,,
10,002412,汉森制药,2026-08-27,3家机构买入，成功率26.81%,14.02,7.1047,-104414044.73,414097688.47,518511733.2,932609421.67,6057181085,-1.723805896914,15.396756487593,34.9734,6979786900.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
