序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000779,甘咨询,2026-08-11,1家机构买入，成功率21.13%,12.73,10.0259,-109966293.59,107876911.82,217843205.41,325720117.23,1460861327,-7.527497070227,22.296443283833,28.9028,5916560353.65,日涨幅偏离值达到7%的前5只证券,,,,
2,000779,甘咨询,2026-08-11,1家机构买入，成功率21.13%,12.73,10.0259,-109966293.59,107876911.82,217843205.41,325720117.23,1460861327,-7.527497070227,22.296443283833,28.9028,5916560353.65,日振幅值达到15%的前5只证券,,,,
3,000802,北京文化,2026-08-11,买一主买，成功率37.21%,5.17,10.0,-99510401.8,163665775.0,263176176.8,426841951.8,734046243,-13.556421376575,58.14919099041,6.8676,3699362505.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
4,000820,神雾节能,2026-08-11,3家机构买入，成功率37.35%,4.13,6.9948,-2166121.0,32075083.0,34241204.0,66316287.0,351707500,-0.615887065246,18.855522557807,29.3863,1226473202.01,日换手率达到20%的前5只证券,,,,
5,000859,国风新材,2026-08-11,主力做T，成功率45.54%,10.48,9.9685,70761700.02,236550667.44,165788967.42,402339634.86,1937703473,3.651833265822,20.763736065203,13.9879,9389296840.08,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
6,000859,国风新材,2026-08-11,普通席位买入，成功率47.07%,10.48,9.9685,-999.089999973774,152244909.33,152245908.42,304490817.75,1280296177,-7.803585e-05,23.78284206577,13.9879,9389296840.08,日涨幅偏离值达到7%的前5只证券,,,,
7,001258,立新能源,2026-08-11,2家机构买入，成功率36.44%,15.93,10.0138,20712602.26,443300628.83,422588026.57,865888655.4,3628988251,0.570754183464,23.860332288521,26.1105,14867813231.37,日涨幅偏离值达到7%的前5只证券,,,,
8,001258,立新能源,2026-08-11,1家机构买入，成功率40.01%,15.93,10.0138,212210442.77,700573638.83,488363196.06,1188936834.89,6148815165,3.451241207866,19.336031462738,26.1105,14867813231.37,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
9,001258,立新能源,2026-08-11,2家机构买入，成功率36.44%,15.93,10.0138,20712602.26,443300628.83,422588026.57,865888655.4,3628988251,0.570754183464,23.860332288521,26.1105,14867813231.37,日振幅值达到15%的前5只证券,,,,
10,002141,贤丰控股,2026-08-11,4家机构买入，成功率18.03%,6.88,2.381,-164716884.24,253932090.0,418648974.24,672581064.24,2769995497,-5.946467581568,24.280944318084,37.7373,7106598290.24,日换手率达到20%的前5只证券,,,,
11,002141,贤丰控股,2026-08-11,4家机构买入，成功率18.03%,6.88,2.381,-164716884.24,253932090.0,418648974.24,672581064.24,2769995497,-5.946467581568,24.280944318084,37.7373,7106598290.24,日振幅值达到15%的前5只证券,,,,
12,002202,金风科技,2026-08-11,2家机构卖出，成功率21.41%,19.92,-8.1181,-170042667.67,427470937.33,597513605.0,1024984542.33,4545158380,-3.74118245072,22.55112928166,6.7386,67001021213.52,日跌幅偏离值达到7%的前5只证券,,,,
13,002229,鸿博股份,2026-08-11,1家机构买入，成功率34.03%,11.74,10.0281,99509339.59,181467846.23,81958506.64,263426352.87,840333599,11.841647139709,31.347830573891,14.8417,5789653353.62,日涨幅偏离值达到7%的前5只证券,,,,
14,002248,华东数控,2026-08-11,普通席位买入，成功率43.28%,11.06,10.0498,153609641.2,211576508.2,57966867.0,269543375.2,581446601,26.418529394757,46.357373959436,7.0777,3400901336.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
