序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000017,深中华A,2026-08-21,主力做T，成功率19.29%,7.11,10.0619,4599091.67,104887598.01,100288506.34,205176104.35,403808386,1.138929212332,50.810263348518,9.4301,3524173953.35,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
2,000505,京粮控股,2026-08-21,2家机构卖出，成功率33.97%,6.74,-10.0134,-7155484.55,42734081.93,49889566.48,92623648.41,425335840,-1.682314039184,21.776591507078,9.8111,4390893964.64,日跌幅偏离值达到7%的前5只证券,,,,
3,000523,红棉股份,2026-08-21,主力做T，成功率35.71%,3.18,-9.915,-65540853.43,46821422.0,112362275.43,159183697.43,477337484,-13.730506324536,33.348249983653,10.9305,4214009289.72,日跌幅偏离值达到7%的前5只证券,,,,
4,000603,盛达资源,2026-08-21,3家机构买入，成功率38.28%,36.61,10.006,89422956.96,610148938.8,520725981.84,1130874920.64,3354818490,2.665508051376,33.708974837563,14.2676,24408485902.99,日涨幅偏离值达到7%的前5只证券,,,,
5,000931,中关村,2026-08-21,普通席位买入，成功率39.44%,5.09,9.9352,67603189.68,126255593.48,58652403.8,184907997.28,409908991,16.492243684404,45.109524635921,8.3523,3822740317.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
6,001277,速达股份,2026-08-21,主力做T，成功率28.67%,35.43,-2.316,-26804679.33,35105635.04,61910314.37,97015949.41,529328787,-5.063899789376,18.328107556712,30.2347,1613818395.27,日振幅值达到15%的前5只证券,,,,
7,001277,速达股份,2026-08-21,主力做T，成功率28.67%,35.43,-2.316,-26804679.33,35105635.04,61910314.37,97015949.41,529328787,-5.063899789376,18.328107556712,30.2347,1613818395.27,日换手率达到20%的前5只证券,,,,
8,002038,双鹭药业,2026-08-21,买一主买，成功率28.77%,7.08,9.9379,103997929.5,216110858.5,112112929.0,328223787.5,676415854,15.374850971485,48.523964297856,6.8758,6031532117.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
9,002365,永安药业,2026-08-21,2家机构买入，成功率40.82%,16.59,5.2665,35237272.23,210482137.53,175244865.3,385727002.83,1490578867,2.363999182473,25.877664803227,37.6181,4069335667.53,日换手率达到20%的前5只证券,,,,
10,002396,星网锐捷,2026-08-21,1家机构买入，成功率39.35%,33.17,10.0166,402753375.14,638176380.36,235423005.22,873599385.58,2406313239,16.7373627262,36.304474888026,9.801,25123459066.02,日涨幅偏离值达到7%的前5只证券,,,,
11,002437,誉衡药业,2026-08-21,主力做T，成功率40.28%,4.35,-8.0338,-183332481.99,366312073.21,549644555.2,915956628.41,2994888034,-6.121513723007,30.58400240715,31.8376,9135669251.85,日换手率达到20%的前5只证券,,,,
12,002491,通鼎互联,2026-08-21,2家机构买入，成功率46.37%,21.2,10.0156,107468920.49,871358898.96,763889978.47,1635248877.43,7263185994,1.479638833134,22.514209036928,30.4578,24941138475.2,日换手率达到20%的前5只证券,,,,
13,002491,通鼎互联,2026-08-21,2家机构买入，成功率46.37%,21.2,10.0156,107468920.49,871358898.96,763889978.47,1635248877.43,7263185994,1.479638833134,22.514209036928,30.4578,24941138475.2,日涨幅偏离值达到7%的前5只证券,,,,
14,002716,湖南白银,2026-08-21,3家机构买入，成功率41.74%,10.42,10.0317,408964206.29,756332919.63,347368713.34,1103701632.97,4312985678,9.482160081729,25.590199350762,18.2922,24200196523.08,日涨幅偏离值达到7%的前5只证券,,,,
15,002731,*ST萃华,2026-08-21,西藏自治区资金卖出，成功率10.20%,1.16,-10.0775,-20838.2800000003,5429055.0,5449893.28,10878948.28,44523129,-0.046803269375,24.4343749515,16.5244,266401424.0,日跌幅偏离值达到7%的前5只证券,,,,
16,002731,*ST萃华,2026-08-21,西藏自治区资金卖出，成功率23.91%,1.16,-10.0775,891450.16,12726155.85,11834705.69,24560861.54,122632334,0.726929131105,20.028047040188,16.5244,266401424.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
17,002900,哈三联,2026-08-21,主力做T，成功率39.59%,13.77,-10.0,8378490.0,53195673.0,44817183.0,98012856.0,262288328,3.194381566228,37.368363566678,11.8142,2218655448.0,日跌幅偏离值达到7%的前5只证券,,,,
18,002903,宇环数控,2026-08-21,3家机构买入，成功率18.89%,33.74,10.0098,7715409.06,128295749.47,120580340.41,248876089.88,857018771,0.90026138529,29.039747821346,24.6634,3629275119.26,日换手率达到20%的前5只证券,,,,
19,003031,中瓷电子,2026-08-21,3家机构买入，成功率20.31%,142.04,9.9977,27329978.43,501406450.98,474076472.55,975482923.53,2202510037,1.240856022033,44.289601733606,4.7384,48315857099.84,日涨幅偏离值达到7%的前5只证券,,,,
20,003032,传智教育,2026-08-21,西藏自治区资金卖出，成功率20.71%,10.76,-9.9582,9137670.32,47096237.42,37958567.1,85054804.52,514787973,1.775035703874,16.522298301635,16.3716,3061022102.08,日跌幅偏离值达到7%的前5只证券,,,,
21,003032,传智教育,2026-08-21,西藏自治区资金卖出，成功率29.53%,10.76,-9.9582,14963898.06,115291037.16,100327139.1,215618176.26,1435727958,1.042251631071,15.018038414489,16.3716,3061022102.08,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
22,200521,虹美菱B,2026-08-21,广东资金买入，成功率63.33%,2.61,10.1266,716863.02,2153208.6,1436345.58,3589554.18,4320601,16.591743139438,83.079973827715,1.3017,4596914902.58,日涨幅偏离值达到7%的前5只证券,,,,
23,300016,北陆药业,2026-08-21,1家机构买入，成功率45.61%,10.44,20.0,164534014.02,265126262.2,100592248.18,365718510.38,1230292514,13.373568655235,29.726142865891,22.6537,5868990207.72,日涨幅达到15%的前5只证券,,,,
24,300142,沃森生物,2026-08-21,3家机构买入，成功率40.03%,16.1,6.4815,506112365.36,1217288510.42,711176145.06,1928464655.48,8179433603,6.187621171891,23.576995047343,32.2905,25391922685.5,日换手率达到30%的前5只证券,,,,
25,300189,神农种业,2026-08-21,4家机构卖出，成功率9.78%,5.59,-11.8297,-37531622.81,142969012.8,180500635.61,323469648.41,1509844224,-2.485794376228,21.424041187046,30.1327,4954139870.16,日换手率达到30%的前5只证券,,,,
26,300214,日科化学,2026-08-21,4家机构买入，成功率43.99%,12.9,20.0,75048757.0,148356808.0,73308051.0,221664859.0,790411158,9.494901006952,28.044247194193,14.1696,5997243720.6,日涨幅达到15%的前5只证券,,,,
27,300615,欣天科技,2026-08-21,1家机构卖出，成功率40.59%,16.15,-2.2989,29619061.66,98544816.3,68925754.64,167470570.94,918089575,3.226162508163,18.241201675773,33.5964,2472359297.45,日换手率达到30%的前5只证券,,,,
28,300716,*ST泉为,2026-08-21,1家机构买入，成功率38.89%,19.03,17.6143,10034458.99,21894912.99,11860454.0,33755366.99,105549785,9.506849293914,31.98051705174,3.6566,3045180600.0,日涨幅达到15%的前5只证券,,,,
29,300839,博汇股份,2026-08-21,3家机构买入，成功率28.15%,12.47,20.0192,30115318.37,64074350.43,33959032.06,98033382.49,225948952,13.32837267154,43.38740304934,6.7416,3531272033.06,日涨幅达到15%的前5只证券,,,,
