序号,营业部名称,上榜后1天-买入次数,上榜后1天-平均涨幅,上榜后1天-上涨概率,上榜后2天-买入次数,上榜后2天-平均涨幅,上榜后2天-上涨概率,上榜后3天-买入次数,上榜后3天-平均涨幅,上榜后3天-上涨概率,上榜后5天-买入次数,上榜后5天-平均涨幅,上榜后5天-上涨概率,上榜后10天-买入次数,上榜后10天-平均涨幅,上榜后10天-上涨概率
26,国新证券北京分公司,117,0.981815237265,52.136752136752,115,0.049053062174,46.95652173913,114,0.007515252456,52.631578947368,107,1.177203189439,50.467289719626,94,0.115799481064,43.617021276596
27,国泰海通证券上海长宁区江苏路证券营业部,112,1.813471320179,59.821428571429,105,1.577786256,59.047619047619,102,1.58297207451,51.960784313726,102,1.952048143824,50.980392156863,95,2.286373183579,46.315789473684
28,国泰海通证券南京太平南路证券营业部,100,0.9595894478,50.0,100,1.1586105331,46.0,99,0.640098792828,43.434343434343,95,1.094248896947,47.368421052632,84,2.050274077976,46.428571428571
29,国泰海通证券北京知春路证券营业部,99,1.726223047677,58.585858585859,98,2.328809057041,60.204081632653,96,2.543756625938,53.125,95,2.784074861263,52.631578947368,87,2.333071331379,50.574712643678
30,平安证券浙江分公司,98,0.921944527245,48.979591836735,98,0.400988672959,44.897959183674,97,-0.632712270515,43.298969072165,95,-1.377331555158,45.263157894737,93,-4.488454285054,33.333333333333
31,平安证券杭州曙光路证券营业部,96,0.997255264583,53.125,95,1.230279768842,51.578947368421,92,0.34005458,43.478260869565,88,-0.238812336364,42.045454545455,85,0.433707205412,37.647058823529
32,国泰海通证券上海松江区中山东路证券营业部,82,2.542574968659,60.975609756098,81,3.073404644074,61.728395061728,80,2.15370129875,55.0,77,1.731832918571,51.948051948052,62,2.611947359839,40.322580645161
33,国泰海通证券上海自贸试验区第二分公司,79,1.392299785316,54.430379746835,78,2.418167929744,52.564102564103,78,2.451916296923,52.564102564103,78,0.46749869359,50.0,71,2.872313761268,46.478873239437
34,国泰海通证券上海分公司,77,2.096692174156,58.441558441558,77,3.527675014935,63.636363636364,77,3.816341811948,64.935064935065,77,5.62373695013,63.636363636364,75,6.4739864088,58.666666666667
35,东方财富证券拉萨东城区江苏大道证券营业部,77,-1.809070058571,36.363636363636,74,-2.520233680135,33.783783783784,73,-3.227048376575,34.246575342466,69,-5.217832574783,36.231884057971,62,-2.252382312258,38.709677419355
36,中泰证券常州惠国路证券营业部,77,-0.232964100519,38.961038961039,75,-0.5881956612,44.0,72,-1.757016720417,37.5,66,-3.206566637121,31.818181818182,60,-5.181402688333,30.0
37,国泰海通证券成都北一环路证券营业部,74,1.769755625541,58.108108108108,74,2.326372616622,59.45945945946,73,1.613075792055,56.164383561644,73,0.793358658219,50.684931506849,71,1.155621104789,40.845070422535
38,中信建投证券北京东城分公司,68,0.739409875588,47.058823529412,68,1.845113605147,39.705882352941,68,5.016784406912,44.117647058824,66,4.243897628182,42.424242424242,64,6.028551316094,43.75
39,华鑫证券上海宛平南路证券营业部,67,0.312869301493,46.268656716418,66,0.260090030303,43.939393939394,66,0.096922055303,39.393939393939,62,-0.350652121452,40.322580645161,62,0.145962728548,43.548387096774
40,招商证券深圳益田路免税商务大厦证券营业部,65,0.823348567692,53.846153846154,63,-0.842941878095,41.269841269841,63,-1.852082723968,34.920634920635,60,-2.457614624667,41.666666666667,54,-3.155077683704,38.888888888889
41,开源证券西安西大街证券营业部,63,0.79973277254,47.619047619048,63,0.73585096381,49.206349206349,63,0.837126250159,50.793650793651,63,-0.029830283175,47.619047619048,59,-0.730766970508,40.677966101695
42,华泰证券深圳益田路荣超商务中心证券营业部,52,-1.217672598077,38.461538461539,51,-2.107551207255,35.294117647059,47,-2.792141905745,34.042553191489,46,-3.117740547609,39.130434782609,42,-4.303473691667,38.095238095238
43,中信证券浙江分公司,51,-1.078548816078,39.21568627451,50,-1.9206954214,36.0,50,-2.9873737888,34.0,50,-5.0456612226,34.0,43,-7.033290554186,25.581395348837
44,国新证券北京中关村大街证券营业部,50,0.0333104388,42.0,49,0.834460021837,42.857142857143,49,2.214923207551,51.020408163265,48,2.420449333125,52.083333333333,38,1.061112790526,44.736842105263
45,国信证券北京分公司,46,0.589793223261,52.173913043478,44,0.813088536591,47.727272727273,44,1.701096608182,47.727272727273,42,2.227803055714,50.0,36,0.171469774167,50.0
46,东亚前海证券上海分公司,44,1.308587023864,47.727272727273,44,0.939075621136,43.181818181818,44,0.540536192045,36.363636363636,44,2.763175847045,43.181818181818,41,3.485160826341,48.780487804878
47,东亚前海证券深圳分公司,42,2.084736445952,52.380952380952,41,3.50386638878,53.658536585366,41,3.043745768049,48.780487804878,41,1.203085133171,51.219512195122,38,-0.056037814737,34.21052631579
48,广发证券佛山顺德诚德路证券营业部,41,0.623822124634,43.90243902439,39,1.349339746154,46.153846153846,39,0.23792016641,43.589743589744,38,-1.351243327368,39.473684210526,35,-5.206767105429,22.857142857143
49,东莞证券南京分公司,41,0.190003686585,41.463414634146,39,0.62282620641,43.589743589744,39,1.173011068462,51.282051282051,35,2.154156535714,40.0,29,6.452487357931,34.48275862069
50,开源证券西安高新成章路证券营业部,41,2.04165958439,58.536585365854,41,1.44721048122,46.341463414634,41,0.753045970732,51.219512195122,40,0.1312515145,42.5,37,-3.217235392973,32.432432432432
51,东亚前海证券苏州分公司,40,1.1361864555,50.0,40,1.58201899825,50.0,40,0.54379752475,42.5,40,-0.83371727375,37.5,38,-3.212666002105,34.21052631579
52,中信证券杭州延安路证券营业部,39,1.032801117692,56.410256410256,39,0.376990903846,48.717948717949,39,-0.829210338462,35.897435897436,37,2.760012522973,56.756756756757,33,0.990074992727,45.454545454546
53,华鑫证券上海徐汇区瑞平路证券营业部,39,0.555693815385,43.589743589744,39,1.884296392564,41.025641025641,38,1.694046237895,36.842105263158,35,-0.515055053429,31.428571428571,31,-0.300636972258,32.258064516129
54,国盛证券宁波桑田路证券营业部,38,2.053063548158,63.157894736842,37,-0.133818292703,45.945945945946,36,-3.160674941667,41.666666666667,34,-5.683792276176,38.235294117647,34,-5.28010106,32.352941176471
55,东亚前海证券浙江分公司,37,1.480176441892,56.756756756757,37,3.449562257297,56.756756756757,36,4.314305650833,47.222222222222,36,5.329127397778,47.222222222222,34,5.850978227941,52.941176470588
56,国泰海通证券湛江万豪世家证券营业部,36,2.193990729444,66.666666666667,36,2.976763845556,63.888888888889,36,3.735908681389,55.555555555556,34,3.768172724118,55.882352941177,30,6.059910114,70.0
57,华鑫证券上海陆家嘴证券营业部,35,0.231411448,54.285714285714,35,0.143777151429,37.142857142857,34,-0.190092081176,44.117647058824,32,0.687814258438,43.75,27,5.577143461111,44.444444444444
58,东莞证券四川分公司,35,-0.287915139429,51.428571428571,34,-3.030123373529,32.352941176471,34,-4.190024522059,32.352941176471,32,-2.306264767188,37.5,28,-3.7130455075,46.428571428571
59,浙商证券杭州五星路证券营业部,35,1.232669967714,48.571428571429,35,1.521182959429,51.428571428571,35,2.204634024571,54.285714285714,35,1.816513967143,54.285714285714,32,3.72681668875,46.875
60,中国银河证券宜昌新世纪证券营业部,33,1.831238438788,54.545454545455,33,2.39408260303,54.545454545455,32,1.636910606563,59.375,31,1.288237463226,54.838709677419,29,2.840956285862,58.620689655172
61,国信证券深圳泰然九路证券营业部,33,-0.165908817576,45.454545454546,33,-0.682453342727,48.484848484849,33,-2.037981947576,39.393939393939,30,-1.469449439667,46.666666666667,25,-2.511454264,44.0
62,中国中金财富证券广州番禺东兴路证券营业部,32,-1.738088060313,34.375,32,-2.473451904688,28.125,31,-2.406302264194,25.806451612903,28,-5.031871820357,28.571428571429,21,-8.241448935714,23.809523809524
63,联储证券陕西分公司,31,0.483340279032,54.838709677419,28,-1.588093761429,32.142857142857,28,-2.908059750357,25.0,25,-1.6820274868,44.0,23,0.534005947826,52.173913043478
64,中国银河证券北京中关村大街证券营业部,31,-0.777315925161,41.935483870968,31,0.177459160645,48.387096774194,31,-0.674375516774,38.709677419355,31,-2.709305795161,48.387096774194,31,-2.364723109032,38.709677419355
65,华源证券江苏分公司,31,2.052687021935,61.290322580645,31,3.311325398387,58.064516129032,31,2.418441116774,51.612903225806,29,3.003446062759,51.724137931035,23,11.097576058696,56.521739130435
66,中国银河证券北京学院南路证券营业部,30,1.758729885667,50.0,30,-0.320715036333,46.666666666667,30,0.607272669667,46.666666666667,30,1.274401602333,46.666666666667,29,-1.363240895517,48.275862068966
67,华泰证券北京东三环北路证券营业部,30,-1.45484714,53.333333333333,30,-1.043546130667,46.666666666667,29,-3.449565504828,34.48275862069,28,-8.060838776071,35.714285714286,23,-5.606139424348,43.478260869565
68,东吴证券苏州西北街证券营业部,29,0.658454715517,51.724137931035,29,-0.57515667931,41.379310344828,29,-1.684212235172,37.931034482759,29,-1.838591558276,31.034482758621,27,-4.776476481852,40.740740740741
69,华泰证券上海武定路证券营业部,29,-1.261498789655,31.034482758621,29,-2.302332106897,31.034482758621,29,-2.161469751724,37.931034482759,29,-2.888252207931,37.931034482759,25,-4.997111876,32.0
70,广发证券郑州农业路证券营业部,27,0.077873902593,44.444444444444,26,-1.274090154615,34.615384615385,26,-1.131459765,38.461538461539,25,-0.3144192132,52.0,25,-0.7836457236,48.0
71,中泰证券宁波分公司,27,1.281682674074,48.148148148148,27,-1.108634538148,37.037037037037,27,-2.385354051852,29.62962962963,19,-1.246731264211,42.105263157895,14,-1.899864265714,28.571428571429
72,国盛证券杭州建设三路证券营业部,26,1.002910085385,46.153846153846,26,2.653084997692,53.846153846154,26,1.398449898077,50.0,26,-0.100170802692,42.307692307692,22,0.276591556818,36.363636363636
73,东方证券厦门仙岳路证券营业部,25,-1.2784937192,40.0,25,-1.2530823812,36.0,25,-2.0992954316,36.0,25,-1.9625364156,32.0,24,-3.426542959583,37.5
74,中信建投证券杭州庆春路证券营业部,24,3.548094550833,66.666666666667,24,4.878344860833,66.666666666667,24,4.161298463333,66.666666666667,24,4.367514082083,58.333333333333,22,3.6810674,45.454545454546
75,中国国际金融北京建国门外大街证券营业部,24,0.514022775833,62.5,24,2.36527838375,66.666666666667,24,1.655577425833,54.166666666667,23,1.970617221304,65.217391304348,22,-1.988948086364,54.545454545455
76,国泰海通证券深圳海岸城海德三道证券营业部,24,1.433843669583,58.333333333333,24,0.000482515,50.0,23,1.235898243913,52.173913043478,23,1.066241838696,52.173913043478,21,10.468827629048,47.619047619048
77,中信证券深圳滨海大道证券营业部,24,-0.449023150417,66.666666666667,24,-0.471202691667,50.0,24,-1.155925035833,41.666666666667,24,1.604998029167,58.333333333333,24,-1.639464771667,37.5
78,麦高证券北京分公司,24,-3.339325848333,25.0,23,-5.129103982174,21.739130434783,23,-7.314375221304,26.086956521739,22,-10.731462926818,18.181818181818,20,-16.075086988,0.0
79,国泰海通证券广州东风中路证券营业部,23,2.700591364348,65.217391304348,23,2.849509783913,65.217391304348,23,1.211442533043,47.826086956522,22,4.518627523182,54.545454545455,20,5.107130228,50.0
80,广发证券南京汉中路证券营业部,23,3.142177766522,65.217391304348,23,1.720039888261,47.826086956522,22,2.391038405909,54.545454545455,21,-0.22931254,42.857142857143,20,-5.4619929045,45.0
81,华泰证券宁波柳汀街证券营业部,23,-2.191163017391,21.739130434783,23,-3.617007138261,13.04347826087,20,-5.2935533355,25.0,13,3.762502977692,38.461538461539,5,-1.464052288,40.0
82,国金证券上海静安区南京西路证券营业部,23,0.10679002087,39.130434782609,23,-0.532208017391,47.826086956522,23,-1.205071140435,30.434782608696,22,-2.492642801818,36.363636363636,22,-3.053939808636,40.909090909091
83,华泰证券辽宁分公司,23,-0.84544845087,34.782608695652,23,-1.752075382174,26.086956521739,23,-3.211577165652,34.782608695652,23,-5.10743090913,34.782608695652,23,-6.230949386087,26.086956521739
84,东北证券佛山分公司,23,1.426366184783,60.869565217391,23,3.041279767391,60.869565217391,23,1.504085163043,47.826086956522,21,2.13775715,52.380952380952,20,8.4127948095,55.0
85,国投证券深圳红荔西路证券营业部,22,0.834963996364,40.909090909091,22,4.767602997727,68.181818181818,22,4.698687773182,54.545454545455,22,-0.611804977727,36.363636363636,20,0.1317441575,35.0
86,长江证券上海分公司,22,7.464355571364,81.818181818182,22,11.043249036364,77.272727272727,22,10.695326791818,68.181818181818,22,13.757502135909,77.272727272727,20,21.8672845945,60.0
87,中信证券北京天通苑证券营业部,21,-2.110783680476,42.857142857143,20,-3.010278224,40.0,18,-3.296058254444,38.888888888889,15,-4.861463311333,46.666666666667,10,-7.411332022,30.0
88,国金证券深圳湾一号证券营业部,20,1.7320639195,55.0,20,0.1257026,40.0,19,-0.472818734211,42.105263157895,17,-2.456612044118,47.058823529412,15,-5.273180436667,33.333333333333
89,华泰证券苏州吴中大道证券营业部,20,0.678390031,50.0,20,-0.1372490275,50.0,20,-1.052044572,45.0,19,-2.198410834737,36.842105263158,17,-11.552969570588,23.529411764706
90,国信证券北京朝阳门证券营业部,20,0.1815734605,45.0,18,0.237448300556,38.888888888889,18,-0.919900048889,44.444444444444,17,-0.422566169412,52.941176470588,16,0.29850197125,43.75
91,国泰海通证券三亚迎宾路证券营业部,20,1.897099398,60.0,20,4.077786342,75.0,19,4.234574136842,78.947368421053,18,5.136612642778,66.666666666667,16,-0.406940315,50.0
92,中国银河证券三亚迎宾路证券营业部,19,-0.376659257895,36.842105263158,19,2.425369700526,52.631578947368,19,4.742382386842,57.894736842105,19,3.952842150526,47.368421052632,17,3.178564470588,52.941176470588
93,浙商证券宁波分公司,19,-0.335665658421,31.578947368421,18,1.795768036667,55.555555555556,17,3.338784849412,47.058823529412,16,4.54629804125,50.0,15,11.311439242667,60.0
94,华鑫证券上海徐汇区云锦路证券营业部,18,3.728064301667,72.222222222222,18,5.072759282778,72.222222222222,18,6.477189017778,66.666666666667,18,8.2157716,83.333333333333,18,13.770217616667,77.777777777778
95,华泰证券上海普陀区江宁路证券营业部,18,2.700028652778,50.0,18,1.937621058889,38.888888888889,17,2.359926101176,47.058823529412,16,2.02689724125,50.0,11,4.194958044545,72.727272727273
96,广发证券杭州富春路证券营业部,18,1.539366167222,38.888888888889,18,0.623334851667,33.333333333333,18,0.081350547778,50.0,18,0.804704693333,44.444444444444,18,2.223913008889,61.111111111111
97,广发证券广州马场路广发证券大厦证券营业部,18,0.204085626111,50.0,18,0.050266870556,50.0,18,-0.267599915556,55.555555555556,17,2.140124792353,64.705882352941,16,1.3329396425,56.25
98,华泰证券深圳前海证券营业部,18,1.130767161667,55.555555555556,18,0.116719115556,33.333333333333,18,-0.459658767222,27.777777777778,18,2.752580580556,38.888888888889,17,13.343658618824,35.294117647059
99,招商证券上海世纪大道证券营业部,17,-0.949351694706,41.176470588235,16,-2.72645292625,37.5,16,-2.40958753875,31.25,13,-2.773458633846,23.076923076923,9,-15.890018937778,11.111111111111
100,中信证券东阳吴宁西路证券营业部,17,2.231005244118,47.058823529412,17,3.075414636471,58.823529411765,17,3.885096231765,58.823529411765,17,1.388593198824,41.176470588235,16,-3.58191556875,18.75
101,申万宏源证券上海闵行区东川路证券营业部,17,-6.734895518824,41.176470588235,17,-9.955946247059,35.294117647059,17,-12.793818311177,23.529411764706,17,-12.626453332353,23.529411764706,17,-9.528987327059,41.176470588235
102,平安证券深圳深南东路罗湖商务中心证券营业部,17,-4.032172115294,29.411764705882,17,-6.103113665294,23.529411764706,17,-7.934928378824,11.764705882353,17,-9.669078603529,29.411764705882,15,-14.376307545333,13.333333333333
103,东方证券无锡梁清路证券营业部,17,1.09693134,58.823529411765,17,2.293604278235,64.705882352941,17,2.35297201,64.705882352941,16,5.55500731,62.5,15,4.917519627333,46.666666666667
104,东海证券福州长乐北路证券营业部,17,3.816632846471,64.705882352941,16,5.772315975,68.75,15,5.246130615333,60.0,14,-0.176039917857,50.0,14,1.684234944286,50.0
105,联储证券宁波分公司,17,1.885197303529,58.823529411765,16,5.171577335625,62.5,16,4.87457898375,68.75,15,9.816478998667,80.0,14,12.842903818571,64.285714285714
106,平安证券江苏分公司,16,-2.921018266875,37.5,15,-4.383090548667,40.0,15,-7.860863338667,26.666666666667,14,-10.583151872143,42.857142857143,10,-7.226716879,20.0
107,平安证券上海分公司,16,-4.025256099375,12.5,15,-7.388895782,13.333333333333,13,-6.496673299231,23.076923076923,11,-6.237264777273,27.272727272727,7,-6.479213405714,28.571428571429
108,华泰证券北京月坛南街证券营业部,16,2.22066529875,62.5,16,1.4424996725,50.0,16,-1.07688908875,43.75,16,-0.1002936175,50.0,16,-2.694589133125,43.75
109,东方证券深圳金田路证券营业部,16,3.05264292875,68.75,16,3.359032325,56.25,16,5.0001587175,62.5,16,2.438174043125,68.75,15,6.723300294,53.333333333333
110,东北证券武汉香港路证券营业部,16,-1.891887474375,31.25,16,-1.885703810625,37.5,16,-3.324386505,43.75,14,-6.966868795714,28.571428571429,14,-6.17351336,35.714285714286
111,华泰证券上海浦东新区世纪大道证券营业部,16,2.0855973125,50.0,16,0.83782231875,50.0,16,1.571172095625,50.0,14,3.510426528571,57.142857142857,10,2.35362253,50.0
112,中信证券深圳分公司,16,0.062316636875,37.5,16,-0.7714501125,43.75,16,0.708817078125,50.0,15,1.723747636667,46.666666666667,13,-1.771341682308,38.461538461539
113,国金证券北京崇文门外大街证券营业部,16,4.951855399375,68.75,16,7.18207937125,62.5,16,6.546268145,43.75,16,3.903133073125,50.0,16,-3.787927381875,37.5
114,国泰海通证券重庆观音桥步行街证券营业部,16,0.61740949125,50.0,16,1.22051352,56.25,16,0.7561428125,56.25,15,-4.482372417333,46.666666666667,12,6.781559580833,50.0
115,东方财富证券上海东方路证券营业部,15,2.182223033333,53.333333333333,15,0.464389827333,26.666666666667,14,1.118338455,35.714285714286,13,2.713557876923,53.846153846154,11,-4.985431839091,36.363636363636
116,平安证券深圳分公司,15,1.087219393333,46.666666666667,15,1.877347160667,53.333333333333,15,3.445904532667,60.0,14,7.431430504286,50.0,14,-4.516778669286,35.714285714286
117,中国银河证券北京陶然桥证券营业部,15,-1.094083894667,40.0,14,-3.506434001429,21.428571428571,13,-7.109364315385,23.076923076923,13,-1.555533303077,30.769230769231,10,10.265307893,50.0
118,中信证券北京分公司,15,-0.289711032,46.666666666667,15,-3.028266101333,26.666666666667,12,-5.269755726667,16.666666666667,11,-8.425075245455,9.090909090909,6,-18.182338783333,0.0
119,华泰证券江西分公司,15,-0.153012422667,46.666666666667,15,-1.920261284667,40.0,15,-3.63859523,33.333333333333,14,-6.94595283,35.714285714286,13,-7.3643371,23.076923076923
120,东吴证券苏州相城大道证券营业部,15,-0.043993658,33.333333333333,14,1.669805719286,50.0,14,2.730997220714,50.0,14,0.514521261429,50.0,10,5.104095497,60.0
121,爱建证券上海浦东新区前滩大道证券营业部,15,2.237484776667,60.0,15,4.059097166667,73.333333333333,14,6.582504117857,50.0,14,10.368446145,71.428571428571,14,9.331380761429,57.142857142857
122,国新证券海南分公司,15,0.329047146667,40.0,14,1.048019547857,35.714285714286,14,-0.744468082143,35.714285714286,14,-2.868417727143,35.714285714286,14,-9.328760117857,28.571428571429
123,东方证券成都万象南路证券营业部,15,0.31449955,46.666666666667,15,0.641410879333,60.0,15,-1.098895897333,33.333333333333,15,-0.111813298,33.333333333333,15,5.467275484,53.333333333333
124,平安证券宁波海晏北路证券营业部,14,0.083728935714,35.714285714286,14,-2.561441877143,28.571428571429,14,-2.727849358571,28.571428571429,14,-3.793141488571,28.571428571429,14,-10.844713696429,28.571428571429
125,甬兴证券宁波和源路证券营业部,14,2.857369797143,71.428571428571,14,0.542700387857,50.0,14,-0.336340302143,35.714285714286,13,-0.299705697692,38.461538461539,13,1.36143292,30.769230769231
126,华鑫证券佛山南海海五路证券营业部,14,2.749090885714,57.142857142857,14,6.633124900714,78.571428571429,14,6.460858709286,71.428571428571,14,6.846434838571,71.428571428571,12,3.383813434167,66.666666666667
127,东莞证券常熟东南大道证券营业部,14,0.180853092143,42.857142857143,14,0.694715127857,50.0,14,-2.941920718571,42.857142857143,13,-4.64827377,30.769230769231,12,-5.993360124167,25.0
128,国泰海通证券上海浦东新区福山路证券营业部,14,2.744120180714,64.285714285714,13,2.839840320769,69.230769230769,13,1.586357041538,46.153846153846,12,4.123632405833,83.333333333333,12,6.270109181667,66.666666666667
129,国泰海通证券北京方庄路证券营业部,14,-1.030818800714,35.714285714286,14,-2.413668656429,35.714285714286,14,-5.270544657857,28.571428571429,14,-7.851113585,28.571428571429,14,0.017408252143,28.571428571429
130,国泰海通证券上海徐汇区宜山路证券营业部,14,1.649011481429,64.285714285714,14,1.888414622143,50.0,14,1.329016522143,35.714285714286,14,-0.306169230714,50.0,14,2.044742117857,50.0
131,中信证券上海溧阳路证券营业部,14,-1.409211960714,35.714285714286,14,-2.235782010714,21.428571428571,14,-1.419699477857,35.714285714286,13,0.063125236154,46.153846153846,13,-4.231768412308,46.153846153846
132,金融街证券沈阳奉天街证券营业部,14,3.609079512143,85.714285714286,14,3.481173643571,78.571428571429,14,1.631994605,50.0,12,-0.24227176,33.333333333333,7,-0.413922985714,57.142857142857
133,东吴证券上海西藏南路证券营业部,14,-1.442843081429,21.428571428571,14,-2.715977649286,14.285714285714,13,-3.434654691538,23.076923076923,12,-1.872555656667,33.333333333333,7,-7.207822847143,28.571428571429
134,华泰证券深圳深南大道基金大厦证券营业部,14,-1.638660545714,57.142857142857,14,-1.527662137857,50.0,14,0.332283535714,50.0,14,7.707544381429,57.142857142857,12,10.0354995725,75.0
135,华泰证券深圳深南大道证券营业部,14,-1.508405206429,35.714285714286,13,-2.776172816154,38.461538461539,13,-2.086107446154,23.076923076923,12,0.0896135925,41.666666666667,9,6.593389785556,55.555555555556
136,广发证券广州寺右新马路证券营业部,14,-3.109136705714,21.428571428571,14,-4.032909059286,28.571428571429,13,-3.177266475385,30.769230769231,13,-1.771641738462,38.461538461539,10,-9.357668431,10.0
137,国信证券浙江分公司,14,-1.703107511429,42.857142857143,14,-5.979696532143,42.857142857143,14,-7.284425026429,42.857142857143,13,-5.377160836923,46.153846153846,11,-15.113412005455,18.181818181818
138,兴业证券湖北分公司,14,2.243447169286,42.857142857143,13,-0.246008136923,38.461538461539,13,0.510442351538,38.461538461539,11,1.540820172727,36.363636363636,6,0.366850693333,33.333333333333
139,华源证券深圳分公司,14,5.812415187143,85.714285714286,13,7.794995976154,69.230769230769,13,8.133742378462,69.230769230769,12,8.865172635,83.333333333333,12,7.847451430833,83.333333333333
