序号,营业部名称,上榜后1天-买入次数,上榜后1天-平均涨幅,上榜后1天-上涨概率,上榜后2天-买入次数,上榜后2天-平均涨幅,上榜后2天-上涨概率,上榜后3天-买入次数,上榜后3天-平均涨幅,上榜后3天-上涨概率,上榜后5天-买入次数,上榜后5天-平均涨幅,上榜后5天-上涨概率,上榜后10天-买入次数,上榜后10天-平均涨幅,上榜后10天-上涨概率
140,东吴证券嘉兴中山西路证券营业部,5,0.580452938,80.0,4,-1.6277131875,50.0,4,-6.02539019,25.0,4,-11.5388788225,25.0,2,23.630243515,100.0
141,广发证券九江长虹大道证券营业部,5,-1.092645282,40.0,4,-4.7215210225,25.0,4,-4.328223055,25.0,4,-9.2942155925,0.0,4,-5.57521755,25.0
142,国金证券上海浦东新区云鹃北路证券营业部,5,4.50592848,80.0,5,6.93173886,100.0,5,8.46963675,60.0,5,7.093484196,40.0,1,-21.19714443,0.0
143,国泰海通证券上海浦东新区福山路证券营业部,5,0.452643054,60.0,4,-0.835884995,50.0,4,-0.0010544325,25.0,3,4.341824596667,100.0,3,2.78021212,66.666666666667
144,申万宏源证券南通分公司,5,2.5,40.0,4,-2.7777777775,0.0,4,0.17361111,25.0,3,-1.712962963333,33.333333333333,1,0.0,0.0
145,国元证券上海虹桥路证券营业部,5,0.307035814,40.0,5,-3.885471192,20.0,5,-4.478194188,20.0,5,-9.16629186,40.0,4,-17.9260994625,0.0
146,广发证券郑州农业路证券营业部,5,0.851134464,60.0,4,4.3568318075,75.0,4,2.9867427775,50.0,3,4.974799883333,66.666666666667,3,13.976424426667,66.666666666667
147,国信证券上海分公司,5,0.654543772,20.0,5,1.022244748,20.0,5,0.71358577,20.0,4,-0.0743607175,50.0,2,-12.87958115,0.0
148,上海证券徐汇区高安路证券营业部,5,-3.803691896,40.0,5,-4.09952402,40.0,5,-2.469799346,40.0,4,-9.1363047275,25.0,3,-14.008506656667,33.333333333333
149,国泰海通证券上海长宁区天山路证券营业部,5,-1.062420368,20.0,5,3.500638958,60.0,4,-4.0627839675,0.0,4,-1.778072985,25.0,2,-9.23783066,0.0
150,兴业证券武汉新华路证券营业部,5,-5.070562512,20.0,4,-1.590141125,25.0,4,-3.940568475,0.0,3,-3.98878306,33.333333333333,1,8.10810811,100.0
151,华泰证券北京月坛南街证券营业部,5,3.03093497,80.0,5,-1.425043104,20.0,5,-5.296408546,20.0,5,-1.965378344,40.0,5,-0.922374712,60.0
152,中国中金财富证券中山博爱五路证券营业部,5,-3.40696324,20.0,4,-5.522546795,0.0,4,-7.4127906975,25.0,3,-9.8459066,33.333333333333,1,-25.0,0.0
153,招商证券上海长宁区娄山关路证券营业部,5,2.895777628,60.0,5,6.443753944,60.0,4,13.08874992,50.0,3,26.933456306667,100.0,0,0.0,0.0
154,光大证券上海淮海中路证券营业部,5,-1.781525402,20.0,5,-2.332484712,60.0,5,-5.076827626,20.0,4,-10.938615065,0.0,4,-11.9166877375,25.0
155,国泰海通证券深圳海岸城海德三道证券营业部,5,3.23262845,60.0,5,6.221455352,80.0,4,5.2379380275,75.0,4,4.80082423,50.0,2,25.412056245,100.0
156,东北证券宁波甬江大道证券营业部,5,-5.661092228,20.0,5,-10.296226382,0.0,5,-13.144051354,0.0,4,-16.9964037275,0.0,2,-20.19303894,0.0
157,广发证券广州马场路广发证券大厦证券营业部,5,-2.740441166,40.0,5,-8.494637054,20.0,5,-12.745185182,20.0,4,-9.0675406175,25.0,3,-11.814399813333,33.333333333333
