序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000523,红棉股份,2026-09-14,主力做T，成功率36.18%,3.61,-9.9751,-28726900.0,108158073.8,136884973.8,245043047.6,1105937043,-2.597516755753,22.157052171369,16.8575,6479293174.94,日跌幅偏离值达到7%的前5只证券,-9.97229917,-9.41828255,-2.21606648,
2,000636,风华高科,2026-09-14,4家机构买入，成功率28.67%,58.9,5.1974,283486555.19,3843313035.69,3559826480.5,7403139516.19,27408111647,1.034316259512,27.010760943833,19.1456,67587159174.1,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.35993209,-0.54329372,0.5942275,
3,000759,中百集团,2026-09-14,主力做T，成功率37.05%,7.5,-7.7491,-41386905.34,181391518.4,222778423.74,404169942.14,1871639240,-2.211265101495,21.594436230136,36.4355,4917795187.5,日换手率达到20%的前5只证券,-10.0,-16.4,-8.93333333,
4,000823,超声电子,2026-09-14,主力做T，成功率46.61%,22.63,10.0146,273388982.55,591301672.08,317912689.53,909214361.61,2490848829,10.97573563546,36.502189575873,19.2517,13463314939.21,日涨幅偏离值达到7%的前5只证券,5.61201944,11.00309324,11.35660627,
5,000911,*ST广糖,2026-09-14,主力做T，成功率28.38%,5.42,-9.3645,10070238.41,69423115.9,59352877.49,128775993.39,498619628,2.019623345032,25.826499030239,6.0406,2169733413.56,连续三个交易日内，跌幅偏离值累计达到20%的证券,-6.64206642,-7.19557196,-1.10701107,
6,000930,中粮科技,2026-09-14,2家机构卖出，成功率37.20%,5.29,-10.034,-40116820.71,64853095.17,104969915.88,169823011.05,810369964,-4.950432826012,20.956232164844,8.1564,9819842695.43,日跌幅偏离值达到7%的前5只证券,-6.04914934,-5.29300567,2.268431,
7,000978,桂林旅游,2026-09-14,1家机构买入，成功率49.14%,10.86,10.0304,40917514.26,144240313.82,103322799.56,247563113.38,1690317684,2.420699649972,14.645951806773,33.7189,5083800174.18,日涨幅偏离值达到7%的前5只证券,-10.03683241,-19.06077348,-22.74401473,
8,000978,桂林旅游,2026-09-14,1家机构买入，成功率49.14%,10.86,10.0304,40917514.26,144240313.82,103322799.56,247563113.38,1690317684,2.420699649972,14.645951806773,33.7189,5083800174.18,日换手率达到20%的前5只证券,-10.03683241,-19.06077348,-22.74401473,
9,000980,众泰汽车,2026-09-14,主力做T，成功率27.45%,2.33,9.9057,49656141.62,359176595.08,309520453.46,668697048.54,2402209660,2.06710273657,27.836747960626,10.2788,11748992004.87,连续三个交易日内，涨幅偏离值累计达到20%的证券,-3.00429185,-7.72532189,-3.86266094,
10,000993,闽东电力,2026-09-14,普通席位买入，成功率34.63%,15.27,10.0144,129739914.33,266721947.25,136982032.92,403703980.17,1511076875,8.585924149623,26.716309861469,12.2516,6992918717.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01964637,21.021611,33.79174853,
11,001232,嘉立创,2026-09-14,3家机构买入，成功率34.71%,197.68,8.3297,436100574.33,916035943.0,479935368.67,1395971311.67,3589415560,12.149626228566,38.891326131934,27.0798,8738750606.32,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.95609065,-1.86665318,-2.10946985,
12,001896,豫能控股,2026-09-14,1家机构买入，成功率45.24%,12.99,9.9915,351141738.64,479114083.48,127972344.84,607086428.32,2170406142,16.178618915832,27.971097969737,11.0835,19819899476.7,日涨幅偏离值达到7%的前5只证券,-3.77213241,-4.77290223,-6.62047729,
13,002161,远望谷,2026-09-14,1家机构卖出，成功率33.38%,7.24,-9.9502,-51538027.36,75612016.0,127150043.36,202762059.36,794546822,-6.486468252465,25.519208402296,14.2012,5354771694.0,日跌幅偏离值达到7%的前5只证券,-9.94475138,-0.96685083,-1.10497238,
14,002161,远望谷,2026-09-14,1家机构卖出，成功率33.38%,7.24,-9.9502,-51538027.36,75612016.0,127150043.36,202762059.36,794546822,-6.486468252465,25.519208402296,14.2012,5354771694.0,日振幅值达到15%的前5只证券,-9.94475138,-0.96685083,-1.10497238,
15,002172,澳洋健康,2026-09-14,主力做T，成功率28.04%,5.02,10.0877,96488057.6,208110093.0,111622035.4,319732128.4,1165320728,8.279957206768,27.437264327113,31.5122,3841006464.6,日换手率达到20%的前5只证券,-2.58964143,1.79282869,15.73705179,
16,002552,宝鼎科技,2026-09-14,2家机构买入，成功率41.64%,54.0,8.0,265483780.07,681094260.19,415610480.12,1096704740.31,2902361269,9.14716520323,37.786637798122,14.9391,19899177606.0,日振幅值达到15%的前5只证券,0.37037037,3.38888889,0.2037037,
17,002560,通达股份,2026-09-14,1家机构买入，成功率33.69%,7.57,10.0291,97167060.12,235833322.52,138666262.4,374499584.92,1128324626,8.611622744109,33.190765874501,12.4232,4794429068.6,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.98150594,-1.71730515,-1.18890357,
18,002579,中京电子,2026-09-14,1家机构买入，成功率43.15%,18.79,10.0117,280625018.47,597509024.21,316884005.74,914393029.95,2637352990,10.640404205809,34.670862543508,25.4909,10962804849.03,日涨幅偏离值达到7%的前5只证券,-1.01117616,4.57690261,3.56572645,
19,002579,中京电子,2026-09-14,1家机构买入，成功率43.15%,18.79,10.0117,280625018.47,597509024.21,316884005.74,914393029.95,2637352990,10.640404205809,34.670862543508,25.4909,10962804849.03,日振幅值达到15%的前5只证券,-1.01117616,4.57690261,3.56572645,
20,002585,双星新材,2026-09-14,主力做T，成功率27.85%,10.96,10.0402,219720106.93,406040406.53,186320299.6,592360706.13,2144036635,10.247964206544,27.628292187741,11.4473,9717045996.48,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.03649635,11.04014599,15.96715328,
21,002743,ST富煌,2026-09-14,1家机构买入，成功率13.78%,5.41,6.4961,-2875347.75,65878752.45,68754100.2,134632852.65,509443803,-0.564409211196,26.427419836531,6.5198,2351028990.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.98151571,-2.40295749,-4.43622921,
22,002790,瑞尔特,2026-09-14,2家机构卖出，成功率40.02%,8.38,-9.9893,-73501105.76,80810651.24,154311757.0,235122408.24,694541217,-10.582684506109,33.852909299694,30.6264,2184645050.0,日振幅值达到15%的前5只证券,-10.02386635,-15.75178998,-21.24105012,
23,002790,瑞尔特,2026-09-14,2家机构卖出，成功率40.02%,8.38,-9.9893,-73501105.76,80810651.24,154311757.0,235122408.24,694541217,-10.582684506109,33.852909299694,30.6264,2184645050.0,日跌幅偏离值达到7%的前5只证券,-10.02386635,-15.75178998,-21.24105012,
24,002790,瑞尔特,2026-09-14,2家机构卖出，成功率40.02%,8.38,-9.9893,-73501105.76,80810651.24,154311757.0,235122408.24,694541217,-10.582684506109,33.852909299694,30.6264,2184645050.0,日换手率达到20%的前5只证券,-10.02386635,-15.75178998,-21.24105012,
25,002848,高斯贝尔,2026-09-14,2家机构卖出，成功率33.33%,14.73,-3.3465,-24573110.12,73101805.0,97674915.12,170776720.12,792106788,-3.10224713287,21.559810205793,30.4922,2436649282.53,日换手率达到20%的前5只证券,1.35777325,2.44399185,5.43109301,
26,002897,意华股份,2026-09-14,3家机构买入，成功率39.04%,71.39,10.0,321916129.8,559054639.66,237138509.86,796193149.52,1621049895,19.858496076705,49.115894086653,13.2549,13161331041.32,日涨幅偏离值达到7%的前5只证券,5.04272307,0.53228744,-1.21865808,
27,002897,意华股份,2026-09-14,3家机构买入，成功率39.04%,71.39,10.0,321916129.8,559054639.66,237138509.86,796193149.52,1621049895,19.858496076705,49.115894086653,13.2549,13161331041.32,日振幅值达到15%的前5只证券,5.04272307,0.53228744,-1.21865808,
28,002909,集泰股份,2026-09-14,3家机构卖出，成功率48.41%,6.74,-10.0134,6511491.53,79308214.26,72796722.73,152104936.99,665584836,0.978311280217,22.852824878661,25.6547,2564080561.42,日跌幅偏离值达到7%的前5只证券,-6.08308605,-3.41246291,1.92878338,
29,300010,ST豆神,2026-09-14,西藏自治区资金卖出，成功率10.77%,4.49,-16.8519,-42406566.05,73542633.98,115949200.03,189491834.01,1229039787,-3.450381875229,15.417876297767,14.9877,7349117024.57,日跌幅达到15%的前5只证券,5.34521158,2.22717149,22.04899777,
30,300010,ST豆神,2026-09-14,西藏自治区资金卖出，成功率10.77%,4.49,-16.8519,-42406566.05,73542633.98,115949200.03,189491834.01,1229039787,-3.450381875229,15.417876297767,14.9877,7349117024.57,日振幅值达到30%的前5只证券,5.34521158,2.22717149,22.04899777,
31,300112,万讯自控,2026-09-14,4家机构买入，成功率39.02%,10.46,14.8189,91630308.6,188393602.67,96763294.07,285156896.74,937814406,9.770622845391,30.406538320974,34.0456,2821324661.06,日换手率达到30%的前5只证券,-1.43403442,-2.48565966,9.17782027,
32,300430,*ST益通,2026-09-14,普通席位买入，成功率34.36%,5.58,20.0,1246854.8,31145953.8,29899099.0,61045052.8,187001947,0.666760330576,32.644073379621,14.0021,1449986486.22,日涨幅达到15%的前5只证券,-6.4516129,-10.93189964,-11.64874552,
33,300903,科翔股份,2026-09-14,1家机构买入，成功率42.63%,108.3,20.0,889082291.99,1277195928.3,388113636.31,1665309564.61,3508513363,25.340712717987,47.46482034733,9.9331,38054426275.2,日涨幅达到15%的前5只证券,1.03416436,3.37026777,1.12650046,
34,301132,满坤科技,2026-09-14,1家机构买入，成功率37.21%,58.37,20.0041,52114637.99,229727464.79,177612826.8,407340291.59,898002257,5.803397216851,45.360720244827,17.513,5530017110.54,日涨幅达到15%的前5只证券,6.04762721,6.201816,8.37759123,
35,301520,万邦医药,2026-09-14,4家机构买入，成功率34.45%,63.6,20.0,61375959.62,130815820.86,69439861.24,200255682.1,749438168,8.189596185606,26.720774394826,38.7122,2079620974.8,日涨幅达到15%的前5只证券,6.63522013,7.24842767,29.52830189,
36,301520,万邦医药,2026-09-14,4家机构买入，成功率34.45%,63.6,20.0,61375959.62,130815820.86,69439861.24,200255682.1,749438168,8.189596185606,26.720774394826,38.7122,2079620974.8,日换手率达到30%的前5只证券,6.63522013,7.24842767,29.52830189,
37,301528,多浦乐,2026-09-14,3家机构买入，成功率20.76%,73.0,19.3786,34481166.22,154259341.45,119778175.23,274037516.68,406250176,8.487668007804,67.455359497494,12.4902,3376712309.0,日涨幅达到15%的前5只证券,-2.49315068,-3.75342466,2.79452055,
38,600088,中视传媒,2026-09-14,普通席位买入，成功率44.32%,14.74,10.0,1765614.81999999,110636637.85,108871023.03,219507660.88,856857044,0.206057105134,25.617769313687,10.7827,5862192336.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-2.03527815,2.10312076,0.47489824,
39,600108,亚盛集团,2026-09-14,普通席位卖出，成功率42.43%,4.26,-9.9366,-26972550.96,531608882.28,558581433.24,1090190315.52,7297120008,-0.369632826792,14.940008035017,21.27,8293858415.46,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-7.74647887,-7.04225352,2.58215962,
40,600127,金健米业,2026-09-14,买一主买，成功率48.58%,14.17,4.5756,23877185.14,347985398.44,324108213.3,672093611.74,3459998607,0.690092333901,19.424678679936,39.715,9094068199.06,有价格涨跌幅限制的日换手率达到20%的前五只证券,-10.02117149,-16.44318984,11.15031757,
41,600172,黄河旋风,2026-09-14,普通席位买入，成功率44.46%,16.53,9.98,585149185.9,837514315.82,252365129.92,1089879445.74,4892615601,11.959843846723,22.27600806238,23.7422,21229125390.24,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-1.02843315,0.72595281,-0.66545675,
42,600180,*ST瑞茂,2026-09-14,普通席位买入，成功率41.06%,1.89,9.8837,-10292141.85,19443683.0,29735824.85,49179507.85,216665527,-4.75024430167,22.698353785649,3.6547,2053725906.96,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-10.05291005,-10.05291005,-11.11111111,
43,600237,铜峰电子,2026-09-14,上海资金买入，成功率43.86%,9.84,6.7245,-13950651.86,341877025.7,355827677.56,697704703.26,2403805273,-0.580356987178,29.025009267462,20.0809,6146219422.8,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-2.33739837,-1.01626016,-2.43902439,
44,600354,敦煌种业,2026-09-14,卖一主卖，成功率42.19%,9.87,-10.0273,-18932444.35,131196688.74,150129133.09,281325821.83,987089999,-1.918005892997,28.500523976031,18.7986,5209406529.6,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-10.03039514,-10.23302938,5.97771023,
45,600359,新农开发,2026-09-14,卖一主卖，成功率45.52%,8.75,-9.9794,-18135250.0,45192000.0,63327250.0,108519250.0,210366100,-8.620804397667,51.585901911002,6.3003,3338237175.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.94285714,-13.37142857,-7.65714286,
46,600371,万向德农,2026-09-14,普通席位卖出，成功率41.30%,14.21,-3.8566,-31153638.55,103391669.6,134545308.15,237936977.75,1006295486,-3.095873824679,23.644842003197,24.6783,4157533380.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-9.00774103,0.07037298,15.34130894,
