序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000566,海南海药,2026-07-17,1家机构卖出，成功率36.99%,5.1,-10.0529,-61657753.27,143135601.0,204793354.27,347928955.27,1703510157,-3.619453222315,20.424237204592,23.89,6613351728.3,日振幅值达到15%的前5只证券,,,,
2,000676,智度股份,2026-07-17,主力做T，成功率29.65%,6.84,9.9678,-127094810.65,139144083.8,266238894.45,405382978.25,1722939795,-7.376625173952,23.528563181745,20.4241,8611755158.88,日涨幅偏离值达到7%的前5只证券,,,,
3,000722,湖南发展,2026-07-17,西藏自治区资金买入，成功率34.11%,13.83,10.0239,22445535.4,108405831.54,85960296.14,194366127.68,1273800713,1.762091602786,15.258754819052,11.8755,6419309040.06,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
4,000722,湖南发展,2026-07-17,买一主买，成功率35.43%,13.83,10.0239,37717831.8,76276067.62,38558235.82,114834303.44,730235196,5.16516212949,15.725659906428,11.8755,6419309040.06,日涨幅偏离值达到7%的前5只证券,,,,
5,000779,甘咨询,2026-07-17,2家机构买入，成功率13.49%,12.23,9.982,33258063.02,492687759.53,459429696.51,952117456.04,2766351141,1.202235772859,34.417809146811,21.5089,5684173851.15,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
6,000779,甘咨询,2026-07-17,2家机构买入，成功率18.88%,12.23,9.982,21566188.65,195738146.06,174171957.41,369910103.47,1187310257,1.816390326189,31.155302608491,21.5089,5684173851.15,日涨幅偏离值达到7%的前5只证券,,,,
7,001230,劲旅环境,2026-07-17,5家机构卖出，成功率25.55%,19.13,-1.6958,-123515.180000007,148680125.28,148803640.46,297483765.74,718943085,-0.017180105432,41.377929901085,19.4353,2103894023.14,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
8,001258,立新能源,2026-07-17,主力做T，成功率36.06%,8.27,9.9734,3237583.15000001,102539989.75,99302406.6,201842396.35,822710199,0.393526560621,24.533839083962,6.1497,7718586039.68,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
9,001365,天海电子,2026-07-17,4家机构卖出，成功率32.37%,40.0,-7.5145,-11268963.59,102398532.36,113667495.95,216066028.31,598311481,-1.883461031228,36.112632829454,25.2365,2300225840.0,日换手率达到20%的前5只证券,,,,
10,001388,信通电子,2026-07-17,普通席位买入，成功率46.10%,24.74,10.0044,54175118.96,150014909.7,95839790.74,245854700.44,1182066932,4.58308387566,20.798712305066,15.3007,3095433471.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
11,001388,信通电子,2026-07-17,普通席位买入，成功率45.10%,24.74,10.0044,61308271.0,92584347.9,31276076.9,123860424.8,457437342,13.402550550847,27.077025294538,15.3007,3095433471.28,日振幅值达到15%的前5只证券,,,,
12,002046,国机精工,2026-07-17,4家机构卖出，成功率11.43%,50.77,-7.354,-52987284.26,308061558.58,361048842.84,669110401.42,1440219242,-3.679112368088,46.458926662501,4.909,26917135993.83,日振幅值达到15%的前5只证券,,,,
13,002141,贤丰控股,2026-07-17,4家机构买入，成功率35.15%,6.04,2.1997,58923437.6,401831242.5,342907804.9,744739047.4,2372327772,2.483781469637,31.392755090168,36.7889,6238932219.92,日换手率达到20%的前5只证券,,,,
14,002310,东方新能,2026-07-17,主力做T，成功率13.53%,2.38,5.7778,-18409224.5,180262673.42,198671897.92,378934571.34,1399283940,-1.315617507909,27.080606051978,6.0475,10469642495.76,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
15,002365,永安药业,2026-07-17,2家机构卖出，成功率11.47%,12.6,-4.4006,-28370462.5,75887573.5,104258036.0,180145609.5,849386052,-3.340114007429,21.208920146007,26.3938,3090634684.2,日换手率达到20%的前5只证券,,,,
16,002396,星网锐捷,2026-07-17,1家机构买入，成功率38.78%,29.95,5.0509,271398545.21,1104802606.77,833404061.56,1938206668.33,5993682671,4.528076645151,32.337492235081,26.4314,22684582424.7,日换手率达到20%的前5只证券,,,,
17,002432,九安医疗,2026-07-17,主力做T，成功率33.41%,79.2,10.0,118247132.26,725401596.16,607154463.9,1332556060.06,3594431327,3.289731295512,37.072792295414,9.8105,36849567744.0,日涨幅偏离值达到7%的前5只证券,,,,
18,002632,道明光学,2026-07-17,主力做T，成功率28.84%,10.59,9.9688,31925897.0,170092306.0,138166409.0,308258715.0,907738613,3.51708041751,33.958973495821,12.6328,6083168808.99,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
19,002632,道明光学,2026-07-17,买一主买，成功率39.23%,10.59,9.9688,21687008.0,147397538.0,125710530.0,273108068.0,762034209,2.845936277383,35.83934484495,12.6328,6083168808.99,日涨幅偏离值达到7%的前5只证券,,,,
20,002731,*ST萃华,2026-07-17,西藏自治区资金买入，成功率16.04%,2.53,10.0,-1643274.0,18849477.0,20492751.0,39342228.0,176490955,-0.931081142374,22.291356517392,32.5247,581030692.0,日换手率达到20%的前5只证券,,,,
21,002731,*ST萃华,2026-07-17,西藏自治区资金买入，成功率33.06%,2.53,10.0,6783741.68,42236302.6,35452560.92,77688863.52,340543919,1.992031365564,22.813170103913,32.5247,581030692.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
22,002760,凤形股份,2026-07-17,2家机构卖出，成功率43.64%,16.95,-5.6761,9128662.12,67837929.0,58709266.88,126547195.88,375856484,2.428762708268,33.669020295523,19.8831,1830408566.7,日振幅值达到15%的前5只证券,,,,
23,002766,索菱股份,2026-07-17,1家机构买入，成功率36.84%,3.94,10.0559,48947220.0,85197136.0,36249916.0,121447052.0,247294825,19.793062794581,49.110227842414,3.475,3376493674.6,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
24,002795,永和智控,2026-07-17,5家机构卖出，成功率8.09%,5.7,-5.9406,-5075271.5,50243235.18,55318506.68,105561741.86,194729828,-2.606314375217,54.20933348742,7.3663,2476244997.9,日振幅值达到15%的前5只证券,,,,
25,002829,星网宇达,2026-07-17,主力做T，成功率25.89%,20.72,9.9788,-15103355.18,115544475.0,130647830.18,246192305.18,786341051,-1.920713049483,31.308591210762,20.1967,3026208297.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
26,002881,美格智能,2026-07-17,2家机构买入，成功率13.49%,40.68,4.1741,-54674154.17,224170584.43,278844738.6,503015323.03,1575611322,-3.470028007961,31.9250893927,14.9465,7403347504.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
27,003001,中岩大地,2026-07-17,2家机构买入，成功率43.36%,19.56,10.0112,76189898.17,141290681.25,65100783.08,206391464.33,376004003,20.263055063805,54.890762514036,5.0853,2237010343.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
28,118071,N华峰转,2026-07-17,,157.3,57.3,36451250.0,42228760.0,5777510.0,48006270.0,51073570,71.370084370448,93.994349719434,,,向不特定对象发行的可转债上市首日交易公开信息,,,,
29,118072,N鼎通转,2026-07-17,,148.148,48.148,-12174340.0,55483270.0,67657610.0,123140880.0,289571820,-4.204255787044,42.525160079458,,,向不特定对象发行的可转债上市首日交易公开信息,,,,
30,300005,探路者,2026-07-17,4家机构卖出，成功率13.49%,14.87,-20.0108,-238236591.15,367874082.16,606110673.31,973984755.47,1552881419,-15.34158295895,62.721128835273,11.0388,13034288626.32,日跌幅达到15%的前5只证券,,,,
31,300164,通源石油,2026-07-17,西藏自治区资金买入，成功率20.30%,10.48,6.288,-98075981.01,178921221.92,276997202.93,455918424.85,2097661266,-4.675491825094,21.734606642157,35.2019,6112048953.44,日换手率达到30%的前5只证券,,,,
32,300255,常山药业,2026-07-17,3家机构买入，成功率22.79%,31.76,0.1893,-20959671.77,775534639.9,796494311.67,1572028951.57,9376040294,-0.223545026608,16.766448332949,11.3102,29143718485.28,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
33,300317,珈伟新能,2026-07-17,4家机构买入，成功率22.03%,4.13,16.0112,4673833.08,73954992.24,69281159.16,143236151.4,681958473,0.685354499584,21.00364715316,20.4783,3423412362.65,日涨幅达到15%的前5只证券,,,,
34,300577,开润股份,2026-07-17,主力做T，成功率47.43%,20.36,19.9764,-49789925.63,70319380.17,120109305.8,190428685.97,464415471,-10.720987723081,41.003949666009,11.9073,2894475144.76,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
35,300577,开润股份,2026-07-17,普通席位买入，成功率56.94%,20.36,19.9764,-30416950.44,68885837.36,99302787.8,168188625.16,344340545,-8.833392082829,48.843689075302,11.9073,2894475144.76,日涨幅达到15%的前5只证券,,,,
36,300688,创业黑马,2026-07-17,2家机构卖出，成功率26.70%,20.9,-20.0153,-24755473.5,90325385.0,115080858.5,205406243.5,340601204,-7.268169697956,60.30696341872,10.3248,3101109772.2,日跌幅达到15%的前5只证券,,,,
37,300795,米奥会展,2026-07-17,2家机构买入，成功率42.35%,10.48,20.0458,68737883.78,93453269.18,24715385.4,118168654.58,168320771,40.837434008664,70.204439938075,9.4379,1823364487.28,日涨幅达到15%的前5只证券,,,,
38,300795,米奥会展,2026-07-17,2家机构买入，成功率38.24%,10.48,20.0458,68987397.78,99697110.18,30709712.4,130406822.58,208097411,33.151492586325,62.666239792863,9.4379,1823364487.28,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
39,300968,格林精密,2026-07-17,主力做T，成功率9.76%,11.16,8.9844,-14376792.14,60920265.88,75297058.02,136217323.9,693212464,-2.073937340515,19.650155035297,11.3158,4613320800.0,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
40,301042,安联锐视,2026-07-17,1家机构卖出，成功率33.99%,41.63,-20.0038,-8471560.25,73671862.2,82143422.45,155815284.65,425740115,-1.989843087725,36.598685244871,10.5726,3840410129.12,日跌幅达到15%的前5只证券,,,,
41,301096,百诚医药,2026-07-17,3家机构卖出，成功率28.36%,41.59,-20.0038,-699404.259999991,113365423.84,114064828.1,227430251.94,392852178,-0.178032425214,57.89206848689,10.5729,3455711685.94,日跌幅达到15%的前5只证券,,,,
42,301228,实朴检测,2026-07-17,2家机构卖出，成功率22.45%,46.3,-20.0069,-6162664.06999999,117169649.42,123332313.49,240501962.91,351976218,-1.750875131569,68.329037761864,5.8516,5530085612.2,日跌幅达到15%的前5只证券,,,,
43,301520,万邦医药,2026-07-17,1家机构卖出，成功率18.13%,66.62,-0.045,-55073039.39,68515544.37,123588583.76,192104128.13,1119678338,-4.918648286826,17.157081780571,51.932,2178370272.66,日换手率达到30%的前5只证券,,,,
44,301583,托伦斯,2026-07-17,4家机构卖出，成功率33.85%,136.0,-2.8571,6263735.59999999,192954878.35,186691142.75,379646021.1,2118024108,0.295734858557,17.924537292377,48.697,4193066728.0,日换手率达到30%的前5只证券,,,,
45,600162,香江控股,2026-07-17,买一主买，成功率43.18%,3.06,10.0719,-36097631.52,118819300.66,154916932.18,273736232.84,1115651149,-3.235566202962,24.536005998413,11.6047,10001420653.32,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
46,600227,赤天化,2026-07-17,普通席位买入，成功率48.54%,3.06,10.0719,-15974795.61,74966761.36,90941556.97,165908318.33,752820198,-2.121993492263,22.038239512006,19.8067,3909455397.18,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
47,600288,大恒科技,2026-07-17,卖一主卖，成功率54.91%,12.52,-9.9928,-43766310.24,118230448.0,161996758.24,280227206.24,890719184,-4.913592412308,31.460780375423,9.7651,5468736000.0,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
48,600353,旭光电子,2026-07-17,1家机构卖出，成功率42.75%,30.1,-9.988,190388119.22,929726748.49,739338629.27,1669065377.76,4916916954,3.872103616985,33.945364409748,6.1778,24947215885.9,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
49,600436,片仔癀,2026-07-17,买一主买，成功率45.85%,146.63,3.8824,30491560.37,702280920.6,671789360.23,1374070280.83,7480920405,0.407591027832,18.367663421624,4.288,88464402502.3,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
50,600664,哈药股份,2026-07-17,买一主买，成功率45.57%,5.33,7.8947,169209820.74,525504571.33,356294750.59,881799321.92,4522777492,3.741281127345,19.496853946049,34.7049,13423657639.08,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
51,600667,太极实业,2026-07-17,卖一主卖，成功率42.63%,16.86,-9.984,480297958.82,2329867357.8,1849569398.98,4179436756.78,14194980668,3.383575998118,29.443060575643,11.4865,35263401121.08,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
52,600722,金牛化工,2026-07-17,普通席位买入，成功率42.32%,8.53,10.0645,59488627.51,99244809.51,39756182.0,139000991.51,410446552,14.493635583032,33.865795883212,7.2428,5803126836.28,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
53,600730,*ST高科,2026-07-17,买一主买，成功率61.02%,8.97,10.0613,-7750080.0,13750113.0,21500193.0,35250306.0,76845990,-10.085210692191,45.871366872884,1.4603,5262304337.94,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
54,600769,祥龙电业,2026-07-17,普通席位卖出，成功率59.82%,14.68,-7.9624,-20957192.0,67898708.0,88855900.0,156754608.0,284110997,-7.37641000218,55.173720713106,4.9259,5504665296.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
55,600785,新华百货,2026-07-17,普通席位卖出，成功率42.14%,8.6,-7.7253,-12666552.37,52554617.83,65221170.2,117775788.03,464638111,-2.726111369285,25.347853575016,16.1226,2716600611.2,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
56,600857,宁波中百,2026-07-17,普通席位卖出，成功率41.36%,19.11,-9.9859,-21546235.4,49245684.0,70791919.4,120037603.4,484970911,-4.442789229476,24.751505848564,10.2784,4286753652.09,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
57,600881,亚泰集团,2026-07-17,普通席位买入，成功率41.40%,1.86,10.0592,52975061.68,159701598.9,106726537.22,266428136.12,551282057,9.609429693446,48.328824190264,9.4186,6011800837.68,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
58,603065,宿迁联盛,2026-07-17,普通席位卖出，成功率37.39%,17.16,-10.0157,-48772673.5,84987024.5,133759698.0,218746722.5,1097287883,-4.444838428969,19.935217173997,0.723,7189483535.52,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
59,603118,共进股份,2026-07-17,买一主买，成功率49.29%,14.95,10.0074,417929407.19,707540382.07,289610974.88,997151356.95,3196317914,13.075339138183,31.196876649298,15.5747,11769782269.7,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
60,603120,肯特催化,2026-07-17,普通席位买入，成功率41.25%,54.81,6.4065,992160.350000001,65086836.35,64094676.0,129181512.35,505905743,0.196115652714,25.534699721723,24.3635,2077299000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
61,603163,圣晖集成,2026-07-17,1家机构卖出，成功率42.55%,82.02,-9.9967,-20400828.72,220156654.94,240557483.66,460714138.6,1150956485,-1.772510862563,40.02880600651,4.1431,8202000000.0,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,,,,
62,603567,珍宝岛,2026-07-17,普通席位买入，成功率43.69%,6.03,10.0365,-54153475.63,98201720.58,152355196.21,250556916.79,848690420,-6.380827961979,29.522769538273,11.1219,5664601850.76,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
63,603716,塞力医疗,2026-07-17,卖一主卖，成功率38.87%,15.25,-5.397,-52935617.36,61599728.92,114535346.28,176135075.2,733835148,-7.213557091708,24.001994954867,20.1273,3443309242.5,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
64,603757,大元泵业,2026-07-17,卖一主卖，成功率42.97%,76.35,-3.9623,-158850599.37,245229575.93,404080175.3,649309751.23,1884139306,-8.430937079023,34.461875996233,12.7228,14242883224.65,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
65,605208,永茂泰,2026-07-17,普通席位卖出，成功率38.36%,15.53,-10.0232,-24790497.83,110741514.66,135532012.49,246273527.15,490307346,-5.056113891061,50.228398403397,8.7439,5123968200.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
66,688048,长光华芯,2026-07-17,普通席位卖出，成功率43.99%,341.21,-19.9995,40093603.63,785832166.01,745738562.38,1531570728.39,6163329700,0.650518560284,24.849729009143,9.7126,60148479351.03,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,,,,
67,688218,江苏北人,2026-07-17,普通席位卖出，成功率42.72%,36.66,-20.0087,-13081233.84,99922811.66,113004045.5,212926857.16,339881800,-3.848759727646,62.647325381942,7.2344,4269985891.08,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,,,,
68,688371,菲沃泰,2026-07-17,2家机构卖出，成功率44.14%,27.34,-20.0117,-61855350.28,98027182.02,159882532.3,257909714.32,457897800,-13.508549348785,56.324733230865,4.4981,9171814213.04,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,,,,
