日,代码,名称,席位,买入金额,买占比,卖出金额,净额,类型
20260910,000017,深中华A,东方财富证券股份有限公司拉萨东环路第二证券营业部,4151395.0,0.009992516315,4095028.12,56366.88,日跌幅偏离值达到7%的前5只证券
20260910,000017,深中华A,东方财富证券股份有限公司拉萨团结路第一证券营业部,3886878.2,0.009355817461,3107832.74,779045.46,日跌幅偏离值达到7%的前5只证券
20260910,000017,深中华A,东方财富证券股份有限公司拉萨金融城南环路证券营业部,4175972.0,0.010051673797,4299089.0,-123117.0,日跌幅偏离值达到7%的前5只证券
20260910,000017,深中华A,国泰海通证券股份有限公司东莞总部一路证券营业部,5359444.68,0.012900323483,44982.0,5314462.68,日跌幅偏离值达到7%的前5只证券
20260910,000017,深中华A,东方证券股份有限公司汕头长平路证券营业部,6044105.0,0.014548318775,13875.0,6030230.0,日跌幅偏离值达到7%的前5只证券
20260910,000523,红棉股份,机构专用,35599471.44,0.014010908957,16878934.68,18720536.76,日换手率达到20%的前5只证券
20260910,000523,红棉股份,开源证券股份有限公司西安西大街证券营业部,54829659.4,0.021579347527,36686090.0,18143569.4,日换手率达到20%的前5只证券
20260910,000523,红棉股份,国泰海通证券股份有限公司顺德大良证券营业部,63593630.0,0.025028589586,972457.0,62621173.0,日换手率达到20%的前5只证券
20260910,000523,红棉股份,国泰海通证券股份有限公司东莞总部一路证券营业部,38770042.96,0.015258753015,0.0,38770042.96,日换手率达到20%的前5只证券
20260910,000523,红棉股份,深股通专用,89217226.6,0.035113286481,37295139.6,51922087.0,日换手率达到20%的前5只证券
20260910,000565,渝三峡A,国泰海通证券股份有限公司广州珠江新城营业部,14380000.0,0.028263825102,0.0,14380000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260910,000565,渝三峡A,金元证券股份有限公司徐州康宁路证券营业部,13655608.0,0.026840035895,8254119.0,5401489.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260910,000565,渝三峡A,国泰海通证券股份有限公司南京胜利路证券营业部,34068494.0,0.066961471204,50610.0,34017884.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260910,000565,渝三峡A,开源证券股份有限公司西安西大街证券营业部,14379281.0,0.028262411911,1599145.0,12780136.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260910,000565,渝三峡A,国投证券股份有限公司深圳红荔西路证券营业部,13562454.0,0.026656942129,0.0,13562454.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260910,000565,渝三峡A,浙商证券股份有限公司苏州苏州大道东证券营业部,7982490.0,0.033534279924,0.0,7982490.0,日振幅值达到15%的前5只证券
20260910,000565,渝三峡A,东方证券股份有限公司重庆洪湖西路证券营业部,7179907.0,0.030162644885,0.0,7179907.0,日振幅值达到15%的前5只证券
20260910,000565,渝三峡A,国投证券股份有限公司深圳红荔西路证券营业部,13508503.0,0.056748949383,0.0,13508503.0,日振幅值达到15%的前5只证券
20260910,000565,渝三峡A,机构专用,10317705.0,0.043344471167,5911982.0,4405723.0,日振幅值达到15%的前5只证券
20260910,000759,中百集团,国信证券股份有限公司浙江互联网分公司,31043860.0,0.014964441682,18119812.08,12924047.92,日换手率达到20%的前5只证券
20260910,000759,中百集团,平安证券股份有限公司绍兴解放大道证券营业部,20933870.0,0.010091002755,26552248.0,-5618378.0,日换手率达到20%的前5只证券
20260910,000759,中百集团,机构专用,21607320.0,0.010415633882,19913337.09,1693982.91,日换手率达到20%的前5只证券
20260910,000759,中百集团,广发证券股份有限公司南京泰山路证券营业部,22545266.0,0.010867763167,10025805.0,12519461.0,日换手率达到20%的前5只证券
20260910,000759,中百集团,深股通专用,76478110.76,0.036865654864,97921203.98,-21443093.22,日换手率达到20%的前5只证券
20260910,000823,超声电子,平安证券股份有限公司浙江分公司,46481364.0,0.016781615125,2966595.0,43514769.0,日涨幅偏离值达到7%的前5只证券
20260910,000823,超声电子,国泰海通证券股份有限公司武汉紫阳东路证券营业部,157452562.0,0.056846616976,189100.0,157263462.0,日涨幅偏离值达到7%的前5只证券
20260910,000823,超声电子,深股通专用,109008095.53,0.039356244034,155807015.07,-46798919.54,日涨幅偏离值达到7%的前5只证券
20260910,000823,超声电子,国投证券股份有限公司重庆解放碑证券营业部,54249269.0,0.019586136783,281095.0,53968174.0,日涨幅偏离值达到7%的前5只证券
20260910,000823,超声电子,华泰证券股份有限公司上海黄浦区黄陂南路证券营业部,48819426.63,0.017625748425,1051382.0,47768044.63,日涨幅偏离值达到7%的前5只证券
20260910,000912,泸天化,深股通专用,30160609.43,0.032499099908,25241995.0,4918614.43,日跌幅偏离值达到7%的前5只证券
20260910,000912,泸天化,机构专用,10048035.7,0.010827106026,14303627.0,-4255591.3,日跌幅偏离值达到7%的前5只证券
20260910,000912,泸天化,财通证券股份有限公司徐州中山北路证券营业部,12769670.0,0.013759761125,155782.0,12613888.0,日跌幅偏离值达到7%的前5只证券
20260910,000978,桂林旅游,机构专用,21618433.56,0.012138576704,24677023.0,-3058589.44,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260910,000978,桂林旅游,东方财富证券股份有限公司拉萨团结路第一证券营业部,18636182.0,0.01046406642,12138822.0,6497360.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260910,000978,桂林旅游,华源证券股份有限公司江苏分公司,23788736.0,0.013357184082,16082656.0,7706080.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20260910,000978,桂林旅游,华源证券股份有限公司江苏分公司,22939496.0,0.02971982472,510951.0,22428545.0,日涨幅偏离值达到7%的前5只证券
20260910,000978,桂林旅游,国新证券股份有限公司杭州求是路证券营业部,8217120.0,0.010645890655,63754.0,8153366.0,日涨幅偏离值达到7%的前5只证券
20260910,000978,桂林旅游,华安证券股份有限公司武汉百步亭花园路证券营业部,15539853.0,0.020133036372,0.0,15539853.0,日涨幅偏离值达到7%的前5只证券
20260910,000978,桂林旅游,东方证券股份有限公司杭州龙井路证券营业部,12197459.0,0.015802716132,31008.0,12166451.0,日涨幅偏离值达到7%的前5只证券
