序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000004,国华退,2026-07-06,主力做T，成功率61.95%,0.41,-8.8889,-180706.7,1495067.71,1675774.41,3170842.12,3103588,-5.822509302137,102.166979637761,5.5397,51778517.88,退市整理期,,,,
2,000066,中国长城,2026-07-06,1家机构买入，成功率46.95%,18.82,9.9942,627086047.85,931375363.97,304289316.12,1235664680.09,3729009536,16.816423819679,33.136538487254,6.3972,60704847951.16,日涨幅偏离值达到7%的前5只证券,,,,
3,000301,东方盛虹,2026-07-06,1家机构买入，成功率27.62%,13.81,10.0398,-330038273.68,104302693.49,434340967.17,538643660.66,1586288017,-20.805696704699,33.956233350277,1.7832,91261630411.88,日涨幅偏离值达到7%的前5只证券,,,,
4,000566,海南海药,2026-07-06,1家机构买入，成功率32.95%,6.43,4.7231,-48920591.34,417178373.52,466098964.86,883277338.38,5121768679,-0.955150347586,17.245553123115,26.9772,8338010120.19,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
5,000566,海南海药,2026-07-06,西藏自治区资金买入，成功率36.93%,6.43,4.7231,-92199969.3,170237339.71,262437309.01,432674648.72,2182211346,-4.225070567477,19.827348506509,26.9772,8338010120.19,日换手率达到20%的前5只证券,,,,
6,000566,海南海药,2026-07-06,西藏自治区资金买入，成功率36.93%,6.43,4.7231,-92199969.3,170237339.71,262437309.01,432674648.72,2182211346,-4.225070567477,19.827348506509,26.9772,8338010120.19,日振幅值达到15%的前5只证券,,,,
7,000657,中钨高新,2026-07-06,3家机构卖出，成功率46.63%,80.46,-10.0,74743922.47,1411114111.0,1336370188.53,2747484299.53,9138123574,0.817935124916,30.066175810395,7.4943,116902373017.32,日跌幅偏离值达到7%的前5只证券,,,,
8,000908,石药景峰,2026-07-06,2家机构买入，成功率33.04%,7.17,4.2151,10510459.96,73266666.0,62756206.04,136022872.04,613837474,1.712254530749,22.159427829263,9.8404,6307980662.67,日振幅值达到15%的前5只证券,,,,
9,000938,紫光股份,2026-07-06,主力做T，成功率36.19%,33.31,10.0066,357263284.35,1517813729.76,1160550445.41,2678364175.17,9933778020,3.596449242481,26.962190717143,11.0375,95269020770.94,日涨幅偏离值达到7%的前5只证券,,,,
10,000962,东方钽业,2026-07-06,1家机构卖出，成功率46.71%,68.0,-10.0053,-170972968.64,518596826.72,689569795.36,1208166622.08,2382389162,-7.176534017493,50.712395831492,6.638,34216086320.0,日跌幅偏离值达到7%的前5只证券,,,,
