序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000017,深中华A,2026-09-10,西藏自治区资金卖出，成功率52.37%,8.33,-10.0432,-928631.980000001,31987377.88,32916009.86,64903387.74,415450410,-0.223524145758,15.622415137345,10.815,4061976733.57,日跌幅偏离值达到7%的前5只证券,-9.96398559,,,
2,000523,红棉股份,2026-09-10,1家机构买入，成功率37.32%,4.46,2.2936,-122949941.06,283138208.4,406088149.46,689226357.86,2540839538,-4.838949458287,27.125930132625,30.9234,8004888520.84,日换手率达到20%的前5只证券,-10.0896861,,,
3,000565,渝三峡A,2026-09-10,买一主买，成功率35.31%,7.91,10.0139,79571289.61,122234170.79,42662881.18,164897051.97,508777561,15.639701061816,32.410441145615,7.4657,3429714460.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.86093552,,,
4,000565,渝三峡A,2026-09-10,2家机构买入，成功率41.15%,7.91,10.0139,31077028.8,58814512.8,27737484.0,86551996.8,238039702,13.055397288306,36.36031975876,7.4657,3429714460.2,日振幅值达到15%的前5只证券,-9.86093552,,,
5,000759,中百集团,2026-09-10,1家机构买入，成功率27.59%,8.69,2.5974,-61644823.53,184217178.76,245862002.29,430079181.05,2074508402,-2.971538870152,20.731619145787,34.8635,5698085357.25,日换手率达到20%的前5只证券,-6.44418872,,,
6,000823,超声电子,2026-09-10,主力做T，成功率36.38%,18.7,10.0,92062323.58,508786282.8,416723959.22,925510242.02,2769778931,3.32381485575,33.414588856225,25.9315,11125231522.9,日涨幅偏离值达到7%的前5只证券,10.0,,,
7,000912,泸天化,2026-09-10,1家机构卖出，成功率38.80%,4.68,-10.0,-37116514.92,88459801.13,125576316.05,214036117.18,928044454,-3.999432867685,23.063131971478,12.182,7338240000.0,日跌幅偏离值达到7%的前5只证券,-7.26495726,,,
8,000978,桂林旅游,2026-09-10,3家机构买入，成功率18.77%,9.69,9.9886,-31473098.85,134588216.29,166061315.14,300649531.43,1780969391,-1.767189206566,16.881229567971,17.2692,4536097945.47,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.85758514,,,
9,000978,桂林旅游,2026-09-10,普通席位买入，成功率43.25%,9.69,9.9886,-8583435.0,81799869.0,90383304.0,172183173.0,771858388,-1.112047900683,22.307611820628,17.2692,4536097945.47,日涨幅偏离值达到7%的前5只证券,1.85758514,,,
10,000993,闽东电力,2026-09-10,主力做T，成功率32.63%,12.62,10.0262,8768598.37999999,79870907.5,71102309.12,150973216.62,678574299,1.292209031925,22.248590440647,12.1188,5779347362.1,日涨幅偏离值达到7%的前5只证券,9.98415214,,,
11,000993,闽东电力,2026-09-10,主力做T，成功率31.12%,12.62,10.0262,62242925.6,149240027.6,86997102.0,236237129.6,1006055054,6.186830964422,23.481531021661,12.1188,5779347362.1,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98415214,,,
12,002084,海鸥住工,2026-09-10,主力做T，成功率31.15%,5.52,-9.8039,-1337714.0,158707771.97,160045485.97,318753257.94,2541568988,-0.052633393243,12.541593773177,21.9115,3558382119.84,连续三个交易日内，跌幅偏离值累计达到20%的证券,-2.17391304,,,
13,002162,悦心健康,2026-09-10,广东资金买入，成功率30.85%,4.59,1.7738,-11211002.13,92990538.5,104201540.63,197192079.13,642421556,-1.745116119671,30.695121807214,15.5492,4215096240.39,日振幅值达到15%的前5只证券,-10.02178649,,,
14,002172,澳洋健康,2026-09-10,2家机构卖出，成功率28.65%,4.77,-2.2541,-59254304.2,89232369.0,148486673.2,237719042.2,1006846760,-5.885136304158,23.610250501278,27.5325,3649721282.1,日换手率达到20%的前5只证券,-4.40251572,,,
15,002174,游族网络,2026-09-10,2家机构买入，成功率40.18%,13.64,10.0,155758106.21,302852016.02,147093909.81,449945925.83,1298613681,11.994183373308,34.648173849787,9.972,13357093332.88,日涨幅偏离值达到7%的前5只证券,-0.14662757,,,
