序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000571,新大洲A,2026-08-12,2家机构卖出，成功率30.08%,6.69,-9.3496,-19183913.07,75227100.0,94411013.07,169638113.07,619881081,-3.094773119878,27.366234955314,11.2834,5445607483.5,日跌幅偏离值达到7%的前5只证券,,,,
2,000779,甘咨询,2026-08-12,2家机构卖出，成功率29.23%,11.92,-6.3629,-8494654.53999999,124629289.92,133123944.46,257753234.38,1504432516,-0.564641780183,17.132920994377,26.7407,5540094219.6,日跌幅偏离值达到7%的前5只证券,,,,
3,000779,甘咨询,2026-08-12,2家机构卖出，成功率29.23%,11.92,-6.3629,-8494654.53999999,124629289.92,133123944.46,257753234.38,1504432516,-0.564641780183,17.132920994377,26.7407,5540094219.6,日换手率达到20%的前5只证券,,,,
4,001258,立新能源,2026-08-12,2家机构卖出，成功率13.53%,15.46,-2.9504,-146216300.09,283301134.24,429517434.33,712818568.57,3244938818,-4.505980183014,21.967088088562,22.6433,14429152075.14,日振幅值达到15%的前5只证券,,,,
5,002031,巨轮智能,2026-08-12,主力做T，成功率33.90%,6.42,9.9315,257901978.01,502272256.33,244370278.32,746642534.65,2158390632,11.948809181544,34.592558157934,11.0798,12285444097.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
6,002047,宝鹰股份,2026-08-12,主力做T，成功率26.36%,3.92,10.1124,5509393.2,50557284.78,45047891.58,95605176.36,233104679,2.363484604271,41.013838405191,2.5292,5943343033.04,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
7,002173,创新医疗,2026-08-12,1家机构买入，成功率38.93%,22.42,5.5556,143354078.35,358483292.96,215129214.61,573612507.57,2506672525,5.718899334487,22.883424214737,26.5758,9435793995.02,日换手率达到20%的前5只证券,,,,
8,002229,鸿博股份,2026-08-12,普通席位买入，成功率45.76%,12.91,9.9659,165058515.18,252250621.45,87192106.27,339442727.72,1173899982,14.06069662756,28.915813350783,5.2469,6366646064.33,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
9,002354,天娱数科,2026-08-12,2家机构买入，成功率10.15%,8.53,2.524,-33710852.88,394853887.63,428564740.51,823418628.14,4066143520,-0.829062051405,20.250604143456,29.1448,13867167934.87,日换手率达到20%的前5只证券,,,,
10,002379,宏桥控股,2026-08-12,1家机构买入，成功率34.33%,21.34,10.0,431153969.88,574419855.88,143265886.0,717685741.88,1486559692,29.003475084134,48.27829960292,6.2668,24250215889.02,日涨幅偏离值达到7%的前5只证券,,,,
11,002437,誉衡药业,2026-08-12,1家机构买入，成功率36.77%,3.86,9.9715,27056080.43,229740738.0,202684657.57,432425395.57,2041019450,1.325616001847,21.186735656537,25.629,8106593864.86,日换手率达到20%的前5只证券,,,,
12,002437,誉衡药业,2026-08-12,1家机构买入，成功率36.77%,3.86,9.9715,27056080.43,229740738.0,202684657.57,432425395.57,2041019450,1.325616001847,21.186735656537,25.629,8106593864.86,日涨幅偏离值达到7%的前5只证券,,,,
13,002491,通鼎互联,2026-08-12,1家机构买入，成功率33.97%,18.84,9.9825,179092880.53,360764932.71,181672052.18,542436984.89,1472346436,12.163773154948,36.841667940846,6.928,22164673529.64,日涨幅偏离值达到7%的前5只证券,,,,
