序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000078,ST海王,2026-07-14,西藏自治区资金买入，成功率23.46%,2.29,10.0962,9911738.45999999,106373577.0,96461838.54,202835415.54,1259692238,0.786838099101,16.101981850904,13.1342,6011743962.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
2,000636,风华高科,2026-07-14,3家机构买入，成功率43.66%,59.41,9.9981,573858353.51,1195024051.76,621165698.25,1816189750.01,7331329500,7.827480043149,24.772993084133,11.4974,68738148924.51,日涨幅偏离值达到7%的前5只证券,,,,
3,000636,风华高科,2026-07-14,3家机构买入，成功率43.66%,59.41,9.9981,573858353.51,1195024051.76,621165698.25,1816189750.01,7331329500,7.827480043149,24.772993084133,11.4974,68738148924.51,日振幅值达到15%的前5只证券,,,,
4,000989,九芝堂,2026-07-14,1家机构买入，成功率10.31%,9.47,5.4566,-22437263.99,123637625.47,146074889.46,269712514.93,1817725006,-1.234359648238,14.837916298655,16.1521,6573636040.91,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
5,001270,铖昌科技,2026-07-14,1家机构卖出，成功率36.40%,134.7,-10.002,-96277097.22,110384446.4,206661543.62,317045990.02,1205557641,-7.986104848553,26.298700222829,4.3433,27586998583.2,日跌幅偏离值达到7%的前5只证券,,,,
6,001365,天海电子,2026-07-14,3家机构卖出，成功率42.26%,40.88,-9.1556,42765469.23,95232709.84,52467240.61,147699950.45,599848889,7.129373749661,24.622859716591,25.5124,2350830808.48,日换手率达到20%的前5只证券,,,,
7,001388,信通电子,2026-07-14,主力做T，成功率19.01%,32.44,10.0034,7796730.21,51254896.01,43458165.8,94713061.81,224531180,3.472448775266,42.182587652192,3.7997,2742463845.44,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
8,001399,惠科股份,2026-07-14,5家机构卖出，成功率27.95%,30.0,-9.991,13915767.28,320918133.69,307002366.41,627920500.1,2291303850,0.607329633737,27.404505958474,17.6436,12917001930.0,日跌幅偏离值达到7%的前5只证券,,,,
9,002079,苏州固锝,2026-07-14,3家机构卖出，成功率30.10%,11.62,-9.9923,3954532.03999999,152153664.04,148199132.0,300352796.04,822759237,0.48064267919,36.505551385259,8.5703,9423045585.1,日跌幅偏离值达到7%的前5只证券,,,,
10,002185,华天科技,2026-07-14,4家机构买入,25.68,6.4235,-2561770843.42,2065492176.95,4627263020.37,6692755197.32,21083239147,-12.150746028911,31.744435239081,25.2527,85325697119.76,日换手率达到20%的前5只证券,,,,
11,002245,蔚蓝锂芯,2026-07-14,2家机构买入，成功率31.00%,20.89,10.0053,198679988.34,766731492.26,568051503.92,1334782996.18,3489028234,5.694421913927,38.25658339972,10.6016,33561868944.62,日涨幅偏离值达到7%的前5只证券,,,,
12,002379,宏桥控股,2026-07-14,4家机构买入，成功率25.16%,17.49,10.0,-32843759.6,517483526.3,550327285.9,1067810812.2,2775542286,-1.183327660532,38.472150742797,9.7384,19875176939.97,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
13,002384,东山精密,2026-07-14,2家机构买入，成功率34.13%,260.37,10.0,1335292941.11,4207142451.43,2871849510.32,7078991961.75,23856271061,5.597240816453,29.673505736287,6.8865,360956587017.51,日涨幅偏离值达到7%的前5只证券,,,,
14,002396,星网锐捷,2026-07-14,2家机构卖出，成功率18.03%,28.62,-1.2763,24168175.73,758571649.38,734403473.65,1492975123.03,5185131546,0.466105353656,28.793389517412,23.5026,21677220333.72,日换手率达到20%的前5只证券,,,,
15,002396,星网锐捷,2026-07-14,2家机构卖出，成功率18.03%,28.62,-1.2763,24168175.73,758571649.38,734403473.65,1492975123.03,5185131546,0.466105353656,28.793389517412,23.5026,21677220333.72,日振幅值达到15%的前5只证券,,,,
16,002457,青龙管业,2026-07-14,1家机构卖出，成功率21.91%,12.76,-10.0141,-65319253.02,42455402.98,107774656.0,150230058.98,509794382,-12.812862465009,29.468755302996,11.9778,4252529653.24,日跌幅偏离值达到7%的前5只证券,,,,
17,002463,沪电股份,2026-07-14,4家机构买入，成功率42.38%,137.13,10.0032,1236765977.54,2385480544.79,1148714567.25,3534195112.04,12553796133,9.851729026322,28.152401668765,4.8897,263675001945.18,日涨幅偏离值达到7%的前5只证券,,,,
18,002490,山东墨龙,2026-07-14,西藏自治区资金买入，成功率20.03%,9.05,9.5642,15624793.64,237813914.6,222189120.96,460003035.56,2576349949,0.606470159307,17.854835122012,19.9589,4902584100.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
19,002549,凯美特气,2026-07-14,1家机构卖出，成功率20.07%,16.09,-10.0112,-125332676.61,71639382.35,196972058.96,268611441.31,1144304860,-10.952734799186,23.473765663287,10.1948,11140064773.34,日跌幅偏离值达到7%的前5只证券,,,,
20,002552,宝鼎科技,2026-07-14,1家机构买入，成功率33.66%,58.2,7.1626,7569724.0,348783881.0,341214157.0,689998038.0,1636777745,0.462477207008,42.155878530717,8.0009,21446891419.8,日振幅值达到15%的前5只证券,,,,
21,002581,*ST未名,2026-07-14,2家机构买入，成功率2.80%,3.82,5.2342,-9573608.0,23892295.7,33465903.7,57358199.4,133430911,-7.174955134646,42.987190127181,5.37,1531022235.02,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
22,002617,露笑科技,2026-07-14,3家机构卖出，成功率11.18%,6.94,-8.6842,-56157741.87,767747173.33,823904915.2,1591652088.53,6016180166,-0.933445148258,26.456190549696,12.5791,13030695375.28,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
23,002636,金安国纪,2026-07-14,3家机构买入，成功率32.48%,95.68,10.0023,58961649.0699999,932541806.79,873580157.72,1806121964.51,4708658892,1.252196228743,38.357460286168,7.2777,69302499098.56,日振幅值达到15%的前5只证券,,,,
24,002636,金安国纪,2026-07-14,3家机构买入，成功率32.48%,95.68,10.0023,58961649.0699999,932541806.79,873580157.72,1806121964.51,4708658892,1.252196228743,38.357460286168,7.2777,69302499098.56,日涨幅偏离值达到7%的前5只证券,,,,
25,002731,*ST萃华,2026-07-14,主力做T，成功率33.33%,2.31,-10.1167,-707521.0,2207316.0,2914837.0,5122153.0,6077488,-11.641668399839,84.280758760857,0.3134,530506284.0,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
26,002842,翔鹭钨业,2026-07-14,4家机构买入，成功率5.59%,38.23,2.8518,-269289937.49,234733176.26,504023113.75,738756290.01,2406574471,-11.189761245082,30.697420707826,23.7408,10263315984.57,日换手率达到20%的前5只证券,,,,
27,002898,赛隆退,2026-07-14,买一主买，成功率40.00%,0.4,5.2632,-377837.07,1220207.6,1598044.67,2818252.27,3446883,-10.961702790608,81.762342092842,8.6898,40504980.4,退市整理期,,,,
28,003001,中岩大地,2026-07-14,4家机构买入，成功率30.75%,16.2,9.9796,30037041.57,66879651.1,36842609.53,103722260.63,262810915,11.429145387664,39.466496522795,15.3841,1852738628.4,日振幅值达到15%的前5只证券,,,,
29,003001,中岩大地,2026-07-14,4家机构买入，成功率42.47%,16.2,9.9796,32508883.51,128806260.51,96297377.0,225103637.51,611444567,5.316734380273,36.815052362711,15.3841,1852738628.4,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
30,003020,立方制药,2026-07-14,西藏自治区资金买入，成功率31.14%,20.8,0.9219,-94224544.65,63158338.56,157382883.21,220541221.77,1006677409,-9.359954222436,21.907834605038,27.9587,3505803704.0,日换手率达到20%的前5只证券,,,,
31,003030,祖名股份,2026-07-14,4家机构买入，成功率39.13%,25.97,8.9803,17477599.32,134499514.0,117021914.68,251521428.68,510984802,3.420375567256,49.222878585731,15.2152,2102503282.25,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
32,127114,宜化转债,2026-07-14,,130.0,30.0,83574400.0,154820900.0,71246500.0,226067400.0,541407100,15.436517179032,41.755529249616,,,上市首日可转债,,,,
33,300065,海兰信,2026-07-14,西藏自治区资金卖出，成功率26.05%,21.08,-17.7847,75206872.59,235838963.06,160632090.47,396471053.53,2898291181,2.594869455596,13.679476242039,19.991,13847348539.36,日跌幅达到15%的前5只证券,,,,
34,300164,通源石油,2026-07-14,1家机构买入，成功率32.69%,11.38,20.0422,134720006.2,288566954.11,153846947.91,442413902.02,2730225897,4.934390460073,16.204296593411,43.9756,6636938653.64,日换手率达到30%的前5只证券,,,,
35,300164,通源石油,2026-07-14,1家机构买入，成功率32.69%,11.38,20.0422,134720006.2,288566954.11,153846947.91,442413902.02,2730225897,4.934390460073,16.204296593411,43.9756,6636938653.64,日涨幅达到15%的前5只证券,,,,
36,300164,通源石油,2026-07-14,西藏自治区资金买入，成功率34.99%,11.38,20.0422,-59611339.95,443447071.61,503058411.56,946505483.17,4965659825,-1.200471680518,19.061021425687,43.9756,6636938653.64,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
37,300209,行云科技,2026-07-14,2家机构买入，成功率38.71%,30.36,20.0,555956303.46,934559964.72,378603661.26,1313163625.98,3732478467,14.895097409815,35.182081761224,17.7899,22301236620.96,日涨幅达到15%的前5只证券,,,,
38,300214,日科化学,2026-07-14,4家机构买入，成功率47.00%,13.4,8.9431,46543220.58,207273918.04,160730697.46,368004615.5,1264943056,3.679471606191,29.092583555793,20.1239,6229695027.6,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
