序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000017,深中华A,2026-09-11,广东资金卖出，成功率33.44%,7.5,-9.964,-21470481.12,34940718.44,56411199.56,91351918.0,559686692,-3.836160735442,16.321974294861,16.7625,3693610884.42,日跌幅偏离值达到7%的前5只证券,,,,
2,000523,红棉股份,2026-09-11,1家机构卖出，成功率31.79%,4.01,-10.0897,-130116940.09,131001715.8,261118655.89,392120371.69,1482227176,-8.778474865178,26.454809224872,19.8569,7197220396.54,日跌幅偏离值达到7%的前5只证券,,,,
3,000636,风华高科,2026-09-11,3家机构买入，成功率41.97%,55.99,10.0,292483788.62,1563529655.95,1271045867.33,2834575523.28,9984863609,2.92927174645,28.388725517743,16.2161,64247963364.31,日涨幅偏离值达到7%的前5只证券,,,,
4,000679,大连友谊,2026-09-11,5家机构卖出，成功率6.67%,6.68,-0.7429,-19818246.85,21189482.0,41007728.85,62197210.85,207595610,-9.546563556908,29.960754396492,8.5429,2380752000.0,日振幅值达到15%的前5只证券,,,,
5,000737,北方铜业,2026-09-11,3家机构卖出，成功率18.92%,14.74,-10.0122,-115151290.55,166237692.95,281388983.5,447626676.45,2139939785,-5.38105283883,20.917722993313,7.6037,28072957702.9,日跌幅偏离值达到7%的前5只证券,,,,
6,000759,中百集团,2026-09-11,主力做T，成功率30.84%,8.13,-6.4442,67123708.26,250656974.0,183533265.74,434190239.74,2419906984,2.7738135682,17.942435085761,41.1757,5330889983.25,日振幅值达到15%的前5只证券,,,,
7,000759,中百集团,2026-09-11,主力做T，成功率30.84%,8.13,-6.4442,67123708.26,250656974.0,183533265.74,434190239.74,2419906984,2.7738135682,17.942435085761,41.1757,5330889983.25,日换手率达到20%的前5只证券,,,,
8,000823,超声电子,2026-09-11,1家机构买入，成功率15.32%,20.57,10.0,-43398204.2199999,809018373.32,852416577.54,1661434950.86,6294285540,-0.689485787453,26.395925960169,30.7521,12237754675.19,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
9,000823,超声电子,2026-09-11,1家机构买入，成功率42.49%,20.57,10.0,-53372072.63,439921614.15,493293686.78,933215300.93,3524506609,-1.514313308243,26.477899021298,30.7521,12237754675.19,日涨幅偏离值达到7%的前5只证券,,,,
10,000823,超声电子,2026-09-11,1家机构买入，成功率42.49%,20.57,10.0,-53372072.63,439921614.15,493293686.78,933215300.93,3524506609,-1.514313308243,26.477899021298,30.7521,12237754675.19,日换手率达到20%的前5只证券,,,,
11,000890,法尔胜,2026-09-11,4家机构卖出，成功率20.03%,8.38,-0.5931,-47243375.0,76826461.0,124069836.0,200896297.0,717077594,-6.588321179646,28.015977445253,19.8804,3515334965.48,日振幅值达到15%的前5只证券,,,,
12,000978,桂林旅游,2026-09-11,普通席位买入，成功率34.06%,9.87,1.8576,-5835465.75,119021806.97,124857272.72,243879079.69,1681195397,-0.347102172681,14.506289996106,35.1584,4620359826.81,日换手率达到20%的前5只证券,,,,
13,000980,众泰汽车,2026-09-11,主力做T，成功率29.14%,2.12,9.8446,33486775.29,220899800.29,187413025.0,408312825.29,1229430262,2.723763707876,33.211548300899,11.8234,10690069978.68,日涨幅偏离值达到7%的前5只证券,,,,
14,001232,嘉立创,2026-09-11,3家机构买入，成功率34.89%,182.48,10.0006,187445260.1,328359673.31,140914413.21,469274086.52,1248553586,15.012992810386,37.585418181643,16.2512,8066811061.52,日涨幅偏离值达到7%的前5只证券,,,,
15,001299,美能能源,2026-09-11,1家机构卖出，成功率27.23%,10.9,-7.8614,-31428507.88,27163274.85,58591782.73,85755057.58,395511688,-7.946290548056,21.682053952347,12.2107,3077480690.2,日振幅值达到15%的前5只证券,,,,
16,002059,云南旅游,2026-09-11,主力做T，成功率22.22%,5.68,-9.9842,-17850202.7,75197309.0,93047511.7,168244820.7,839329114,-2.126722688664,20.045154861624,14.5504,5625433637.28,日跌幅偏离值达到7%的前5只证券,,,,
17,002201,九鼎新材,2026-09-11,1家机构买入，成功率39.92%,11.09,10.0198,194194765.27,377314528.81,183119763.54,560434292.35,1731333480,11.216485299528,32.370095006191,18.5331,6676439727.8,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
18,002297,博云新材,2026-09-11,2家机构买入，成功率38.61%,23.53,7.4429,403149671.1,713778549.79,310628878.69,1024407428.48,4400072693,9.162341152712,23.281602372382,33.1997,13485156391.07,日换手率达到20%的前5只证券,,,,
19,002403,爱仕达,2026-09-11,4家机构卖出，成功率44.19%,10.53,-10.0,14887742.0,62769874.5,47882132.5,110652007.0,491001906,3.032114909957,22.535962823737,15.2642,3129110110.62,日跌幅偏离值达到7%的前5只证券,,,,
20,002403,爱仕达,2026-09-11,2家机构卖出，成功率19.40%,10.53,-10.0,19862963.36,175316059.5,155453096.14,330769155.64,2103582612,0.944244511563,15.724086791415,15.2642,3129110110.62,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
21,002514,*ST宝馨,2026-09-11,1家机构买入，成功率13.60%,2.64,9.5436,-3751287.4,30842703.0,34593990.4,65436693.4,318842656,-1.176532477511,20.523192919331,15.798,1462639271.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
22,002579,中京电子,2026-09-11,3家机构买入，成功率26.25%,17.08,2.0921,-33174049.81,403252553.69,436426603.5,839679157.19,3140188221,-1.056435075711,26.739771570846,32.0063,9965125429.56,日换手率达到20%的前5只证券,,,,
23,002636,金安国纪,2026-09-11,4家机构买入，成功率39.95%,82.46,7.8613,811877804.52,2086536931.87,1274659127.35,3361196059.22,13510196474,6.009370819162,24.878957650161,15.5171,59803006984.98,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
24,002790,瑞尔特,2026-09-11,普通席位买入，成功率33.33%,9.31,10.0473,40609331.56,62604705.0,21995373.44,84600078.44,164876854,24.630098509764,51.31107028522,4.0855,2427093725.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
25,002815,崇达技术,2026-09-11,2家机构买入，成功率26.76%,20.08,10.0274,108969860.6,491846581.94,382876721.34,874723303.28,2014176870,5.4101435789,43.428326295893,13.468,15604931823.12,日涨幅偏离值达到7%的前5只证券,,,,
26,002856,*ST美芝,2026-09-11,1家机构买入，成功率14.65%,25.36,8.2373,-18310782.0,62163470.0,80474252.0,142637722.0,442826224,-4.13498140074,32.210766722795,7.6043,3142216674.48,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
27,002912,中新赛克,2026-09-11,1家机构买入，成功率34.86%,23.51,10.014,15403034.85,60710361.59,45307326.74,106017688.33,324147655,4.751857560099,32.706603516845,2.1177,3813858874.36,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
28,002998,优彩资源,2026-09-11,3家机构卖出，成功率34.58%,7.89,-8.2558,-568182.899999999,53237842.6,53806025.5,107043868.1,393172996,-0.144512188218,27.225640923722,17.7754,2134223255.16,日振幅值达到15%的前5只证券,,,,
29,300290,ST荣科,2026-09-11,西藏自治区资金买入，成功率22.51%,8.44,15.6164,-34099081.23,71708982.84,105808064.07,177517046.91,703451177,-4.847398418668,25.235162398484,13.8006,5398137017.36,日涨幅达到15%的前5只证券,,,,
30,300563,神宇股份,2026-09-11,1家机构买入，成功率46.92%,27.92,19.9828,126950712.95,165843564.0,38892851.05,204736415.05,611894701,20.747150243748,33.459419523556,18.0524,3538298277.52,日涨幅达到15%的前5只证券,,,,
31,300808,久量股份,2026-09-11,2家机构卖出，成功率21.82%,20.28,-18.3246,-30848753.0,21318934.0,52167687.0,73486621.0,280259869,-11.007195967825,26.22088608769,11.3081,2411283441.84,日跌幅达到15%的前5只证券,,,,
32,301176,逸豪新材,2026-09-11,4家机构买入，成功率6.60%,60.6,7.2756,-125304562.68,441863523.16,567168085.84,1009031609.0,3246287653,-3.859934056189,31.082630895864,16.4402,9941648705.4,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
33,301520,万邦医药,2026-09-11,3家机构卖出，成功率36.05%,53.0,-7.375,24626091.14,87450071.09,62823979.95,150274051.04,571798441,4.306778293577,26.280948016786,32.0477,1733017479.0,日换手率达到30%的前5只证券,,,,
34,600127,金健米业,2026-09-11,卖一主卖，成功率46.00%,13.55,-3.2143,-231075017.51,326969572.17,558044589.68,885014161.85,3404039288,-6.788259416529,25.998940875033,38.1075,8696162603.9,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
35,600318,新力金融,2026-09-11,普通席位卖出，成功率37.37%,7.28,-10.0124,-16519094.2,57367654.85,73886749.05,131254403.9,815580020,-2.025441255905,16.093381480826,21.2889,3732657160.96,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
36,600354,敦煌种业,2026-09-11,卖一主卖，成功率43.86%,10.97,-4.1921,-51338535.56,230580446.98,281918982.54,512499429.52,2244635952,-2.287165342525,22.832184838854,37.7209,5789988817.6,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
37,600354,敦煌种业,2026-09-11,卖一主卖，成功率43.86%,10.97,-4.1921,-51338535.56,230580446.98,281918982.54,512499429.52,2244635952,-2.287165342525,22.832184838854,37.7209,5789988817.6,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
38,600359,新农开发,2026-09-11,普通席位买入，成功率44.56%,9.72,0.8299,-90118.1900000125,129560713.57,129650831.76,259211545.33,1398570677,-0.006443592125,18.534032608636,35.7158,3708304610.4,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
39,600479,千金药业,2026-09-11,西藏自治区资金卖出，成功率34.01%,11.44,-9.9921,-1651564.4,43715253.6,45366818.0,89082071.6,791033384,-0.208785676231,11.261480665903,16.118,4787721418.48,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
