序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000428,华天酒店,2026-09-15,主力做T，成功率40.14%,4.12,-10.0437,17408077.88,79857785.62,62449707.74,142307493.36,383983730,4.53354569997,37.060813321439,8.8931,4197975120.0,日跌幅偏离值达到7%的前5只证券,-1.45631068,-2.18446602,4.36893204,
2,000523,红棉股份,2026-09-15,1家机构卖出，成功率29.22%,3.25,-9.9723,-7917038.92,84243032.8,92160071.72,176403104.52,815487326,-0.970835311302,21.631618162022,13.6608,5833158675.5,日跌幅偏离值达到7%的前5只证券,0.61538462,3.69230769,7.38461538,
3,000523,红棉股份,2026-09-15,2家机构卖出，成功率22.20%,3.25,-9.9723,-115389155.21,308250561.37,423639716.58,731890277.95,3403651546,-3.390157707113,21.503090667731,13.6608,5833158675.5,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.61538462,3.69230769,7.38461538,
4,000759,中百集团,2026-09-15,1家机构卖出，成功率33.06%,6.75,-10.0,-39867132.83,44704742.17,84571875.0,129276617.17,588044207,-6.779614926127,21.984166433596,13.1727,4426015668.75,日跌幅偏离值达到7%的前5只证券,-7.11111111,-5.18518519,0.0,
5,000759,中百集团,2026-09-15,1家机构卖出，成功率19.95%,6.75,-10.0,19643533.4,395239146.96,375595613.56,770834760.52,4879590431,0.402565208654,15.797120094812,13.1727,4426015668.75,连续三个交易日内，跌幅偏离值累计达到20%的证券,-7.11111111,-5.18518519,0.0,
6,000823,超声电子,2026-09-15,3家机构买入，成功率40.06%,23.9,5.612,87054781.91,828475349.73,741420567.82,1569895917.55,5794333953,1.50241222919,27.093638894203,40.421,14218878791.3,日换手率达到20%的前5只证券,5.10460251,1.33891213,5.52301255,
7,000930,中粮科技,2026-09-15,2家机构卖出，成功率40.57%,4.97,-6.0491,62453783.01,254943157.65,192489374.64,447432532.29,2782366969,2.244627818898,16.081003594246,6.784,9225825745.99,连续三个交易日内，跌幅偏离值累计达到20%的证券,0.80482897,4.82897384,8.85311871,
8,000978,桂林旅游,2026-09-15,2家机构卖出，成功率46.57%,9.77,-10.0368,-3390069.54000001,76377504.02,79767573.56,156145077.58,716839873,-0.472918662548,21.782420797343,14.969,4573547670.51,日振幅值达到15%的前5只证券,-10.03070624,-18.42374616,-14.02251791,
9,000978,桂林旅游,2026-09-15,2家机构卖出，成功率46.57%,9.77,-10.0368,-3390069.54000001,76377504.02,79767573.56,156145077.58,716839873,-0.472918662548,21.782420797343,14.969,4573547670.51,日跌幅偏离值达到7%的前5只证券,-10.03070624,-18.42374616,-14.02251791,
10,000980,众泰汽车,2026-09-15,1家机构卖出，成功率34.99%,2.26,-3.0043,-29609479.33,198356970.56,227966449.89,426323420.45,2097820685,-1.411439954888,20.322205014868,17.445,11396017996.14,日振幅值达到15%的前5只证券,-4.86725664,4.86725664,-3.53982301,
11,000993,闽东电力,2026-09-15,1家机构买入，成功率35.01%,16.8,10.0196,66043697.85,316691493.2,250647795.35,567339288.55,2210807016,2.987311754126,25.662090107552,29.2419,7693584444.0,日涨幅偏离值达到7%的前5只证券,10.0,6.96428571,24.46428571,
12,000993,闽东电力,2026-09-15,1家机构买入，成功率35.01%,16.8,10.0196,66043697.85,316691493.2,250647795.35,567339288.55,2210807016,2.987311754126,25.662090107552,29.2419,7693584444.0,日换手率达到20%的前5只证券,10.0,6.96428571,24.46428571,
13,002059,云南旅游,2026-09-15,主力做T，成功率47.23%,4.6,-9.9804,-16344701.0,67762943.0,84107644.0,151870587.0,584500219,-2.796354983059,25.98298205257,12.6861,4555808931.6,日跌幅偏离值达到7%的前5只证券,-3.69565217,-2.82608696,-0.2173913,
14,002059,云南旅游,2026-09-15,主力做T，成功率2.30%,4.6,-9.9804,-17044498.71,193076750.16,210121248.87,403197999.03,2083327790,-0.818138114982,19.35355544938,12.6861,4555808931.6,连续三个交易日内，跌幅偏离值累计达到20%的证券,-3.69565217,-2.82608696,-0.2173913,
