序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000017,深中华A,2026-08-28,3家机构买入，成功率47.00%,11.45,9.9904,5410945.69999999,194501511.72,189090566.02,383592077.74,1253143467.0,0.431789802404,30.610388023513,25.0828,5469628408.35,日涨幅偏离值达到7%的前5只证券,,,,
2,000017,深中华A,2026-08-28,4家机构买入，成功率48.01%,11.45,9.9904,-27888672.42,312351346.87,340240019.29,652591366.16,2820561269.0,-0.988763219807,23.136932827251,25.0828,5469628408.35,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
3,000062,深圳华强,2026-08-28,主力做T，成功率21.52%,24.85,10.0044,-3386346.93000001,215286117.98,218672464.91,433958582.89,1472468301.0,-0.229977577629,29.471505946531,5.8348,25962332668.3,日涨幅偏离值达到7%的前5只证券,,,,
4,000712,锦龙股份,2026-08-28,普通席位买入，成功率40.79%,11.8,9.972,125186145.5,187740613.25,62554467.75,250295081.0,845407914.0,14.807780176517,29.606427483715,1.6921,10569662675.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
5,001232,嘉立创,2026-08-28,3家机构买入，成功率51.08%,175.01,8.0109,652436808.6,850594478.96,198157670.36,1048752149.32,2405495499.0,27.122761562897,43.598175500889,31.5139,7736588140.49,日换手率达到20%的前5只证券,,,,
6,002072,凯瑞德,2026-08-28,2家机构买入，成功率41.77%,9.31,4.6067,-24457950.23,75069259.2,99527209.43,174596468.63,613289580.0,-3.987993767968,28.468846418359,18.5313,3421721058.0,日振幅值达到15%的前5只证券,,,,
7,002072,凯瑞德,2026-08-28,2家机构买入，成功率28.30%,9.31,4.6067,10644149.28,146816943.28,136172794.0,282989737.28,1210288229.0,0.879472263297,23.382011862895,18.5313,3421721058.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
8,002084,海鸥住工,2026-08-28,普通席位买入，成功率68.52%,5.8,10.0569,6027033.0,32751710.0,26724677.0,59476387.0,82584336.0,7.298034096926,72.018968585035,1.0431,3738879763.6,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
9,002396,星网锐捷,2026-08-28,主力做T，成功率46.67%,36.69,10.015,301290856.6,745889444.38,444598587.78,1190488032.16,4141078935.0,7.275660795874,28.748257419054,15.1577,27789560239.14,日涨幅偏离值达到7%的前5只证券,,,,
10,002412,汉森制药,2026-08-28,4家机构卖出，成功率28.51%,13.13,-6.3481,-18691484.06,210052637.69,228744121.75,438796759.44,2210380707.0,-0.845622837768,19.851637233821,33.2336,6536704850.0,日换手率达到20%的前5只证券,,,,
11,002418,康盛股份,2026-08-28,1家机构卖出，成功率21.92%,4.9,-0.2037,-38213066.18,248078793.6,286291859.78,534370653.38,2521907992.0,-1.515244263519,21.189141518054,42.8868,5568360000.0,日换手率达到20%的前5只证券,,,,
12,002437,誉衡药业,2026-08-28,1家机构买入，成功率45.35%,4.86,9.9548,184165949.06,695159146.47,510993197.41,1206152343.88,3612936949.0,5.09740279611,33.384262191839,38.8609,10219006915.2,日涨幅偏离值达到7%的前5只证券,,,,
13,002437,誉衡药业,2026-08-28,1家机构买入，成功率45.35%,4.86,9.9548,184165949.06,695159146.47,510993197.41,1206152343.88,3612936949.0,5.09740279611,33.384262191839,38.8609,10219006915.2,日振幅值达到15%的前5只证券,,,,
14,002437,誉衡药业,2026-08-28,1家机构买入，成功率45.35%,4.86,9.9548,184165949.06,695159146.47,510993197.41,1206152343.88,3612936949.0,5.09740279611,33.384262191839,38.8609,10219006915.2,日换手率达到20%的前5只证券,,,,
15,002445,中南文化,2026-08-28,1家机构卖出，成功率36.97%,3.39,-7.6294,11422.900000006,111567437.84,111556014.94,223123452.78,827406087.0,0.001380567557,26.966619690822,10.1525,8021601815.97,日跌幅偏离值达到7%的前5只证券,,,,
16,002731,*ST萃华,2026-08-28,普通席位卖出，成功率20.00%,0.85,-9.5745,-245140.0,1820020.0,2065160.0,3885180.0,5218235.0,-4.697757000212,74.453910182274,2.6732,195207940.0,日跌幅偏离值达到7%的前5只证券,,,,
17,002731,*ST萃华,2026-08-28,主力做T，成功率8.55%,0.85,-9.5745,0.0,2089001906.03,2089001906.03,2089001906.03,2089001906.03,0.0,100.0,2.6732,195207940.0,严重异常期间日收盘价格跌幅偏离值累计达到70%的证券,,,,
18,002742,冀衡医药,2026-08-28,浙江资金买入，成功率38.38%,6.24,10.0529,1653233.91999999,178784158.0,177130924.08,355915082.08,1345116194.0,0.122906402241,26.459802035511,41.9723,3269267807.52,日换手率达到20%的前5只证券,,,,
19,002742,冀衡医药,2026-08-28,浙江资金买入，成功率38.38%,6.24,10.0529,1653233.91999999,178784158.0,177130924.08,355915082.08,1345116194.0,0.122906402241,26.459802035511,41.9723,3269267807.52,日涨幅偏离值达到7%的前5只证券,,,,
20,002886,沃特股份,2026-08-28,1家机构买入，成功率39.76%,26.4,10.0,87645259.99,226618161.2,138972901.21,365591062.41,1630035639.0,5.376892252722,22.428409150262,2.0301,5519663529.6,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
21,002942,新农股份,2026-08-28,1家机构买入，成功率33.58%,20.91,9.9947,-40319693.0,69523161.0,109842854.0,179366015.0,655140213.0,-6.154360883355,27.378263681701,18.3895,2901431515.53,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
22,002963,豪尔赛,2026-08-28,4家机构卖出，成功率24.26%,19.15,-10.0094,-17907160.13,41885688.0,59792848.13,101678536.13,377747466.0,-4.740510987306,26.917066368885,12.9601,2859867453.55,日跌幅偏离值达到7%的前5只证券,,,,
23,300189,神农种业,2026-08-28,3家机构卖出，成功率6.27%,6.62,-0.1508,-56233391.65,229334801.68,285568193.33,514902995.01,2415861381.0,-2.327674596409,21.313432925397,40.6601,5866977806.88,日换手率达到30%的前5只证券,,,,
24,300378,鼎捷数智,2026-08-28,普通席位买入，成功率44.84%,37.45,19.9936,38755511.0,122440929.0,83685418.0,206126347.0,518327564.0,7.477030683246,39.767583535264,5.1828,10093267916.9,日涨幅达到15%的前5只证券,,,,
25,301399,英特科技,2026-08-28,3家机构买入，成功率30.42%,22.17,4.3785,-23423850.38,60376638.93,83800489.31,144177128.24,500453002.0,-4.680529497553,28.809324284961,43.138,1212335101.62,日换手率达到30%的前5只证券,,,,
26,301520,万邦医药,2026-08-28,广东资金卖出，成功率28.07%,71.11,-17.5536,-30269148.78,54167274.27,84436423.05,138603697.32,1202738756.0,-2.51668524266,11.524006907449,49.3186,2325186281.73,日换手率达到30%的前5只证券,,,,
27,301520,万邦医药,2026-08-28,广东资金卖出，成功率28.07%,71.11,-17.5536,-30269148.78,54167274.27,84436423.05,138603697.32,1202738756.0,-2.51668524266,11.524006907449,49.3186,2325186281.73,日跌幅达到15%的前5只证券,,,,
28,301591,肯特股份,2026-08-28,3家机构买入，成功率52.48%,57.5,14.0873,-2972134.10000002,217644306.01,220616440.11,438260746.12,1559274053.0,-0.190610117207,28.106717050592,60.5624,2569948010.0,日换手率达到30%的前5只证券,,,,
29,301655,绿控传动,2026-08-28,5家机构卖出，成功率16.73%,28.08,-4.1965,-9993731.29,50831828.7,60825559.99,111657388.69,596942278.0,-1.674153709381,18.704888697798,45.116,1262706719.04,日换手率达到30%的前5只证券,,,,
