序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000004,国华退,2026-07-07,卖一主卖，成功率58.95%,0.4,-2.439,289295.23,1860432.23,1571137.0,3431569.23,3102426,9.324806780242,110.60922097739,6.1298,50515627.2,退市整理期,,,,
2,000007,全新好,2026-07-07,5家机构卖出，成功率16.67%,11.59,-10.0155,-27022269.13,34658101.0,61680370.13,96338471.13,203058414,-13.307633304966,47.443722834356,4.8479,4015332829.96,日振幅值达到15%的前5只证券,,,,
3,000078,ST海王,2026-07-07,西藏自治区资金买入，成功率28.14%,1.8,9.7561,-3596815.45,39702888.51,43299703.96,83002592.47,606420000,-0.593122827413,13.687311182019,8.1257,4725388267.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
4,000301,东方盛虹,2026-07-07,2家机构卖出，成功率11.80%,12.43,-9.9928,-47933525.09,65308063.0,113241588.09,178549651.09,1133871941,-4.2274196368,15.746897390593,1.338,82142075743.64,日跌幅偏离值达到7%的前5只证券,,,,
5,000593,德龙汇能,2026-07-07,2家机构买入，成功率17.80%,26.25,6.4477,11414442.35,208457033.03,197042590.68,405499623.71,1678979623,0.679844007255,24.151551225229,14.192,9410183186.25,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
6,000593,德龙汇能,2026-07-07,2家机构买入，成功率20.79%,26.25,6.4477,-16484783.62,155709303.66,172194087.28,327903390.94,1263732212,-1.304452277426,25.947221082626,14.192,9410183186.25,日振幅值达到15%的前5只证券,,,,
7,000838,*ST发展,2026-07-07,1家机构卖出，成功率26.36%,1.71,-10.0,-7876639.0,10438333.0,18314972.0,28753305.0,119960040,-6.566052328759,23.969069200044,6.1888,1801939612.05,日振幅值达到15%的前5只证券,,,,
8,000949,新乡化纤,2026-07-07,3家机构卖出，成功率47.57%,5.56,-10.0324,-36291892.73,85725738.1,122017630.83,207743368.93,464105975,-7.819742620207,44.762054384238,4.9206,9209833771.88,日跌幅偏离值达到7%的前5只证券,,,,
9,000962,东方钽业,2026-07-07,2家机构卖出，成功率45.87%,63.66,-6.3824,147700390.93,1699127288.99,1551426898.06,3250554187.05,7609670897,1.94095635579,42.716094178678,6.5302,32032294928.4,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
10,000973,佛塑科技,2026-07-07,1家机构买入，成功率46.43%,14.58,10.0377,127456930.11,220940368.89,93483438.78,314423807.67,1442843986,8.83372917285,21.791947758793,10.2976,14105029833.18,日涨幅偏离值达到7%的前5只证券,,,,
11,001311,多利科技,2026-07-07,3家机构买入，成功率19.91%,19.67,10.0112,12127815.97,82951631.02,70823815.05,153775446.07,312402415,3.882113385711,49.223513867522,1.9404,3484158193.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
12,001399,惠科股份,2026-07-07,4家机构卖出，成功率44.79%,34.78,-8.7618,473597818.29,1562559630.01,1088961811.72,2651521441.73,11154753313,4.245704095832,23.770327925046,26.1115,14975110904.18,连续三个交易日内，跌幅偏离值累计达到20%的证券,,,,
13,001399,惠科股份,2026-07-07,3家机构卖出，成功率47.91%,34.78,-8.7618,121089033.68,571398112.89,450309079.21,1021707192.1,3998353594,3.028472365768,25.553197536936,26.1115,14975110904.18,日换手率达到20%的前5只证券,,,,
14,002129,TCL中环,2026-07-07,主力做T，成功率19.87%,11.02,9.98,474116045.23,885052707.61,410936662.38,1295989369.99,3797452155,12.485109117326,34.127865660759,8.737,44518373396.0,日涨幅偏离值达到7%的前5只证券,,,,
15,002137,实益达,2026-07-07,买一主买，成功率51.63%,11.43,10.0096,163712934.0,239235630.0,75522696.0,314758326.0,1120029795,14.616837402973,28.102674357873,25.2564,4531515865.83,日涨幅偏离值达到7%的前5只证券,,,,
16,002137,实益达,2026-07-07,买一主买，成功率51.63%,11.43,10.0096,163712934.0,239235630.0,75522696.0,314758326.0,1120029795,14.616837402973,28.102674357873,25.2564,4531515865.83,日换手率达到20%的前5只证券,,,,
17,002141,贤丰控股,2026-07-07,5家机构买入，成功率32.91%,5.85,3.5398,-26617348.46,192952554.39,219569902.85,412522457.24,1470983788,-1.809492985384,28.043983938183,24.862,6042674418.3,日换手率达到20%的前5只证券,,,,
18,002185,华天科技,2026-07-07,1家机构买入，成功率58.41%,21.93,9.9799,1576984146.49,2255004980.49,678020834.0,2933025814.49,11999102685,13.142517302243,24.443709596356,16.9334,72865753031.01,日涨幅偏离值达到7%的前5只证券,,,,
