date,open,high,low,close,volume,turnover,circ_mv亿
2025-06-03,59.4,60.61,58.52,59.65,408011.0,0.5133,47.413113280000005
2025-06-04,59.42,61.61,59.0,61.38,713873.0,0.8981,48.78821279
2025-06-05,61.61,63.2,61.18,62.65,659920.0,0.8302,49.79767891
2025-06-06,62.58,64.48,62.58,63.8,762323.0,0.9591,50.7117624
2025-06-09,47.74,47.74,44.66,44.66,1353620.0,1.2164,49.69752697
2025-06-10,44.59,44.66,42.5,42.9,1503507.0,1.3511,47.739003739999994
2025-06-11,42.88,44.56,42.7,43.81,995032.0,0.8942,48.75164927
2025-06-12,43.81,44.77,42.88,42.97,901098.0,0.8098,47.81689955
2025-06-13,42.81,43.88,42.46,43.73,948554.0000000001,0.8524,48.66262549
2025-06-16,43.1,44.31,43.02,43.29,934828.0000000001,0.8401,48.172994679999995
2025-06-17,43.49,43.5,41.99,42.17,635921.0,0.5715,46.92666172
2025-06-18,42.17,42.48,40.91,42.09,793565.0,0.7131,46.83763794
2025-06-19,41.51,44.14,41.43,43.4,1320296.0,1.1865,48.29540239
2025-06-20,44.0,44.0,42.56,42.65,674479.0,0.6061,47.46080442
2025-06-23,42.65,43.25,41.6,41.88,1388434.0,1.2477,46.603950510000004
2025-06-24,41.8,43.49,41.79,42.6,828816.0,0.7448,47.405164549999995
2025-06-25,42.9,44.9,42.6,44.79,1480424.0,1.3304,49.842190620000004
2025-06-26,45.35,49.5,44.73,48.12,3353833.9999999995,3.0139,53.54780559
2025-06-27,48.12,48.12,46.87,47.25,1567428.0,1.4085,52.57967195
2025-06-30,47.49,47.49,45.8,46.89,2071703.0,1.8617,52.179064929999996
2025-07-01,46.89,48.97,46.61,47.75,1499548.0,1.3475,53.136070600000004
2025-07-02,47.0,47.79,45.05,45.32,1796846.0,1.6147,50.43197318
2025-07-03,45.2,46.19,43.88,45.2,1092810.0,0.982,50.29843751
2025-07-04,46.09,46.37,44.55,46.15,1302930.0,1.1709,51.355594929999995
2025-07-07,46.03,46.03,44.58,45.4,726910.0,0.6532,50.52099697
2025-07-08,45.4,46.14,44.26,44.84,1388125.0,1.2474,49.897830479999996
2025-07-09,45.0,45.19,43.69,44.01,1104586.0,0.9926,48.97420873
2025-07-10,44.01,44.09,43.34,43.55,621990.0,0.5589,48.46232198
2025-07-11,43.47,44.77,43.21,44.0,846335.0,0.7605,48.96308076
2025-07-14,44.41,44.81,43.5,44.39,679122.0,0.6103,49.3970717
2025-07-15,44.01,46.18,44.01,45.87,1332531.0,1.1975,51.044011690000005
2025-07-16,45.83,46.8,45.62,46.27,681301.0,0.6122,51.48913061
2025-07-17,46.08,47.47,46.05,46.78,922636.0,0.8291,52.05665723
2025-07-18,46.77,48.02,46.51,46.84,1073697.0,0.9649,52.12342506
2025-07-21,47.33,47.48,46.54,47.18,951343.0,0.8549,52.50177614
2025-07-22,47.12,47.87,46.14,46.65,1114182.0,1.0012,51.91199358
2025-07-23,46.65,46.81,45.81,46.2,824453.0000000001,0.7409,51.4112348
2025-07-24,46.33,48.13,45.92,47.67,1643445.0,1.4769,53.047046810000005
2025-07-25,47.75,53.37,47.7,52.72,2911818.0,2.6167,58.66667313
2025-07-28,53.05,54.65,50.5,50.85,3348737.0000000005,3.0093,56.5857422
2025-07-29,51.45,51.45,48.91,49.77,1747034.9999999998,1.5699,55.383921120000004
2025-07-30,50.15,52.0,49.49,50.08,2040684.0,1.8338,55.72888828
2025-07-31,49.82,52.49,49.14,51.22,1819750.9999999998,1.6353,56.997477190000005
2025-08-01,51.22,51.97,50.4,50.91,798158.0,0.7173,56.65251003
2025-08-04,50.89,53.3,50.31,53.2,1157871.0,1.0405,59.20081583
2025-08-05,53.2,56.25,53.2,54.81,2383479.0,2.1419,60.99241946000001
2025-08-06,55.83,57.48,54.05,57.0,2029306.0000000002,1.8236,63.42944553
2025-08-07,57.82,59.2,56.07,58.17,1430581.0,1.2856,64.73141835999999
2025-08-08,58.0,69.8,58.0,69.8,5741785.0,5.1598,77.67325084000001
2025-08-11,70.2,72.0,67.03,67.7,4541291.0,4.081,75.33637653
2025-08-12,67.9,67.9,64.62,67.1,3146659.0,2.8277,74.66869816
2025-08-13,67.65,69.85,66.17,68.5,2875620.0,2.5841,76.22661437000001
2025-08-14,68.2,68.2,65.6,65.7,2119520.0,1.9047,73.11078195
2025-08-15,65.15,66.58,64.63,66.13,1461700.0,1.3135,73.58928479000001
2025-08-18,66.29,67.93,65.18,66.18,1849491.9999999998,1.662,73.64492465000001
2025-08-19,65.9,66.94,64.75,66.4,1766993.0,1.5879,73.88974006000001
2025-08-20,66.6,79.48,65.51,75.59,4841964.0,4.3512,84.11634715
2025-08-21,75.55,88.96,74.01,83.36,5424571.0,4.8747,92.76278209
2025-08-22,87.0,96.5,85.52,94.71,6203620.0,5.5748,105.39303134000001
2025-08-25,97.04,106.79,91.54,106.6,7341275.999999999,6.5971,118.62419110999998
2025-08-26,103.89,109.87,100.0,105.12,4168136.0,3.7456,116.97725112
2025-08-27,106.0,121.99,106.0,116.99,5359541.0,4.8163,130.18615496
2025-08-28,114.65,118.98,108.0,110.0,4174953.0,3.7518,122.4077019
