序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1,000011,深物业A,2026-08-31,普通席位买入，成功率41.46%,10.07,10.0546,44769751.0,82666959.0,37897208.0,120564167.0,223526558,20.028828520681,53.937289635176,2.1813,5490903398.41,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
2,000078,ST海王,2026-08-31,主力做T，成功率18.42%,1.45,-9.9379,-5003660.0,4693650.0,9697310.0,14390960.0,48633870,-10.288426563627,29.590406850205,1.2754,3813191022.4,日跌幅偏离值达到7%的前5只证券,,,,
3,000560,我爱我家,2026-08-31,1家机构买入，成功率44.73%,2.9,9.8485,17707947.91,206997816.1,189289868.19,396287684.29,827927928,2.138827222893,47.864997771883,2.7321,6793795545.1,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
4,000712,锦龙股份,2026-08-31,1家机构买入，成功率43.09%,12.98,10.0,212939976.08,429899583.96,216959607.88,646859191.84,3119349435,6.826422640912,20.736990366711,27.4353,11626628942.5,日涨幅偏离值达到7%的前5只证券,,,,
5,000890,法尔胜,2026-08-31,4家机构买入，成功率32.66%,9.03,5.0,30196821.84,125478762.04,95281940.2,220760702.24,1044589358,2.890783982121,21.133730738237,28.4101,3788004145.38,日换手率达到20%的前5只证券,,,,
6,000890,法尔胜,2026-08-31,4家机构买入，成功率32.66%,9.03,5.0,30196821.84,125478762.04,95281940.2,220760702.24,1044589358,2.890783982121,21.133730738237,28.4101,3788004145.38,日振幅值达到15%的前5只证券,,,,
7,000977,浪潮信息,2026-08-31,1家机构买入，成功率34.11%,85.18,9.9948,422704700.84,1803656442.88,1380951742.04,3184608184.92,9601180900,4.402632397438,33.168921803359,7.9533,124951876259.52,日涨幅偏离值达到7%的前5只证券,,,,
8,002008,大族激光,2026-08-31,2家机构买入，成功率24.12%,96.38,9.9977,32588983.7299998,1111040291.86,1078451308.13,2189491599.99,5336748609,0.610652405006,41.0266954733,6.0529,92209628051.14,日涨幅偏离值达到7%的前5只证券,,,,
9,002165,红宝丽,2026-08-31,1家机构买入，成功率14.79%,8.59,2.6284,-182185139.37,201309223.18,383494362.55,584803585.73,2002593110,-9.097461609163,29.202316876542,31.6345,6251504751.64,日换手率达到20%的前5只证券,,,,
10,002354,天娱数科,2026-08-31,西藏自治区资金买入，成功率22.80%,8.03,2.293,-433104896.3,404433080.36,837537976.66,1241971057.02,4452884079,-9.726390550846,27.891385335567,34.8185,13064760045.37,日换手率达到20%的前5只证券,,,,
11,002396,星网锐捷,2026-08-31,1家机构买入，成功率45.46%,40.36,10.0027,72522739.51,1276208898.22,1203686158.71,2479895056.93,9396523028,0.771803988495,26.391624322532,18.5713,30569273678.16,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
12,002396,星网锐捷,2026-08-31,2家机构买入，成功率41.71%,40.36,10.0027,-97837806.8399999,784975015.34,882812822.18,1667787837.52,5255444093,-1.861646801082,31.734479674923,18.5713,30569273678.16,日涨幅偏离值达到7%的前5只证券,,,,
13,002412,汉森制药,2026-08-31,2家机构卖出，成功率19.20%,11.82,-9.9772,-41233548.61,16800795.0,58034343.61,74835138.61,221206218,-18.640320775251,33.830485999268,3.7558,5884527900.0,日跌幅偏离值达到7%的前5只证券,,,,
14,002418,康盛股份,2026-08-31,北京资金买入，成功率44.71%,5.39,10.0,262848454.17,370483416.0,107634961.83,478118377.83,1474324286,17.828401571213,32.429661667393,25.6176,6125196000.0,日振幅值达到15%的前5只证券,,,,
15,002437,誉衡药业,2026-08-31,2家机构卖出，成功率32.50%,4.37,-10.0823,-397820847.02,227711702.95,625532549.97,853244252.92,2943232926,-13.516458160879,28.990034916455,31.6976,9188695518.4,日跌幅偏离值达到7%的前5只证券,,,,
16,002437,誉衡药业,2026-08-31,2家机构卖出，成功率32.50%,4.37,-10.0823,-397820847.02,227711702.95,625532549.97,853244252.92,2943232926,-13.516458160879,28.990034916455,31.6976,9188695518.4,日换手率达到20%的前5只证券,,,,
17,002528,*ST英飞,2026-08-31,1家机构买入，成功率30.59%,7.26,9.1729,6463211.09999999,98819628.66,92356417.56,191176046.22,814924245,0.79310575672,23.459364154763,4.6571,7624594129.02,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
18,002679,福建金森,2026-08-31,上海资金买入，成功率31.97%,11.74,10.0281,-1275055.19,71090410.0,72365465.19,143455875.19,195906970,-0.650847282259,73.226529505306,2.1475,2767775440.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
19,002742,冀衡医药,2026-08-31,卖一主卖，成功率31.52%,5.62,-9.9359,-27823958.31,20001630.71,47825589.02,67827219.73,138297587,-20.118903672557,49.044398533143,4.6956,2944436711.26,日跌幅偏离值达到7%的前5只证券,,,,
20,002785,万里石,2026-08-31,2家机构卖出，成功率37.26%,32.01,-10.0084,-4603467.0,67730724.0,72334191.0,140064915.0,444192573,-1.036367395544,31.532475667935,7.1278,6219151613.73,日跌幅偏离值达到7%的前5只证券,,,,
21,002855,捷荣技术,2026-08-31,3家机构买入，成功率35.80%,16.1,9.9727,-27368225.0,87370683.0,114738908.0,202109591.0,640459232,-4.273218908023,31.556979882835,14.4884,3964258435.2,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
22,002886,沃特股份,2026-08-31,1家机构买入，成功率44.44%,29.04,10.0,62744431.36,267044842.16,204300410.8,471345252.96,1885965312,3.326913329782,24.992254627428,31.3928,6071629882.56,日涨幅偏离值达到7%的前5只证券,,,,
23,002886,沃特股份,2026-08-31,1家机构买入，成功率44.44%,29.04,10.0,62744431.36,267044842.16,204300410.8,471345252.96,1885965312,3.326913329782,24.992254627428,31.3928,6071629882.56,日换手率达到20%的前5只证券,,,,
24,002942,新农股份,2026-08-31,普通席位买入，成功率23.88%,22.0,5.2128,-34576185.76,44897555.09,79473740.85,124371295.94,617222580,-5.601899036163,20.150153278579,20.7328,3052677826.0,日振幅值达到15%的前5只证券,,,,
25,003005,竞业达,2026-08-31,1家机构买入，成功率25.94%,16.53,9.98,-41822305.68,91608004.57,133430310.25,225038314.82,486342791,-8.599347302755,46.271543237494,18.7456,2218237977.75,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,
26,003023,彩虹集团,2026-08-31,2家机构卖出，成功率43.91%,26.71,-2.4827,-19546759.27,111294835.26,130841594.53,242136429.79,354565725,-5.512873324121,68.290986047791,12.528,2807763586.94,日振幅值达到15%的前5只证券,,,,
27,300120,经纬辉开,2026-08-31,1家机构卖出，成功率29.26%,7.98,-15.3765,-22341781.9,125377137.0,147718918.9,273096055.9,807844912,-2.76560284878,33.805505468109,18.6596,4206447540.96,日跌幅达到15%的前5只证券,,,,
28,300189,神农种业,2026-08-31,2家机构卖出，成功率33.05%,6.29,-4.9849,316240.130000025,214123687.86,213807447.73,427931135.59,2285984762,0.013833868679,18.719772008262,38.6095,5574515166.96,日换手率达到30%的前5只证券,,,,
29,300364,中文在线,2026-08-31,普通席位买入，成功率48.70%,27.28,20.0176,596690009.65,826163269.31,229473259.66,1055636528.97,3641103276,16.387615632411,28.992216066161,21.6385,18034416886.64,日涨幅达到15%的前5只证券,,,,
30,300413,芒果超媒,2026-08-31,1家机构买入，成功率28.05%,16.98,20.0,-30818903.92,243721860.0,274540763.92,518262623.92,1086735444,-2.835915961898,47.689861113981,6.414,17348465286.84,日涨幅达到15%的前5只证券,,,,
31,300911,亿田智能,2026-08-31,1家机构买入，成功率40.98%,26.63,20.009,146942779.88,218106346.84,71163566.96,289269913.8,721101173,20.377553855401,40.115024719284,16.9571,4562899268.23,日涨幅达到15%的前5只证券,,,,
32,301218,华是科技,2026-08-31,3家机构买入，成功率8.63%,58.14,20.0,-66111758.62,165063300.62,231175059.24,396238359.86,940600133,-7.028678425671,42.126122031922,24.1655,4168821780.54,日涨幅达到15%的前5只证券,,,,
33,301262,海看股份,2026-08-31,普通席位买入，成功率40.65%,22.33,19.9893,67063534.41,125398387.15,58334852.74,183733239.89,736961654,9.100003242502,24.931180461392,28.6468,2725943503.36,日涨幅达到15%的前5只证券,,,,
34,301399,英特科技,2026-08-31,2家机构买入，成功率41.37%,23.42,5.6382,28271399.66,147148106.13,118876706.47,266024812.6,1305897485,2.164901914946,20.37103338169,36.7337,1280689584.12,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,
35,301399,英特科技,2026-08-31,3家机构买入，成功率15.44%,23.42,5.6382,-4338314.25,54732071.09,59070385.34,113802456.43,451351871,-0.961182290081,25.213688862719,36.7337,1280689584.12,日换手率达到30%的前5只证券,,,,
36,301520,万邦医药,2026-08-31,西藏自治区资金卖出，成功率60.91%,61.29,-13.8096,12101692.46,54464626.37,42362933.91,96827560.28,758533143,1.595407210836,12.765106069993,37.0488,2004087571.47,日换手率达到30%的前5只证券,,,,
37,301591,肯特股份,2026-08-31,3家机构卖出，成功率13.25%,55.6,-3.3043,-92642423.74,115488971.5,208131395.24,323620366.74,1132612695,-8.179532522369,28.57290653448,45.3328,2485027988.8,日换手率达到30%的前5只证券,,,,
38,301655,绿控传动,2026-08-31,4家机构买入，成功率37.09%,30.3,7.906,16150765.97,78264244.68,62113478.71,140377723.39,661160269,2.442791366521,21.232026480103,48.9434,1362536096.4,日换手率达到30%的前5只证券,,,,
39,600103,青山纸业,2026-08-31,上海资金卖出，成功率38.88%,3.81,-1.039,-66824202.08,210593224.33,277417426.41,488010650.74,2207735946,-3.026820404001,22.104575124765,26.6725,8428973669.07,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
40,600121,郑州煤电,2026-08-31,普通席位买入，成功率31.38%,4.91,10.0897,53599447.29,126503521.0,72904073.71,199407594.71,596686925,8.982842600414,33.419132606266,10.4626,5982403106.58,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
41,600127,金健米业,2026-08-31,买一主买，成功率41.44%,12.04,2.294,16969065.97,286061111.92,269092045.95,555153157.87,3469186748,0.489136711357,16.002400510438,44.5905,7727069944.72,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
42,600162,香江控股,2026-08-31,卖一主卖，成功率43.23%,4.97,-7.2761,-21367381.47,294241248.2,315608629.67,609849877.87,2323170738,-0.919750800942,26.250755826712,13.5219,16244137466.34,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
43,600227,赤天化,2026-08-31,普通席位买入，成功率49.57%,5.04,10.0437,64784867.8,172081579.0,107296711.2,279378290.2,1044807609,6.200650458701,26.739687555243,16.5388,6439103007.12,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
44,600227,赤天化,2026-08-31,买一主买，成功率49.21%,5.04,10.0437,28655659.45,299750091.6,271094432.15,570844523.75,2645399158,1.083226301155,21.578767121918,16.5388,6439103007.12,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
45,600272,开开实业,2026-08-31,卖一主卖，成功率31.00%,18.26,-10.0049,-14688443.0,50503854.0,65192297.0,115696151.0,571703593,-2.569240980789,20.237086563142,19.4385,2956320000.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
46,600354,敦煌种业,2026-08-31,普通席位买入，成功率46.12%,8.29,0.9744,-16470534.59,275771281.08,292241815.67,568013096.75,1681208339,-0.979684326322,33.786002815562,36.5802,4375479243.2,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
47,600363,联创光电,2026-08-31,普通席位卖出，成功率51.07%,16.37,-10.0055,8433466.76,45446731.0,37013264.24,82459995.24,361997937,2.329700226993,22.779134025838,4.874,7381043926.5,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
48,600371,万向德农,2026-08-31,买一主买，成功率26.56%,12.69,9.9653,63601240.0,110618646.0,47017406.0,157636052.0,230703696,27.568366308271,68.328360027661,4.688,3712814820.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
49,600540,新赛股份,2026-08-31,买一主买，成功率58.38%,5.56,10.099,28722537.44,36311381.44,7588844.0,43900225.44,39566761,72.59259215077,110.952285025302,1.224,3232455897.6,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
50,600551,时代出版,2026-08-31,买一主买，成功率36.32%,8.25,10.0,56532714.43,143775031.14,87242316.71,231017347.85,479189610,11.797566819114,48.210007694032,6.5247,5593955721.75,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
51,600551,时代出版,2026-08-31,买一主买，成功率43.37%,8.25,10.0,20025649.52,97840737.23,77815087.71,175655824.94,340864937,5.87495143861,51.532383027123,6.5247,5593955721.75,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
52,600613,神奇制药,2026-08-31,卖一主卖，成功率31.43%,11.16,-10.0,-25869549.6,9631080.0,35500629.6,45131709.6,108068976,-23.937998265108,41.761948035854,2.0203,5373903948.63,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
53,600691,潞化科技,2026-08-31,普通席位买入，成功率50.61%,3.23,9.8639,25537715.41,131375080.13,105837364.72,237212444.85,667256126,3.827273278567,35.55043342532,5.8137,7673142624.96,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
54,600721,百花医药,2026-08-31,普通席位卖出，成功率47.91%,13.9,-9.9741,-9744371.48,52774117.0,62518488.48,115292605.48,649800499,-1.499594336261,17.742769612739,12.1554,5345212126.5,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
55,600722,金牛化工,2026-08-31,普通席位买入，成功率49.72%,16.8,10.0196,210075182.92,522031063.79,311955880.87,833986944.66,4695123124,4.474327453654,17.762834384405,23.6803,11429370556.8,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
56,600785,新华百货,2026-08-31,普通席位卖出，成功率38.21%,11.51,-7.3269,-864399.399999999,66821513.23,67685912.63,134507425.86,904313127,-0.095586293529,14.873987985359,23.7548,3635822445.92,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,
57,601086,国芳集团,2026-08-31,普通席位买入，成功率33.01%,9.17,9.952,24953442.12,76613259.43,51659817.31,128273076.74,379555766,6.574380988326,33.795581105729,3.8065,6107220000.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
58,601212,白银有色,2026-08-31,卖一主卖，成功率38.45%,6.87,-9.9607,-204768493.41,189505637.0,394274130.41,583779767.41,2587142467,-7.914851849943,22.564654821153,5.0757,50870800890.57,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
59,601595,上海电影,2026-08-31,买一主买，成功率38.74%,18.33,10.024,28364025.7,81141051.2,52777025.5,133918076.7,302904735,9.364008687418,44.211285340257,3.8145,8215506000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
60,603269,海鸥股份,2026-08-31,上海资金买入，成功率42.43%,24.4,10.009,20038049.25,282367377.32,262329328.07,544696705.39,1431074608,1.400209963756,38.062076033285,10.5495,10539469956.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
